site,x,y,z,psi_q16,psi_hex,psi_float,psi_prev_q16,psi_prev_hex,psi_prev_float,m_prev_q16,m_prev_hex,m_prev_float
15,7,1,0,1302120,0x0013DE68,19.8687744140625,-1864221581,0x90E23C73,-28445.763870239258,-62123454,0xFC4C1242,-947.9286804199219
16,0,2,0,1448293197,0x5653334D,22099.200393676758,-2006835846,0x88621D7A,-30621.884857177734,-59735114,0xFC7083B6,-911.4855041503906
17,1,2,0,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
18,2,2,0,-466376527,0xE433A8B1,-7116.341049194336,786614305,0x2EE2C821,12002.781753540039,23498494,0x01668EFE,358.5585632324219
19,3,2,0,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
20,4,2,0,-173097813,0xF5AEBCAB,-2641.2630157470703,2010245750,0x77D1EA76,30673.91586303711,-55705149,0xFCAE01C3,-849.9931182861328
21,5,2,0,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
22,6,2,0,-466376527,0xE433A8B1,-7116.341049194336,786614305,0x2EE2C821,12002.781753540039,23498494,0x01668EFE,358.5585632324219
23,7,2,0,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
24,0,3,0,-1385962372,0xAD63E47C,-21148.107482910156,-1758333925,0x9731F41B,-26830.046463012695,-48337326,0xFD1E6E52,-737.5690612792969
25,1,3,0,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
26,2,3,0,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
27,3,3,0,-1294831038,0xB2D27242,-19757.553680419922,-717788436,0xD5376AEC,-10952.582336425781,-4434355,0xFFBC564D,-67.66288757324219
28,4,3,0,1527354939,0x5B09963B,23305.586837768555,103293890,0x062823C2,1576.1396789550781,40208861,0x026589DD,613.5385284423828
29,5,3,0,-1294831038,0xB2D27242,-19757.553680419922,-717788436,0xD5376AEC,-10952.582336425781,-4434355,0xFFBC564D,-67.66288757324219
30,6,3,0,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
31,7,3,0,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
32,0,4,0,-1112288028,0xBDB3D4E4,-16972.168395996094,1822217897,0x6C9CD6A9,27804.83851623535,7423508,0x00714614,113.27374267578125
33,1,4,0,836232902,0x31D7E6C6,12759.901458740234,1369986173,0x51A8547D,20904.330032348633,7553041,0x00734011,115.25025939941406
34,2,4,0,-173097813,0xF5AEBCAB,-2641.2630157470703,2010245750,0x77D1EA76,30673.91586303711,-55705149,0xFCAE01C3,-849.9931182861328
35,3,4,0,1527354939,0x5B09963B,23305.586837768555,103293890,0x062823C2,1576.1396789550781,40208861,0x026589DD,613.5385284423828
36,4,4,0,1269456152,0x4BAA5D18,19370.363647460938,1717649642,0x666140EA,26209.25357055664,-796678,0xFFF3D7FA,-12.156341552734375
37,5,4,0,1527354939,0x5B09963B,23305.586837768555,103293890,0x062823C2,1576.1396789550781,40208861,0x026589DD,613.5385284423828
38,6,4,0,-173097813,0xF5AEBCAB,-2641.2630157470703,2010245750,0x77D1EA76,30673.91586303711,-55705149,0xFCAE01C3,-849.9931182861328
39,7,4,0,836232902,0x31D7E6C6,12759.901458740234,1369986173,0x51A8547D,20904.330032348633,7553041,0x00734011,115.25025939941406
40,0,5,0,-1385962372,0xAD63E47C,-21148.107482910156,-1758333925,0x9731F41B,-26830.046463012695,-48337326,0xFD1E6E52,-737.5690612792969
41,1,5,0,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
42,2,5,0,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
43,3,5,0,-1294831038,0xB2D27242,-19757.553680419922,-717788436,0xD5376AEC,-10952.582336425781,-4434355,0xFFBC564D,-67.66288757324219
44,4,5,0,1527354939,0x5B09963B,23305.586837768555,103293890,0x062823C2,1576.1396789550781,40208861,0x026589DD,613.5385284423828
45,5,5,0,-1294831038,0xB2D27242,-19757.553680419922,-717788436,0xD5376AEC,-10952.582336425781,-4434355,0xFFBC564D,-67.66288757324219
46,6,5,0,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
47,7,5,0,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
48,0,6,0,1448293197,0x5653334D,22099.200393676758,-2006835846,0x88621D7A,-30621.884857177734,-59735114,0xFC7083B6,-911.4855041503906
49,1,6,0,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
50,2,6,0,-466376527,0xE433A8B1,-7116.341049194336,786614305,0x2EE2C821,12002.781753540039,23498494,0x01668EFE,358.5585632324219
51,3,6,0,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
52,4,6,0,-173097813,0xF5AEBCAB,-2641.2630157470703,2010245750,0x77D1EA76,30673.91586303711,-55705149,0xFCAE01C3,-849.9931182861328
53,5,6,0,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
54,6,6,0,-466376527,0xE433A8B1,-7116.341049194336,786614305,0x2EE2C821,12002.781753540039,23498494,0x01668EFE,358.5585632324219
55,7,6,0,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
56,0,7,0,-2120741518,0x81980D72,-32359.947479248047,-978133375,0xC5B2DE81,-14925.130844116211,-27860301,0xFE56E2B3,-425.1144561767578
57,1,7,0,1302120,0x0013DE68,19.8687744140625,-1864221581,0x90E23C73,-28445.763870239258,-62123454,0xFC4C1242,-947.9286804199219
58,2,7,0,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
59,3,7,0,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
60,4,7,0,836232902,0x31D7E6C6,12759.901458740234,1369986173,0x51A8547D,20904.330032348633,7553041,0x00734011,115.25025939941406
61,5,7,0,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
62,6,7,0,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
63,7,7,0,1302120,0x0013DE68,19.8687744140625,-1864221581,0x90E23C73,-28445.763870239258,-62123454,0xFC4C1242,-947.9286804199219
64,0,0,1,-1585339513,0xA181A387,-24190.361221313477,-1928441159,0x8D0E52B9,-29425.676864624023,56329505,0x035B8521,859.5200347900391
65,1,0,1,-1208387681,0xB7F9779F,-18438.53273010254,1871072114,0x6F864B72,28550.294708251953,5482056,0x0053A648,83.6495361328125
66,2,0,1,-1783993782,0x95AA6A4A,-27221.58480834961,1207748557,0x47FCC7CD,18428.780471801758,-16839390,0xFEFF0D22,-256.9486999511719
67,3,0,1,-1225890577,0xB6EE64EF,-18705.605728149414,496158942,0x1D92C8DE,7570.784637451172,-42872387,0xFD71D1BD,-654.1807098388672
68,4,0,1,-1385962372,0xAD63E47C,-21148.107482910156,-1758333925,0x9731F41B,-26830.046463012695,-48337326,0xFD1E6E52,-737.5690612792969
69,5,0,1,-1225890577,0xB6EE64EF,-18705.605728149414,496158942,0x1D92C8DE,7570.784637451172,-42872387,0xFD71D1BD,-654.1807098388672
70,6,0,1,-1783993782,0x95AA6A4A,-27221.58480834961,1207748557,0x47FCC7CD,18428.780471801758,-16839390,0xFEFF0D22,-256.9486999511719
71,7,0,1,-1208387681,0xB7F9779F,-18438.53273010254,1871072114,0x6F864B72,28550.294708251953,5482056,0x0053A648,83.6495361328125
72,0,1,1,-1208387681,0xB7F9779F,-18438.53273010254,1871072114,0x6F864B72,28550.294708251953,5482056,0x0053A648,83.6495361328125
73,1,1,1,-459184280,0xE4A16768,-7006.5960693359375,-1238089691,0xB6344025,-18891.749435424805,32123071,0x01EA28BF,490.15916442871094
74,2,1,1,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
75,3,1,1,413182519,0x18A0AA37,6304.664901733398,1694418384,0x64FEC5D0,25854.772705078125,-71316674,0xFBBFCB3E,-1088.2060852050781
76,4,1,1,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
77,5,1,1,413182519,0x18A0AA37,6304.664901733398,1694418384,0x64FEC5D0,25854.772705078125,-71316674,0xFBBFCB3E,-1088.2060852050781
78,6,1,1,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
79,7,1,1,-459184280,0xE4A16768,-7006.5960693359375,-1238089691,0xB6344025,-18891.749435424805,32123071,0x01EA28BF,490.15916442871094
80,0,2,1,-1783993782,0x95AA6A4A,-27221.58480834961,1207748557,0x47FCC7CD,18428.780471801758,-16839390,0xFEFF0D22,-256.9486999511719
81,1,2,1,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
82,2,2,1,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
83,3,2,1,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
84,4,2,1,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
85,5,2,1,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
86,6,2,1,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
87,7,2,1,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
88,0,3,1,-1225890577,0xB6EE64EF,-18705.605728149414,496158942,0x1D92C8DE,7570.784637451172,-42872387,0xFD71D1BD,-654.1807098388672
89,1,3,1,413182519,0x18A0AA37,6304.664901733398,1694418384,0x64FEC5D0,25854.772705078125,-71316674,0xFBBFCB3E,-1088.2060852050781
90,2,3,1,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
91,3,3,1,-397726150,0xE84B2E3A,-6068.819427490234,-1895441070,0x8F05DD52,-28922.135467529297,40804230,0x026E9F86,622.6231384277344
92,4,3,1,-1294831038,0xB2D27242,-19757.553680419922,-717788436,0xD5376AEC,-10952.582336425781,-4434355,0xFFBC564D,-67.66288757324219
93,5,3,1,-397726150,0xE84B2E3A,-6068.819427490234,-1895441070,0x8F05DD52,-28922.135467529297,40804230,0x026E9F86,622.6231384277344
94,6,3,1,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
95,7,3,1,413182519,0x18A0AA37,6304.664901733398,1694418384,0x64FEC5D0,25854.772705078125,-71316674,0xFBBFCB3E,-1088.2060852050781
96,0,4,1,-1385962372,0xAD63E47C,-21148.107482910156,-1758333925,0x9731F41B,-26830.046463012695,-48337326,0xFD1E6E52,-737.5690612792969
97,1,4,1,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
98,2,4,1,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
99,3,4,1,-1294831038,0xB2D27242,-19757.553680419922,-717788436,0xD5376AEC,-10952.582336425781,-4434355,0xFFBC564D,-67.66288757324219
100,4,4,1,1527354939,0x5B09963B,23305.586837768555,103293890,0x062823C2,1576.1396789550781,40208861,0x026589DD,613.5385284423828
101,5,4,1,-1294831038,0xB2D27242,-19757.553680419922,-717788436,0xD5376AEC,-10952.582336425781,-4434355,0xFFBC564D,-67.66288757324219
102,6,4,1,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
103,7,4,1,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
104,0,5,1,-1225890577,0xB6EE64EF,-18705.605728149414,496158942,0x1D92C8DE,7570.784637451172,-42872387,0xFD71D1BD,-654.1807098388672
105,1,5,1,413182519,0x18A0AA37,6304.664901733398,1694418384,0x64FEC5D0,25854.772705078125,-71316674,0xFBBFCB3E,-1088.2060852050781
106,2,5,1,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
107,3,5,1,-397726150,0xE84B2E3A,-6068.819427490234,-1895441070,0x8F05DD52,-28922.135467529297,40804230,0x026E9F86,622.6231384277344
108,4,5,1,-1294831038,0xB2D27242,-19757.553680419922,-717788436,0xD5376AEC,-10952.582336425781,-4434355,0xFFBC564D,-67.66288757324219
109,5,5,1,-397726150,0xE84B2E3A,-6068.819427490234,-1895441070,0x8F05DD52,-28922.135467529297,40804230,0x026E9F86,622.6231384277344
110,6,5,1,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
111,7,5,1,413182519,0x18A0AA37,6304.664901733398,1694418384,0x64FEC5D0,25854.772705078125,-71316674,0xFBBFCB3E,-1088.2060852050781
112,0,6,1,-1783993782,0x95AA6A4A,-27221.58480834961,1207748557,0x47FCC7CD,18428.780471801758,-16839390,0xFEFF0D22,-256.9486999511719
113,1,6,1,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
114,2,6,1,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
115,3,6,1,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
116,4,6,1,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
117,5,6,1,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
118,6,6,1,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
119,7,6,1,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
120,0,7,1,-1208387681,0xB7F9779F,-18438.53273010254,1871072114,0x6F864B72,28550.294708251953,5482056,0x0053A648,83.6495361328125
121,1,7,1,-459184280,0xE4A16768,-7006.5960693359375,-1238089691,0xB6344025,-18891.749435424805,32123071,0x01EA28BF,490.15916442871094
122,2,7,1,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
123,3,7,1,413182519,0x18A0AA37,6304.664901733398,1694418384,0x64FEC5D0,25854.772705078125,-71316674,0xFBBFCB3E,-1088.2060852050781
124,4,7,1,1328620412,0x4F31237C,20273.138610839844,-1093048894,0xBED965C2,-16678.602508544922,54770715,0x0343BC1B,835.7347869873047
125,5,7,1,413182519,0x18A0AA37,6304.664901733398,1694418384,0x64FEC5D0,25854.772705078125,-71316674,0xFBBFCB3E,-1088.2060852050781
126,6,7,1,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
127,7,7,1,-459184280,0xE4A16768,-7006.5960693359375,-1238089691,0xB6344025,-18891.749435424805,32123071,0x01EA28BF,490.15916442871094
128,0,0,2,872951757,0x34082FCD,13320.186721801758,2114921616,0x7E0F2490,32271.142822265625,-59654179,0xFC71BFDD,-910.2505340576172
129,1,0,2,-448733951,0xE540DD01,-6847.136703491211,740089261,0x2C1CDDAD,11292.865921020508,-30810920,0xFE29DCD8,-470.1373291015625
130,2,0,2,1686633725,0x6487FCFD,25735.988235473633,1968729130,0x75586C2A,30040.42251586914,-18068341,0xFEEC4C8B,-275.7010040283203
131,3,0,2,-1783993782,0x95AA6A4A,-27221.58480834961,1207748557,0x47FCC7CD,18428.780471801758,-16839390,0xFEFF0D22,-256.9486999511719
132,4,0,2,1448293197,0x5653334D,22099.200393676758,-2006835846,0x88621D7A,-30621.884857177734,-59735114,0xFC7083B6,-911.4855041503906
133,5,0,2,-1783993782,0x95AA6A4A,-27221.58480834961,1207748557,0x47FCC7CD,18428.780471801758,-16839390,0xFEFF0D22,-256.9486999511719
134,6,0,2,1686633725,0x6487FCFD,25735.988235473633,1968729130,0x75586C2A,30040.42251586914,-18068341,0xFEEC4C8B,-275.7010040283203
135,7,0,2,-448733951,0xE540DD01,-6847.136703491211,740089261,0x2C1CDDAD,11292.865921020508,-30810920,0xFE29DCD8,-470.1373291015625
136,0,1,2,-448733951,0xE540DD01,-6847.136703491211,740089261,0x2C1CDDAD,11292.865921020508,-30810920,0xFE29DCD8,-470.1373291015625
137,1,1,2,-566825949,0xDE36EC23,-8649.077590942383,-2007143615,0x885D6B41,-30626.58103942871,41422405,0x02780E45,632.0557403564453
138,2,1,2,478562799,0x1C8649EF,7302.288803100586,40956480,0x0270F240,624.9462890625,28123371,0x01AD20EB,429.1285858154297
139,3,1,2,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
140,4,1,2,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
141,5,1,2,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
142,6,1,2,478562799,0x1C8649EF,7302.288803100586,40956480,0x0270F240,624.9462890625,28123371,0x01AD20EB,429.1285858154297
143,7,1,2,-566825949,0xDE36EC23,-8649.077590942383,-2007143615,0x885D6B41,-30626.58103942871,41422405,0x02780E45,632.0557403564453
144,0,2,2,1686633725,0x6487FCFD,25735.988235473633,1968729130,0x75586C2A,30040.42251586914,-18068341,0xFEEC4C8B,-275.7010040283203
145,1,2,2,478562799,0x1C8649EF,7302.288803100586,40956480,0x0270F240,624.9462890625,28123371,0x01AD20EB,429.1285858154297
146,2,2,2,-223349975,0xF2AFF329,-3408.0501556396484,-411627238,0xE777111A,-6280.933197021484,-65162115,0xFC1DB47D,-994.2949676513672
147,3,2,2,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
148,4,2,2,-466376527,0xE433A8B1,-7116.341049194336,786614305,0x2EE2C821,12002.781753540039,23498494,0x01668EFE,358.5585632324219
149,5,2,2,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
150,6,2,2,-223349975,0xF2AFF329,-3408.0501556396484,-411627238,0xE777111A,-6280.933197021484,-65162115,0xFC1DB47D,-994.2949676513672
151,7,2,2,478562799,0x1C8649EF,7302.288803100586,40956480,0x0270F240,624.9462890625,28123371,0x01AD20EB,429.1285858154297
152,0,3,2,-1783993782,0x95AA6A4A,-27221.58480834961,1207748557,0x47FCC7CD,18428.780471801758,-16839390,0xFEFF0D22,-256.9486999511719
153,1,3,2,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
154,2,3,2,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
155,3,3,2,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
156,4,3,2,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
157,5,3,2,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
158,6,3,2,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
159,7,3,2,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
160,0,4,2,1448293197,0x5653334D,22099.200393676758,-2006835846,0x88621D7A,-30621.884857177734,-59735114,0xFC7083B6,-911.4855041503906
161,1,4,2,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
162,2,4,2,-466376527,0xE433A8B1,-7116.341049194336,786614305,0x2EE2C821,12002.781753540039,23498494,0x01668EFE,358.5585632324219
163,3,4,2,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
164,4,4,2,-173097813,0xF5AEBCAB,-2641.2630157470703,2010245750,0x77D1EA76,30673.91586303711,-55705149,0xFCAE01C3,-849.9931182861328
165,5,4,2,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
166,6,4,2,-466376527,0xE433A8B1,-7116.341049194336,786614305,0x2EE2C821,12002.781753540039,23498494,0x01668EFE,358.5585632324219
167,7,4,2,-1713622294,0x99DC32EA,-26147.80111694336,392671827,0x1767B253,5991.696578979492,-42684156,0xFD74B104,-651.3085327148438
168,0,5,2,-1783993782,0x95AA6A4A,-27221.58480834961,1207748557,0x47FCC7CD,18428.780471801758,-16839390,0xFEFF0D22,-256.9486999511719
169,1,5,2,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
170,2,5,2,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
171,3,5,2,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
172,4,5,2,298974937,0x11D1FED9,4561.995498657227,-549469406,0xDF3FC322,-8384.237762451172,30565235,0x01D26373,466.3884735107422
173,5,5,2,2058148240,0x7AACD990,31404.849853515625,-2003431641,0x88960F27,-30569.940811157227,80212347,0x04C7F17B,1223.9432830810547
174,6,5,2,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
175,7,5,2,-1665045536,0x9CC16BE0,-25406.57861328125,789222438,0x2F0A9426,12042.578704833984,24250006,0x01720696,370.0257263183594
176,0,6,2,1686633725,0x6487FCFD,25735.988235473633,1968729130,0x75586C2A,30040.42251586914,-18068341,0xFEEC4C8B,-275.7010040283203
177,1,6,2,478562799,0x1C8649EF,7302.288803100586,40956480,0x0270F240,624.9462890625,28123371,0x01AD20EB,429.1285858154297
178,2,6,2,-223349975,0xF2AFF329,-3408.0501556396484,-411627238,0xE777111A,-6280.933197021484,-65162115,0xFC1DB47D,-994.2949676513672
179,3,6,2,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
180,4,6,2,-466376527,0xE433A8B1,-7116.341049194336,786614305,0x2EE2C821,12002.781753540039,23498494,0x01668EFE,358.5585632324219
181,5,6,2,266925787,0x0FE8F6DB,4072.9642791748047,-237019306,0xF1DF5F56,-3616.6275939941406,427521,0x00068601,6.5234527587890625
182,6,6,2,-223349975,0xF2AFF329,-3408.0501556396484,-411627238,0xE777111A,-6280.933197021484,-65162115,0xFC1DB47D,-994.2949676513672
183,7,6,2,478562799,0x1C8649EF,7302.288803100586,40956480,0x0270F240,624.9462890625,28123371,0x01AD20EB,429.1285858154297
184,0,7,2,-448733951,0xE540DD01,-6847.136703491211,740089261,0x2C1CDDAD,11292.865921020508,-30810920,0xFE29DCD8,-470.1373291015625
185,1,7,2,-566825949,0xDE36EC23,-8649.077590942383,-2007143615,0x885D6B41,-30626.58103942871,41422405,0x02780E45,632.0557403564453
