site,x,y,z,psi_float,psi_prev_float,m_prev_float,psi_hex,psi_prev_hex,m_prev_hex
41,1,5,0,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
42,2,5,0,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
43,3,5,0,-19757.5536804199,-10952.5823364258,-67.6628875732,0xB2D27242,0xD5376AEC,0xFFBC564D
44,4,5,0,23305.5868377686,1576.1396789551,613.5385284424,0x5B09963B,0x062823C2,0x026589DD
45,5,5,0,-19757.5536804199,-10952.5823364258,-67.6628875732,0xB2D27242,0xD5376AEC,0xFFBC564D
46,6,5,0,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
47,7,5,0,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
48,0,6,0,22099.2003936768,-30621.8848571777,-911.4855041504,0x5653334D,0x88621D7A,0xFC7083B6
49,1,6,0,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
50,2,6,0,-7116.3410491943,12002.7817535400,358.5585632324,0xE433A8B1,0x2EE2C821,0x01668EFE
51,3,6,0,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
52,4,6,0,-2641.2630157471,30673.9158630371,-849.9931182861,0xF5AEBCAB,0x77D1EA76,0xFCAE01C3
53,5,6,0,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
54,6,6,0,-7116.3410491943,12002.7817535400,358.5585632324,0xE433A8B1,0x2EE2C821,0x01668EFE
55,7,6,0,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
56,0,7,0,-32359.9474792480,-14925.1308441162,-425.1144561768,0x81980D72,0xC5B2DE81,0xFE56E2B3
57,1,7,0,19.8687744141,-28445.7638702393,-947.9286804199,0x0013DE68,0x90E23C73,0xFC4C1242
58,2,7,0,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
59,3,7,0,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
60,4,7,0,12759.9014587402,20904.3300323486,115.2502593994,0x31D7E6C6,0x51A8547D,0x00734011
61,5,7,0,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
62,6,7,0,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
63,7,7,0,19.8687744141,-28445.7638702393,-947.9286804199,0x0013DE68,0x90E23C73,0xFC4C1242
64,0,0,1,-24190.3612213135,-29425.6768646240,859.5200347900,0xA181A387,0x8D0E52B9,0x035B8521
65,1,0,1,-18438.5327301025,28550.2947082520,83.6495361328,0xB7F9779F,0x6F864B72,0x0053A648
66,2,0,1,-27221.5848083496,18428.7804718018,-256.9486999512,0x95AA6A4A,0x47FCC7CD,0xFEFF0D22
67,3,0,1,-18705.6057281494,7570.7846374512,-654.1807098389,0xB6EE64EF,0x1D92C8DE,0xFD71D1BD
68,4,0,1,-21148.1074829102,-26830.0464630127,-737.5690612793,0xAD63E47C,0x9731F41B,0xFD1E6E52
69,5,0,1,-18705.6057281494,7570.7846374512,-654.1807098389,0xB6EE64EF,0x1D92C8DE,0xFD71D1BD
70,6,0,1,-27221.5848083496,18428.7804718018,-256.9486999512,0x95AA6A4A,0x47FCC7CD,0xFEFF0D22
71,7,0,1,-18438.5327301025,28550.2947082520,83.6495361328,0xB7F9779F,0x6F864B72,0x0053A648
72,0,1,1,-18438.5327301025,28550.2947082520,83.6495361328,0xB7F9779F,0x6F864B72,0x0053A648
73,1,1,1,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
74,2,1,1,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
75,3,1,1,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
76,4,1,1,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
77,5,1,1,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
78,6,1,1,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
79,7,1,1,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
80,0,2,1,-27221.5848083496,18428.7804718018,-256.9486999512,0x95AA6A4A,0x47FCC7CD,0xFEFF0D22
81,1,2,1,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
82,2,2,1,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
83,3,2,1,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
84,4,2,1,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
85,5,2,1,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
86,6,2,1,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
87,7,2,1,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
88,0,3,1,-18705.6057281494,7570.7846374512,-654.1807098389,0xB6EE64EF,0x1D92C8DE,0xFD71D1BD
89,1,3,1,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
90,2,3,1,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
91,3,3,1,-6068.8194274902,-28922.1354675293,622.6231384277,0xE84B2E3A,0x8F05DD52,0x026E9F86
92,4,3,1,-19757.5536804199,-10952.5823364258,-67.6628875732,0xB2D27242,0xD5376AEC,0xFFBC564D
93,5,3,1,-6068.8194274902,-28922.1354675293,622.6231384277,0xE84B2E3A,0x8F05DD52,0x026E9F86
94,6,3,1,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
95,7,3,1,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
96,0,4,1,-21148.1074829102,-26830.0464630127,-737.5690612793,0xAD63E47C,0x9731F41B,0xFD1E6E52
97,1,4,1,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
98,2,4,1,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
99,3,4,1,-19757.5536804199,-10952.5823364258,-67.6628875732,0xB2D27242,0xD5376AEC,0xFFBC564D
100,4,4,1,23305.5868377686,1576.1396789551,613.5385284424,0x5B09963B,0x062823C2,0x026589DD
101,5,4,1,-19757.5536804199,-10952.5823364258,-67.6628875732,0xB2D27242,0xD5376AEC,0xFFBC564D
102,6,4,1,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
103,7,4,1,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
104,0,5,1,-18705.6057281494,7570.7846374512,-654.1807098389,0xB6EE64EF,0x1D92C8DE,0xFD71D1BD
105,1,5,1,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
106,2,5,1,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
107,3,5,1,-6068.8194274902,-28922.1354675293,622.6231384277,0xE84B2E3A,0x8F05DD52,0x026E9F86
108,4,5,1,-19757.5536804199,-10952.5823364258,-67.6628875732,0xB2D27242,0xD5376AEC,0xFFBC564D
109,5,5,1,-6068.8194274902,-28922.1354675293,622.6231384277,0xE84B2E3A,0x8F05DD52,0x026E9F86
110,6,5,1,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
111,7,5,1,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
112,0,6,1,-27221.5848083496,18428.7804718018,-256.9486999512,0x95AA6A4A,0x47FCC7CD,0xFEFF0D22
113,1,6,1,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
114,2,6,1,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
115,3,6,1,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
116,4,6,1,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
117,5,6,1,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
118,6,6,1,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
119,7,6,1,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
120,0,7,1,-18438.5327301025,28550.2947082520,83.6495361328,0xB7F9779F,0x6F864B72,0x0053A648
121,1,7,1,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
122,2,7,1,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
123,3,7,1,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
124,4,7,1,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
125,5,7,1,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
126,6,7,1,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
127,7,7,1,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
128,0,0,2,13320.1867218018,32271.1428222656,-910.2505340576,0x34082FCD,0x7E0F2490,0xFC71BFDD
129,1,0,2,-6847.1367034912,11292.8659210205,-470.1373291016,0xE540DD01,0x2C1CDDAD,0xFE29DCD8
130,2,0,2,25735.9882354736,30040.4225158691,-275.7010040283,0x6487FCFD,0x75586C2A,0xFEEC4C8B
131,3,0,2,-27221.5848083496,18428.7804718018,-256.9486999512,0x95AA6A4A,0x47FCC7CD,0xFEFF0D22
132,4,0,2,22099.2003936768,-30621.8848571777,-911.4855041504,0x5653334D,0x88621D7A,0xFC7083B6
133,5,0,2,-27221.5848083496,18428.7804718018,-256.9486999512,0x95AA6A4A,0x47FCC7CD,0xFEFF0D22
134,6,0,2,25735.9882354736,30040.4225158691,-275.7010040283,0x6487FCFD,0x75586C2A,0xFEEC4C8B
135,7,0,2,-6847.1367034912,11292.8659210205,-470.1373291016,0xE540DD01,0x2C1CDDAD,0xFE29DCD8
136,0,1,2,-6847.1367034912,11292.8659210205,-470.1373291016,0xE540DD01,0x2C1CDDAD,0xFE29DCD8
137,1,1,2,-8649.0775909424,-30626.5810394287,632.0557403564,0xDE36EC23,0x885D6B41,0x02780E45
138,2,1,2,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
139,3,1,2,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
140,4,1,2,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
141,5,1,2,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
142,6,1,2,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
143,7,1,2,-8649.0775909424,-30626.5810394287,632.0557403564,0xDE36EC23,0x885D6B41,0x02780E45
144,0,2,2,25735.9882354736,30040.4225158691,-275.7010040283,0x6487FCFD,0x75586C2A,0xFEEC4C8B
145,1,2,2,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
146,2,2,2,-3408.0501556396,-6280.9331970215,-994.2949676514,0xF2AFF329,0xE777111A,0xFC1DB47D
147,3,2,2,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
148,4,2,2,-7116.3410491943,12002.7817535400,358.5585632324,0xE433A8B1,0x2EE2C821,0x01668EFE
149,5,2,2,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
150,6,2,2,-3408.0501556396,-6280.9331970215,-994.2949676514,0xF2AFF329,0xE777111A,0xFC1DB47D
151,7,2,2,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
152,0,3,2,-27221.5848083496,18428.7804718018,-256.9486999512,0x95AA6A4A,0x47FCC7CD,0xFEFF0D22
153,1,3,2,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
154,2,3,2,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
155,3,3,2,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
156,4,3,2,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
157,5,3,2,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
158,6,3,2,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
159,7,3,2,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
160,0,4,2,22099.2003936768,-30621.8848571777,-911.4855041504,0x5653334D,0x88621D7A,0xFC7083B6
161,1,4,2,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
162,2,4,2,-7116.3410491943,12002.7817535400,358.5585632324,0xE433A8B1,0x2EE2C821,0x01668EFE
163,3,4,2,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
164,4,4,2,-2641.2630157471,30673.9158630371,-849.9931182861,0xF5AEBCAB,0x77D1EA76,0xFCAE01C3
165,5,4,2,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
166,6,4,2,-7116.3410491943,12002.7817535400,358.5585632324,0xE433A8B1,0x2EE2C821,0x01668EFE
167,7,4,2,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
168,0,5,2,-27221.5848083496,18428.7804718018,-256.9486999512,0x95AA6A4A,0x47FCC7CD,0xFEFF0D22
169,1,5,2,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
170,2,5,2,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
171,3,5,2,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
172,4,5,2,4561.9954986572,-8384.2377624512,466.3884735107,0x11D1FED9,0xDF3FC322,0x01D26373
173,5,5,2,31404.8498535156,-30569.9408111572,1223.9432830811,0x7AACD990,0x88960F27,0x04C7F17B
174,6,5,2,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
175,7,5,2,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
176,0,6,2,25735.9882354736,30040.4225158691,-275.7010040283,0x6487FCFD,0x75586C2A,0xFEEC4C8B
177,1,6,2,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
178,2,6,2,-3408.0501556396,-6280.9331970215,-994.2949676514,0xF2AFF329,0xE777111A,0xFC1DB47D
179,3,6,2,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
180,4,6,2,-7116.3410491943,12002.7817535400,358.5585632324,0xE433A8B1,0x2EE2C821,0x01668EFE
181,5,6,2,4072.9642791748,-3616.6275939941,6.5234527588,0x0FE8F6DB,0xF1DF5F56,0x00068601
182,6,6,2,-3408.0501556396,-6280.9331970215,-994.2949676514,0xF2AFF329,0xE777111A,0xFC1DB47D
183,7,6,2,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
184,0,7,2,-6847.1367034912,11292.8659210205,-470.1373291016,0xE540DD01,0x2C1CDDAD,0xFE29DCD8
185,1,7,2,-8649.0775909424,-30626.5810394287,632.0557403564,0xDE36EC23,0x885D6B41,0x02780E45
186,2,7,2,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
187,3,7,2,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
188,4,7,2,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
189,5,7,2,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
190,6,7,2,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
191,7,7,2,-8649.0775909424,-30626.5810394287,632.0557403564,0xDE36EC23,0x885D6B41,0x02780E45
192,0,0,3,25669.6535949707,2937.8233489990,-305.3833160400,0x6445A752,0x0B79D2C7,0xFECE9DDF
193,1,0,3,-27221.3036193848,-18255.0603027344,-355.6179199219,0x95AAB246,0xB8B0F090,0xFE9C61D0
194,2,0,3,-6847.1367034912,11292.8659210205,-470.1373291016,0xE540DD01,0x2C1CDDAD,0xFE29DCD8
195,3,0,3,-18438.5327301025,28550.2947082520,83.6495361328,0xB7F9779F,0x6F864B72,0x0053A648
196,4,0,3,-32359.9474792480,-14925.1308441162,-425.1144561768,0x81980D72,0xC5B2DE81,0xFE56E2B3
197,5,0,3,-18438.5327301025,28550.2947082520,83.6495361328,0xB7F9779F,0x6F864B72,0x0053A648
198,6,0,3,-6847.1367034912,11292.8659210205,-470.1373291016,0xE540DD01,0x2C1CDDAD,0xFE29DCD8
199,7,0,3,-27221.3036193848,-18255.0603027344,-355.6179199219,0x95AAB246,0xB8B0F090,0xFE9C61D0
200,0,1,3,-27221.3036193848,-18255.0603027344,-355.6179199219,0x95AAB246,0xB8B0F090,0xFE9C61D0
201,1,1,3,15474.4732818604,1780.0952911377,-444.5383300781,0x3C727929,0x06F41865,0xFE437630
202,2,1,3,-8649.0775909424,-30626.5810394287,632.0557403564,0xDE36EC23,0x885D6B41,0x02780E45
203,3,1,3,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
204,4,1,3,19.8687744141,-28445.7638702393,-947.9286804199,0x0013DE68,0x90E23C73,0xFC4C1242
205,5,1,3,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
206,6,1,3,-8649.0775909424,-30626.5810394287,632.0557403564,0xDE36EC23,0x885D6B41,0x02780E45
207,7,1,3,15474.4732818604,1780.0952911377,-444.5383300781,0x3C727929,0x06F41865,0xFE437630
208,0,2,3,-6847.1367034912,11292.8659210205,-470.1373291016,0xE540DD01,0x2C1CDDAD,0xFE29DCD8
209,1,2,3,-8649.0775909424,-30626.5810394287,632.0557403564,0xDE36EC23,0x885D6B41,0x02780E45
210,2,2,3,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
211,3,2,3,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
212,4,2,3,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
213,5,2,3,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
214,6,2,3,7302.2888031006,624.9462890625,429.1285858154,0x1C8649EF,0x0270F240,0x01AD20EB
215,7,2,3,-8649.0775909424,-30626.5810394287,632.0557403564,0xDE36EC23,0x885D6B41,0x02780E45
216,0,3,3,-18438.5327301025,28550.2947082520,83.6495361328,0xB7F9779F,0x6F864B72,0x0053A648
217,1,3,3,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
218,2,3,3,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
219,3,3,3,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
220,4,3,3,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
221,5,3,3,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
222,6,3,3,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
223,7,3,3,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
224,0,4,3,-32359.9474792480,-14925.1308441162,-425.1144561768,0x81980D72,0xC5B2DE81,0xFE56E2B3
225,1,4,3,19.8687744141,-28445.7638702393,-947.9286804199,0x0013DE68,0x90E23C73,0xFC4C1242
226,2,4,3,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
227,3,4,3,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
228,4,4,3,12759.9014587402,20904.3300323486,115.2502593994,0x31D7E6C6,0x51A8547D,0x00734011
229,5,4,3,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
230,6,4,3,-26147.8011169434,5991.6965789795,-651.3085327148,0x99DC32EA,0x1767B253,0xFD74B104
231,7,4,3,19.8687744141,-28445.7638702393,-947.9286804199,0x0013DE68,0x90E23C73,0xFC4C1242
232,0,5,3,-18438.5327301025,28550.2947082520,83.6495361328,0xB7F9779F,0x6F864B72,0x0053A648
233,1,5,3,-7006.5960693359,-18891.7494354248,490.1591644287,0xE4A16768,0xB6344025,0x01EA28BF
234,2,5,3,-25406.5786132812,12042.5787048340,370.0257263184,0x9CC16BE0,0x2F0A9426,0x01720696
235,3,5,3,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
236,4,5,3,20273.1386108398,-16678.6025085449,835.7347869873,0x4F31237C,0xBED965C2,0x0343BC1B
237,5,5,3,6304.6649017334,25854.7727050781,-1088.2060852051,0x18A0AA37,0x64FEC5D0,0xFBBFCB3E
