logical_i,logical_j,x,y,real_acc_q16,imag_acc_q16,real,imag,density
23,14,74.193548387096769,45.161290322580648,0,0,0,0,0
24,14,77.41935483870968,45.161290322580648,0,0,0,0,0
25,14,80.645161290322577,45.161290322580648,0,0,0,0,0
26,14,83.870967741935488,45.161290322580648,0,0,0,0,0
27,14,87.096774193548384,45.161290322580648,0,0,0,0,0
28,14,90.322580645161295,45.161290322580648,0,0,0,0,0
29,14,93.548387096774192,45.161290322580648,0,0,0,0,0
30,14,96.774193548387103,45.161290322580648,0,0,0,0,0
31,14,100,45.161290322580648,0,0,0,0,0
0,15,0,48.387096774193552,0,0,0,0,0
1,15,3.225806451612903,48.387096774193552,0,0,0,0,0
2,15,6.4516129032258061,48.387096774193552,0,0,0,0,0
3,15,9.67741935483871,48.387096774193552,0,0,0,0,0
4,15,12.903225806451612,48.387096774193552,0,0,0,0,0
5,15,16.129032258064516,48.387096774193552,0,0,0,0,0
6,15,19.35483870967742,48.387096774193552,0,0,0,0,0
7,15,22.580645161290324,48.387096774193552,0,0,0,0,0
8,15,25.806451612903224,48.387096774193552,0,0,0,0,0
9,15,29.032258064516128,48.387096774193552,0,0,0,0,0
10,15,32.258064516129032,48.387096774193552,0,0,0,0,0
11,15,35.483870967741936,48.387096774193552,0,0,0,0,0
12,15,38.70967741935484,48.387096774193552,0,0,0,0,0
13,15,41.935483870967744,48.387096774193552,0,0,0,0,0
14,15,45.161290322580648,48.387096774193552,0,0,0,0,0
15,15,48.387096774193552,48.387096774193552,0,0,0,0,0
16,15,51.612903225806448,48.387096774193552,0,0,0,0,0
17,15,54.838709677419352,48.387096774193552,0,0,0,0,0
18,15,58.064516129032256,48.387096774193552,0,0,0,0,0
19,15,61.29032258064516,48.387096774193552,0,0,0,0,0
20,15,64.516129032258064,48.387096774193552,0,0,0,0,0
21,15,67.741935483870961,48.387096774193552,0,0,0,0,0
22,15,70.967741935483872,48.387096774193552,0,0,0,0,0
23,15,74.193548387096769,48.387096774193552,0,0,0,0,0
24,15,77.41935483870968,48.387096774193552,0,0,0,0,0
25,15,80.645161290322577,48.387096774193552,0,0,0,0,0
26,15,83.870967741935488,48.387096774193552,0,0,0,0,0
27,15,87.096774193548384,48.387096774193552,0,0,0,0,0
28,15,90.322580645161295,48.387096774193552,0,0,0,0,0
29,15,93.548387096774192,48.387096774193552,0,0,0,0,0
30,15,96.774193548387103,48.387096774193552,0,0,0,0,0
31,15,100,48.387096774193552,0,0,0,0,0
0,16,0,51.612903225806448,0,0,0,0,0
1,16,3.225806451612903,51.612903225806448,0,0,0,0,0
2,16,6.4516129032258061,51.612903225806448,0,0,0,0,0
3,16,9.67741935483871,51.612903225806448,0,0,0,0,0
4,16,12.903225806451612,51.612903225806448,0,0,0,0,0
5,16,16.129032258064516,51.612903225806448,0,0,0,0,0
6,16,19.35483870967742,51.612903225806448,0,0,0,0,0
7,16,22.580645161290324,51.612903225806448,0,0,0,0,0
8,16,25.806451612903224,51.612903225806448,0,0,0,0,0
9,16,29.032258064516128,51.612903225806448,0,0,0,0,0
10,16,32.258064516129032,51.612903225806448,0,0,0,0,0
11,16,35.483870967741936,51.612903225806448,0,0,0,0,0
12,16,38.70967741935484,51.612903225806448,0,0,0,0,0
13,16,41.935483870967744,51.612903225806448,0,0,0,0,0
14,16,45.161290322580648,51.612903225806448,0,0,0,0,0
15,16,48.387096774193552,51.612903225806448,0,0,0,0,0
16,16,51.612903225806448,51.612903225806448,0,0,0,0,0
17,16,54.838709677419352,51.612903225806448,0,0,0,0,0
18,16,58.064516129032256,51.612903225806448,0,0,0,0,0
19,16,61.29032258064516,51.612903225806448,0,0,0,0,0
20,16,64.516129032258064,51.612903225806448,0,0,0,0,0
21,16,67.741935483870961,51.612903225806448,0,0,0,0,0
22,16,70.967741935483872,51.612903225806448,0,0,0,0,0
23,16,74.193548387096769,51.612903225806448,0,0,0,0,0
24,16,77.41935483870968,51.612903225806448,0,0,0,0,0
25,16,80.645161290322577,51.612903225806448,0,0,0,0,0
26,16,83.870967741935488,51.612903225806448,0,0,0,0,0
27,16,87.096774193548384,51.612903225806448,0,0,0,0,0
28,16,90.322580645161295,51.612903225806448,0,0,0,0,0
29,16,93.548387096774192,51.612903225806448,0,0,0,0,0
30,16,96.774193548387103,51.612903225806448,0,0,0,0,0
31,16,100,51.612903225806448,0,0,0,0,0
0,17,0,54.838709677419352,0,0,0,0,0
1,17,3.225806451612903,54.838709677419352,0,0,0,0,0
2,17,6.4516129032258061,54.838709677419352,0,0,0,0,0
3,17,9.67741935483871,54.838709677419352,0,0,0,0,0
4,17,12.903225806451612,54.838709677419352,0,0,0,0,0
5,17,16.129032258064516,54.838709677419352,0,0,0,0,0
6,17,19.35483870967742,54.838709677419352,0,0,0,0,0
7,17,22.580645161290324,54.838709677419352,0,0,0,0,0
8,17,25.806451612903224,54.838709677419352,0,0,0,0,0
9,17,29.032258064516128,54.838709677419352,0,0,0,0,0
10,17,32.258064516129032,54.838709677419352,0,0,0,0,0
11,17,35.483870967741936,54.838709677419352,0,0,0,0,0
12,17,38.70967741935484,54.838709677419352,0,0,0,0,0
13,17,41.935483870967744,54.838709677419352,0,0,0,0,0
14,17,45.161290322580648,54.838709677419352,0,0,0,0,0
15,17,48.387096774193552,54.838709677419352,0,0,0,0,0
16,17,51.612903225806448,54.838709677419352,0,0,0,0,0
17,17,54.838709677419352,54.838709677419352,0,0,0,0,0
18,17,58.064516129032256,54.838709677419352,0,0,0,0,0
19,17,61.29032258064516,54.838709677419352,0,0,0,0,0
20,17,64.516129032258064,54.838709677419352,0,0,0,0,0
21,17,67.741935483870961,54.838709677419352,0,0,0,0,0
22,17,70.967741935483872,54.838709677419352,0,0,0,0,0
23,17,74.193548387096769,54.838709677419352,0,0,0,0,0
24,17,77.41935483870968,54.838709677419352,0,0,0,0,0
25,17,80.645161290322577,54.838709677419352,0,0,0,0,0
26,17,83.870967741935488,54.838709677419352,0,0,0,0,0
27,17,87.096774193548384,54.838709677419352,0,0,0,0,0
28,17,90.322580645161295,54.838709677419352,0,0,0,0,0
29,17,93.548387096774192,54.838709677419352,0,0,0,0,0
30,17,96.774193548387103,54.838709677419352,0,0,0,0,0
31,17,100,54.838709677419352,0,0,0,0,0
0,18,0,58.064516129032256,0,0,0,0,0
1,18,3.225806451612903,58.064516129032256,0,0,0,0,0
2,18,6.4516129032258061,58.064516129032256,0,0,0,0,0
3,18,9.67741935483871,58.064516129032256,0,0,0,0,0
4,18,12.903225806451612,58.064516129032256,0,0,0,0,0
5,18,16.129032258064516,58.064516129032256,0,0,0,0,0
6,18,19.35483870967742,58.064516129032256,0,0,0,0,0
7,18,22.580645161290324,58.064516129032256,0,0,0,0,0
8,18,25.806451612903224,58.064516129032256,0,0,0,0,0
9,18,29.032258064516128,58.064516129032256,0,0,0,0,0
10,18,32.258064516129032,58.064516129032256,0,0,0,0,0
11,18,35.483870967741936,58.064516129032256,0,0,0,0,0
12,18,38.70967741935484,58.064516129032256,0,0,0,0,0
13,18,41.935483870967744,58.064516129032256,0,0,0,0,0
14,18,45.161290322580648,58.064516129032256,0,0,0,0,0
15,18,48.387096774193552,58.064516129032256,0,0,0,0,0
16,18,51.612903225806448,58.064516129032256,0,0,0,0,0
17,18,54.838709677419352,58.064516129032256,0,0,0,0,0
18,18,58.064516129032256,58.064516129032256,0,0,0,0,0
19,18,61.29032258064516,58.064516129032256,0,0,0,0,0
20,18,64.516129032258064,58.064516129032256,0,0,0,0,0
21,18,67.741935483870961,58.064516129032256,0,0,0,0,0
22,18,70.967741935483872,58.064516129032256,0,0,0,0,0
23,18,74.193548387096769,58.064516129032256,0,0,0,0,0
24,18,77.41935483870968,58.064516129032256,0,0,0,0,0
25,18,80.645161290322577,58.064516129032256,0,0,0,0,0
26,18,83.870967741935488,58.064516129032256,0,0,0,0,0
27,18,87.096774193548384,58.064516129032256,0,0,0,0,0
28,18,90.322580645161295,58.064516129032256,0,0,0,0,0
29,18,93.548387096774192,58.064516129032256,0,0,0,0,0
30,18,96.774193548387103,58.064516129032256,0,0,0,0,0
31,18,100,58.064516129032256,0,0,0,0,0
0,19,0,61.29032258064516,0,0,0,0,0
1,19,3.225806451612903,61.29032258064516,0,0,0,0,0
2,19,6.4516129032258061,61.29032258064516,0,0,0,0,0
3,19,9.67741935483871,61.29032258064516,0,0,0,0,0
4,19,12.903225806451612,61.29032258064516,0,0,0,0,0
5,19,16.129032258064516,61.29032258064516,0,0,0,0,0
6,19,19.35483870967742,61.29032258064516,0,0,0,0,0
7,19,22.580645161290324,61.29032258064516,0,0,0,0,0
8,19,25.806451612903224,61.29032258064516,0,0,0,0,0
9,19,29.032258064516128,61.29032258064516,0,0,0,0,0
10,19,32.258064516129032,61.29032258064516,0,0,0,0,0
11,19,35.483870967741936,61.29032258064516,0,0,0,0,0
12,19,38.70967741935484,61.29032258064516,0,0,0,0,0
13,19,41.935483870967744,61.29032258064516,0,0,0,0,0
14,19,45.161290322580648,61.29032258064516,0,0,0,0,0
15,19,48.387096774193552,61.29032258064516,0,0,0,0,0
16,19,51.612903225806448,61.29032258064516,0,0,0,0,0
17,19,54.838709677419352,61.29032258064516,0,0,0,0,0
18,19,58.064516129032256,61.29032258064516,0,0,0,0,0
19,19,61.29032258064516,61.29032258064516,0,0,0,0,0
20,19,64.516129032258064,61.29032258064516,0,0,0,0,0
21,19,67.741935483870961,61.29032258064516,0,0,0,0,0
22,19,70.967741935483872,61.29032258064516,0,0,0,0,0
23,19,74.193548387096769,61.29032258064516,0,0,0,0,0
24,19,77.41935483870968,61.29032258064516,0,0,0,0,0
25,19,80.645161290322577,61.29032258064516,0,0,0,0,0
26,19,83.870967741935488,61.29032258064516,0,0,0,0,0
27,19,87.096774193548384,61.29032258064516,0,0,0,0,0
28,19,90.322580645161295,61.29032258064516,0,0,0,0,0
29,19,93.548387096774192,61.29032258064516,0,0,0,0,0
30,19,96.774193548387103,61.29032258064516,0,0,0,0,0
31,19,100,61.29032258064516,0,0,0,0,0
0,20,0,64.516129032258064,0,0,0,0,0
1,20,3.225806451612903,64.516129032258064,0,0,0,0,0
2,20,6.4516129032258061,64.516129032258064,0,0,0,0,0
3,20,9.67741935483871,64.516129032258064,0,0,0,0,0
4,20,12.903225806451612,64.516129032258064,0,0,0,0,0
5,20,16.129032258064516,64.516129032258064,0,0,0,0,0
6,20,19.35483870967742,64.516129032258064,0,0,0,0,0
7,20,22.580645161290324,64.516129032258064,0,0,0,0,0
8,20,25.806451612903224,64.516129032258064,0,0,0,0,0
9,20,29.032258064516128,64.516129032258064,0,0,0,0,0
10,20,32.258064516129032,64.516129032258064,0,0,0,0,0
11,20,35.483870967741936,64.516129032258064,0,0,0,0,0
12,20,38.70967741935484,64.516129032258064,0,0,0,0,0
13,20,41.935483870967744,64.516129032258064,0,0,0,0,0
14,20,45.161290322580648,64.516129032258064,0,0,0,0,0
15,20,48.387096774193552,64.516129032258064,0,0,0,0,0
16,20,51.612903225806448,64.516129032258064,0,0,0,0,0
17,20,54.838709677419352,64.516129032258064,0,0,0,0,0
18,20,58.064516129032256,64.516129032258064,0,0,0,0,0
19,20,61.29032258064516,64.516129032258064,0,0,0,0,0
20,20,64.516129032258064,64.516129032258064,0,0,0,0,0
21,20,67.741935483870961,64.516129032258064,0,0,0,0,0
22,20,70.967741935483872,64.516129032258064,0,0,0,0,0
23,20,74.193548387096769,64.516129032258064,0,0,0,0,0
24,20,77.41935483870968,64.516129032258064,0,0,0,0,0
25,20,80.645161290322577,64.516129032258064,0,0,0,0,0
26,20,83.870967741935488,64.516129032258064,0,0,0,0,0
27,20,87.096774193548384,64.516129032258064,0,0,0,0,0
28,20,90.322580645161295,64.516129032258064,0,0,0,0,0
29,20,93.548387096774192,64.516129032258064,0,0,0,0,0
30,20,96.774193548387103,64.516129032258064,0,0,0,0,0
31,20,100,64.516129032258064,0,0,0,0,0
0,21,0,67.741935483870961,0,0,0,0,0
1,21,3.225806451612903,67.741935483870961,0,0,0,0,0
2,21,6.4516129032258061,67.741935483870961,0,0,0,0,0
3,21,9.67741935483871,67.741935483870961,0,0,0,0,0
4,21,12.903225806451612,67.741935483870961,0,0,0,0,0
5,21,16.129032258064516,67.741935483870961,0,0,0,0,0
6,21,19.35483870967742,67.741935483870961,0,0,0,0,0
7,21,22.580645161290324,67.741935483870961,0,0,0,0,0
8,21,25.806451612903224,67.741935483870961,0,0,0,0,0
9,21,29.032258064516128,67.741935483870961,0,0,0,0,0
10,21,32.258064516129032,67.741935483870961,0,0,0,0,0
11,21,35.483870967741936,67.741935483870961,0,0,0,0,0
12,21,38.70967741935484,67.741935483870961,0,0,0,0,0
13,21,41.935483870967744,67.741935483870961,0,0,0,0,0
14,21,45.161290322580648,67.741935483870961,0,0,0,0,0
15,21,48.387096774193552,67.741935483870961,0,0,0,0,0
16,21,51.612903225806448,67.741935483870961,0,0,0,0,0
17,21,54.838709677419352,67.741935483870961,0,0,0,0,0
18,21,58.064516129032256,67.741935483870961,0,0,0,0,0
19,21,61.29032258064516,67.741935483870961,0,0,0,0,0
20,21,64.516129032258064,67.741935483870961,0,0,0,0,0
21,21,67.741935483870961,67.741935483870961,0,0,0,0,0
22,21,70.967741935483872,67.741935483870961,0,0,0,0,0
23,21,74.193548387096769,67.741935483870961,0,0,0,0,0
24,21,77.41935483870968,67.741935483870961,0,0,0,0,0
25,21,80.645161290322577,67.741935483870961,0,0,0,0,0
26,21,83.870967741935488,67.741935483870961,0,0,0,0,0
27,21,87.096774193548384,67.741935483870961,0,0,0,0,0
28,21,90.322580645161295,67.741935483870961,0,0,0,0,0
29,21,93.548387096774192,67.741935483870961,0,0,0,0,0
30,21,96.774193548387103,67.741935483870961,0,0,0,0,0
31,21,100,67.741935483870961,0,0,0,0,0
0,22,0,70.967741935483872,0,0,0,0,0
1,22,3.225806451612903,70.967741935483872,0,0,0,0,0
2,22,6.4516129032258061,70.967741935483872,0,0,0,0,0
3,22,9.67741935483871,70.967741935483872,0,0,0,0,0
4,22,12.903225806451612,70.967741935483872,0,0,0,0,0
5,22,16.129032258064516,70.967741935483872,0,0,0,0,0
6,22,19.35483870967742,70.967741935483872,0,0,0,0,0
7,22,22.580645161290324,70.967741935483872,0,0,0,0,0
8,22,25.806451612903224,70.967741935483872,0,0,0,0,0
9,22,29.032258064516128,70.967741935483872,0,0,0,0,0
10,22,32.258064516129032,70.967741935483872,0,0,0,0,0
11,22,35.483870967741936,70.967741935483872,0,0,0,0,0
12,22,38.70967741935484,70.967741935483872,0,0,0,0,0
13,22,41.935483870967744,70.967741935483872,0,0,0,0,0
14,22,45.161290322580648,70.967741935483872,0,0,0,0,0
15,22,48.387096774193552,70.967741935483872,0,0,0,0,0
16,22,51.612903225806448,70.967741935483872,0,0,0,0,0
17,22,54.838709677419352,70.967741935483872,0,0,0,0,0
18,22,58.064516129032256,70.967741935483872,0,0,0,0,0
19,22,61.29032258064516,70.967741935483872,0,0,0,0,0
20,22,64.516129032258064,70.967741935483872,0,0,0,0,0
21,22,67.741935483870961,70.967741935483872,0,0,0,0,0
22,22,70.967741935483872,70.967741935483872,0,0,0,0,0
23,22,74.193548387096769,70.967741935483872,0,0,0,0,0
24,22,77.41935483870968,70.967741935483872,0,0,0,0,0
25,22,80.645161290322577,70.967741935483872,0,0,0,0,0
26,22,83.870967741935488,70.967741935483872,0,0,0,0,0
27,22,87.096774193548384,70.967741935483872,0,0,0,0,0
28,22,90.322580645161295,70.967741935483872,0,0,0,0,0
29,22,93.548387096774192,70.967741935483872,0,0,0,0,0
30,22,96.774193548387103,70.967741935483872,0,0,0,0,0
31,22,100,70.967741935483872,0,0,0,0,0
0,23,0,74.193548387096769,0,0,0,0,0
1,23,3.225806451612903,74.193548387096769,0,0,0,0,0
2,23,6.4516129032258061,74.193548387096769,0,0,0,0,0
3,23,9.67741935483871,74.193548387096769,0,0,0,0,0
4,23,12.903225806451612,74.193548387096769,0,0,0,0,0
5,23,16.129032258064516,74.193548387096769,0,0,0,0,0
6,23,19.35483870967742,74.193548387096769,0,0,0,0,0
7,23,22.580645161290324,74.193548387096769,0,0,0,0,0
8,23,25.806451612903224,74.193548387096769,0,0,0,0,0
9,23,29.032258064516128,74.193548387096769,0,0,0,0,0
10,23,32.258064516129032,74.193548387096769,0,0,0,0,0
11,23,35.483870967741936,74.193548387096769,0,0,0,0,0
12,23,38.70967741935484,74.193548387096769,0,0,0,0,0
13,23,41.935483870967744,74.193548387096769,0,0,0,0,0
14,23,45.161290322580648,74.193548387096769,0,0,0,0,0
15,23,48.387096774193552,74.193548387096769,0,0,0,0,0
16,23,51.612903225806448,74.193548387096769,0,0,0,0,0
17,23,54.838709677419352,74.193548387096769,0,0,0,0,0
18,23,58.064516129032256,74.193548387096769,0,0,0,0,0
19,23,61.29032258064516,74.193548387096769,0,0,0,0,0
20,23,64.516129032258064,74.193548387096769,0,0,0,0,0
21,23,67.741935483870961,74.193548387096769,0,0,0,0,0
22,23,70.967741935483872,74.193548387096769,0,0,0,0,0
23,23,74.193548387096769,74.193548387096769,0,0,0,0,0
24,23,77.41935483870968,74.193548387096769,0,0,0,0,0
25,23,80.645161290322577,74.193548387096769,0,0,0,0,0
26,23,83.870967741935488,74.193548387096769,0,0,0,0,0
27,23,87.096774193548384,74.193548387096769,0,0,0,0,0
28,23,90.322580645161295,74.193548387096769,0,0,0,0,0
29,23,93.548387096774192,74.193548387096769,0,0,0,0,0
30,23,96.774193548387103,74.193548387096769,0,0,0,0,0
31,23,100,74.193548387096769,0,0,0,0,0
0,24,0,77.41935483870968,0,0,0,0,0
1,24,3.225806451612903,77.41935483870968,0,0,0,0,0
2,24,6.4516129032258061,77.41935483870968,0,0,0,0,0
3,24,9.67741935483871,77.41935483870968,0,0,0,0,0
4,24,12.903225806451612,77.41935483870968,0,0,0,0,0
5,24,16.129032258064516,77.41935483870968,0,0,0,0,0
6,24,19.35483870967742,77.41935483870968,0,0,0,0,0
7,24,22.580645161290324,77.41935483870968,0,0,0,0,0
8,24,25.806451612903224,77.41935483870968,0,0,0,0,0
9,24,29.032258064516128,77.41935483870968,0,0,0,0,0
10,24,32.258064516129032,77.41935483870968,0,0,0,0,0
11,24,35.483870967741936,77.41935483870968,0,0,0,0,0
12,24,38.70967741935484,77.41935483870968,0,0,0,0,0
13,24,41.935483870967744,77.41935483870968,0,0,0,0,0
14,24,45.161290322580648,77.41935483870968,0,0,0,0,0
15,24,48.387096774193552,77.41935483870968,0,0,0,0,0
16,24,51.612903225806448,77.41935483870968,0,0,0,0,0
17,24,54.838709677419352,77.41935483870968,0,0,0,0,0
18,24,58.064516129032256,77.41935483870968,0,0,0,0,0
19,24,61.29032258064516,77.41935483870968,0,0,0,0,0
20,24,64.516129032258064,77.41935483870968,0,0,0,0,0
21,24,67.741935483870961,77.41935483870968,0,0,0,0,0
22,24,70.967741935483872,77.41935483870968,0,0,0,0,0
23,24,74.193548387096769,77.41935483870968,0,0,0,0,0
24,24,77.41935483870968,77.41935483870968,0,0,0,0,0
25,24,80.645161290322577,77.41935483870968,0,0,0,0,0
26,24,83.870967741935488,77.41935483870968,0,0,0,0,0
27,24,87.096774193548384,77.41935483870968,0,0,0,0,0
28,24,90.322580645161295,77.41935483870968,0,0,0,0,0
29,24,93.548387096774192,77.41935483870968,0,0,0,0,0
30,24,96.774193548387103,77.41935483870968,0,0,0,0,0
31,24,100,77.41935483870968,0,0,0,0,0
0,25,0,80.645161290322577,0,0,0,0,0
1,25,3.225806451612903,80.645161290322577,0,0,0,0,0
2,25,6.4516129032258061,80.645161290322577,0,0,0,0,0
3,25,9.67741935483871,80.645161290322577,0,0,0,0,0
4,25,12.903225806451612,80.645161290322577,0,0,0,0,0
5,25,16.129032258064516,80.645161290322577,0,0,0,0,0
6,25,19.35483870967742,80.645161290322577,0,0,0,0,0
7,25,22.580645161290324,80.645161290322577,0,0,0,0,0
8,25,25.806451612903224,80.645161290322577,0,0,0,0,0
9,25,29.032258064516128,80.645161290322577,0,0,0,0,0
10,25,32.258064516129032,80.645161290322577,0,0,0,0,0
11,25,35.483870967741936,80.645161290322577,0,0,0,0,0
12,25,38.70967741935484,80.645161290322577,0,0,0,0,0
13,25,41.935483870967744,80.645161290322577,0,0,0,0,0
14,25,45.161290322580648,80.645161290322577,0,0,0,0,0
15,25,48.387096774193552,80.645161290322577,0,0,0,0,0
16,25,51.612903225806448,80.645161290322577,0,0,0,0,0
17,25,54.838709677419352,80.645161290322577,0,0,0,0,0
18,25,58.064516129032256,80.645161290322577,0,0,0,0,0
19,25,61.29032258064516,80.645161290322577,0,0,0,0,0
20,25,64.516129032258064,80.645161290322577,0,0,0,0,0
21,25,67.741935483870961,80.645161290322577,0,0,0,0,0
22,25,70.967741935483872,80.645161290322577,0,0,0,0,0
23,25,74.193548387096769,80.645161290322577,0,0,0,0,0
24,25,77.41935483870968,80.645161290322577,0,0,0,0,0
25,25,80.645161290322577,80.645161290322577,0,0,0,0,0
26,25,83.870967741935488,80.645161290322577,0,0,0,0,0
27,25,87.096774193548384,80.645161290322577,0,0,0,0,0
28,25,90.322580645161295,80.645161290322577,0,0,0,0,0
29,25,93.548387096774192,80.645161290322577,0,0,0,0,0
30,25,96.774193548387103,80.645161290322577,0,0,0,0,0
31,25,100,80.645161290322577,0,0,0,0,0
0,26,0,83.870967741935488,0,0,0,0,0
1,26,3.225806451612903,83.870967741935488,0,0,0,0,0
2,26,6.4516129032258061,83.870967741935488,0,0,0,0,0
3,26,9.67741935483871,83.870967741935488,0,0,0,0,0
4,26,12.903225806451612,83.870967741935488,0,0,0,0,0
5,26,16.129032258064516,83.870967741935488,0,0,0,0,0
6,26,19.35483870967742,83.870967741935488,0,0,0,0,0
7,26,22.580645161290324,83.870967741935488,0,0,0,0,0
8,26,25.806451612903224,83.870967741935488,0,0,0,0,0
9,26,29.032258064516128,83.870967741935488,0,0,0,0,0
10,26,32.258064516129032,83.870967741935488,0,0,0,0,0
11,26,35.483870967741936,83.870967741935488,0,0,0,0,0
12,26,38.70967741935484,83.870967741935488,0,0,0,0,0
13,26,41.935483870967744,83.870967741935488,0,0,0,0,0
14,26,45.161290322580648,83.870967741935488,0,0,0,0,0
15,26,48.387096774193552,83.870967741935488,0,0,0,0,0
16,26,51.612903225806448,83.870967741935488,0,0,0,0,0
17,26,54.838709677419352,83.870967741935488,0,0,0,0,0
18,26,58.064516129032256,83.870967741935488,0,0,0,0,0
19,26,61.29032258064516,83.870967741935488,0,0,0,0,0
20,26,64.516129032258064,83.870967741935488,0,0,0,0,0
21,26,67.741935483870961,83.870967741935488,0,0,0,0,0
22,26,70.967741935483872,83.870967741935488,0,0,0,0,0
23,26,74.193548387096769,83.870967741935488,0,0,0,0,0
24,26,77.41935483870968,83.870967741935488,0,0,0,0,0
25,26,80.645161290322577,83.870967741935488,0,0,0,0,0
26,26,83.870967741935488,83.870967741935488,0,0,0,0,0
27,26,87.096774193548384,83.870967741935488,0,0,0,0,0
28,26,90.322580645161295,83.870967741935488,0,0,0,0,0
29,26,93.548387096774192,83.870967741935488,0,0,0,0,0
30,26,96.774193548387103,83.870967741935488,0,0,0,0,0
31,26,100,83.870967741935488,0,0,0,0,0
0,27,0,87.096774193548384,0,0,0,0,0
1,27,3.225806451612903,87.096774193548384,0,0,0,0,0
2,27,6.4516129032258061,87.096774193548384,0,0,0,0,0
3,27,9.67741935483871,87.096774193548384,0,0,0,0,0
4,27,12.903225806451612,87.096774193548384,0,0,0,0,0
5,27,16.129032258064516,87.096774193548384,0,0,0,0,0
6,27,19.35483870967742,87.096774193548384,0,0,0,0,0
7,27,22.580645161290324,87.096774193548384,0,0,0,0,0
8,27,25.806451612903224,87.096774193548384,0,0,0,0,0
9,27,29.032258064516128,87.096774193548384,0,0,0,0,0
10,27,32.258064516129032,87.096774193548384,0,0,0,0,0
11,27,35.483870967741936,87.096774193548384,0,0,0,0,0
12,27,38.70967741935484,87.096774193548384,0,0,0,0,0
13,27,41.935483870967744,87.096774193548384,0,0,0,0,0
14,27,45.161290322580648,87.096774193548384,0,0,0,0,0
15,27,48.387096774193552,87.096774193548384,0,0,0,0,0
16,27,51.612903225806448,87.096774193548384,0,0,0,0,0
17,27,54.838709677419352,87.096774193548384,0,0,0,0,0
18,27,58.064516129032256,87.096774193548384,0,0,0,0,0
19,27,61.29032258064516,87.096774193548384,0,0,0,0,0
20,27,64.516129032258064,87.096774193548384,0,0,0,0,0
21,27,67.741935483870961,87.096774193548384,0,0,0,0,0
22,27,70.967741935483872,87.096774193548384,0,0,0,0,0
23,27,74.193548387096769,87.096774193548384,0,0,0,0,0
24,27,77.41935483870968,87.096774193548384,0,0,0,0,0
25,27,80.645161290322577,87.096774193548384,0,0,0,0,0
26,27,83.870967741935488,87.096774193548384,0,0,0,0,0
27,27,87.096774193548384,87.096774193548384,0,0,0,0,0
28,27,90.322580645161295,87.096774193548384,0,0,0,0,0
29,27,93.548387096774192,87.096774193548384,0,0,0,0,0
30,27,96.774193548387103,87.096774193548384,0,0,0,0,0
31,27,100,87.096774193548384,0,0,0,0,0
0,28,0,90.322580645161295,0,0,0,0,0
1,28,3.225806451612903,90.322580645161295,0,0,0,0,0
2,28,6.4516129032258061,90.322580645161295,0,0,0,0,0
3,28,9.67741935483871,90.322580645161295,0,0,0,0,0
4,28,12.903225806451612,90.322580645161295,0,0,0,0,0
5,28,16.129032258064516,90.322580645161295,0,0,0,0,0
6,28,19.35483870967742,90.322580645161295,0,0,0,0,0
7,28,22.580645161290324,90.322580645161295,0,0,0,0,0
8,28,25.806451612903224,90.322580645161295,0,0,0,0,0
9,28,29.032258064516128,90.322580645161295,0,0,0,0,0
10,28,32.258064516129032,90.322580645161295,0,0,0,0,0
11,28,35.483870967741936,90.322580645161295,0,0,0,0,0
12,28,38.70967741935484,90.322580645161295,0,0,0,0,0
13,28,41.935483870967744,90.322580645161295,0,0,0,0,0
14,28,45.161290322580648,90.322580645161295,0,0,0,0,0
15,28,48.387096774193552,90.322580645161295,0,0,0,0,0
16,28,51.612903225806448,90.322580645161295,0,0,0,0,0
17,28,54.838709677419352,90.322580645161295,0,0,0,0,0
18,28,58.064516129032256,90.322580645161295,0,0,0,0,0
19,28,61.29032258064516,90.322580645161295,0,0,0,0,0
20,28,64.516129032258064,90.322580645161295,0,0,0,0,0
21,28,67.741935483870961,90.322580645161295,0,0,0,0,0
22,28,70.967741935483872,90.322580645161295,0,0,0,0,0
23,28,74.193548387096769,90.322580645161295,0,0,0,0,0
24,28,77.41935483870968,90.322580645161295,0,0,0,0,0
25,28,80.645161290322577,90.322580645161295,0,0,0,0,0
26,28,83.870967741935488,90.322580645161295,0,0,0,0,0
27,28,87.096774193548384,90.322580645161295,0,0,0,0,0
28,28,90.322580645161295,90.322580645161295,0,0,0,0,0
29,28,93.548387096774192,90.322580645161295,0,0,0,0,0
30,28,96.774193548387103,90.322580645161295,0,0,0,0,0
31,28,100,90.322580645161295,0,0,0,0,0
0,29,0,93.548387096774192,0,0,0,0,0
1,29,3.225806451612903,93.548387096774192,0,0,0,0,0
2,29,6.4516129032258061,93.548387096774192,0,0,0,0,0
3,29,9.67741935483871,93.548387096774192,0,0,0,0,0
4,29,12.903225806451612,93.548387096774192,0,0,0,0,0
5,29,16.129032258064516,93.548387096774192,0,0,0,0,0
6,29,19.35483870967742,93.548387096774192,0,0,0,0,0
7,29,22.580645161290324,93.548387096774192,0,0,0,0,0
8,29,25.806451612903224,93.548387096774192,0,0,0,0,0
9,29,29.032258064516128,93.548387096774192,0,0,0,0,0
10,29,32.258064516129032,93.548387096774192,0,0,0,0,0
11,29,35.483870967741936,93.548387096774192,0,0,0,0,0
12,29,38.70967741935484,93.548387096774192,0,0,0,0,0
