site,x,y,z,psi_float,psi_prev_float,m_prev_float,psi_hex,psi_prev_hex,m_prev_hex
43,3,5,0,-52.5864257812,4128.5555877686,-499.9079284668,0xFFCB69E0,0x10208E3B,0xFE0C1792
44,4,5,0,-21230.4324951172,-19059.8399810791,-285.6824493408,0xAD119148,0xB58C28F7,0xFEE2514B
45,5,5,0,-14924.3213958740,-22762.0370483398,-1103.9234924316,0xC5B3ADB9,0xA715F684,0xFBB01396
46,6,5,0,2919.3747253418,16222.9816894531,-732.7753295898,0x0B675FEE,0x3F5EFB50,0xFD233984
47,7,5,0,-23880.4419097900,12480.5935516357,339.5455474854,0xA2B78EDF,0x30C097F3,0x01538BA9
48,0,6,0,22376.2111206055,-11533.8932647705,-176.7865905762,0x5768360C,0xD2F21B53,0xFF4F36A2
49,1,6,0,-21445.4227752686,-1443.7781524658,909.1665649414,0xAC3A93C5,0xFA5C38CB,0x038D2AA4
50,2,6,0,4892.2300262451,-28996.4130249023,-479.3968811035,0x131C3AE3,0x8EBB9644,0xFE209A66
51,3,6,0,-19686.2570037842,-31577.3876342773,-56.6673889160,0xB319BE35,0x84A69CC4,0xFFC75526
52,4,6,0,12380.6616821289,7217.3756866455,-284.1065673828,0x305CA964,0x1C31602D,0xFEE3E4B8
53,5,6,0,9760.6059722900,19758.6520385742,-623.2721862793,0x26209B21,0x4D2EA6EC,0xFD90BA52
54,6,6,0,-2666.8853302002,8906.6961517334,-45.6832580566,0xF5951D5B,0x22CAB237,0xFFD25116
55,7,6,0,-27883.2728271484,-27215.5905151367,399.5931091309,0x9314BA28,0x95B068D4,0x018F97D6
56,0,7,0,-23574.5422210693,11998.5111694336,477.1219329834,0xA3E97531,0x2EDE82DC,0x01DD1F37
57,1,7,0,31435.2621765137,7173.2681121826,183.0303649902,0x7ACB431E,0x1C0544A3,0x00B707C6
58,2,7,0,13708.7583160400,-536.8568115234,-795.3127288818,0x358CC221,0xFDE724A8,0xFCE4AFF1
59,3,7,0,-30197.9127349854,-29995.8836059570,584.6598205566,0x8A0A1657,0x8AD41DCC,0x0248A8EA
60,4,7,0,-9027.4430389404,25331.6751403809,47.1473388672,0xDCBC8E95,0x62F3ACD6,0x002F25B8
61,5,7,0,21023.4015502930,24679.5380249023,-414.0329895020,0x521F66CC,0x606789BC,0xFE61F78E
62,6,7,0,19362.2582244873,-21584.1446228027,-281.2570343018,0x4BA2421B,0xABAFDAFA,0xFEE6BE33
63,7,7,0,22390.7742767334,-31809.0824737549,-740.9370422363,0x5776C637,0x83BEEAE3,0xFD1B101E
64,0,0,1,-23224.6416625977,-17837.8990631104,-1105.2317810059,0xA5475BBC,0xBA5219D7,0xFBAEC4AA
65,1,0,1,303.7076721191,-6669.0889434814,224.5910339355,0x012FB52A,0xE5F2E93B,0x00E0974E
66,2,0,1,14808.5082855225,32180.3097991943,933.9980163574,0x39D8821F,0x7DB44F4F,0x03A5FF7E
67,3,0,1,-13368.6999053955,-29870.4244689941,573.1250610352,0xCBC74CD3,0x8B519356,0x023D2004
68,4,0,1,26102.8558959961,26568.0898132324,669.0200805664,0x65F6DB1C,0x67C816FE,0x029D0524
69,5,0,1,17201.6306457520,24708.2226257324,-321.1336822510,0x4331A172,0x608438FE,0xFEBEDDC7
70,6,0,1,-20526.0417327881,-17231.6911926270,1272.8971099854,0xAFD1F551,0xBCB04F0E,0x04F8E5A9
71,7,0,1,2370.4180450439,-8705.2401885986,596.5943298340,0x09426B05,0xDDFEC283,0x02549826
72,0,1,1,27752.8719329834,-3421.3906402588,743.8754882812,0x6C68DF37,0xF2A29BFF,0x02E7E020
73,1,1,1,22588.3173522949,3170.9239959717,602.5794982910,0x583C513E,0x0C62EC8B,0x025A945A
74,2,1,1,17803.6619262695,23732.5858459473,181.4750976562,0x458BA974,0x5CB495FA,0x00B579A0
75,3,1,1,-29029.3413848877,-7843.1986694336,-346.8257598877,0x8E9AA89B,0xE15CCD24,0xFEA52C9B
76,4,1,1,14972.0725555420,-17573.1949157715,-644.9001159668,0x3A7C1293,0xBB5ACE1A,0xFD7B1992
77,5,1,1,2012.9758148193,25140.9796142578,223.6473083496,0x07DCF9CF,0x6234FAC8,0x00DFA5B6
78,6,1,1,12163.9375305176,-11365.3361663818,791.3475952148,0x2F83F002,0xD39AA9F1,0x031758FC
79,7,1,1,31733.8516235352,7838.5743103027,-349.3232116699,0x7BF5DA04,0x1E9E9306,0xFEA2AD42
80,0,2,1,-13046.8466644287,-20553.3235168457,167.4473114014,0xCD092741,0xAFB6AD2E,0x00A77283
81,1,2,1,13347.2257843018,20234.3096313477,289.2148132324,0x342339CD,0x4F0A4F44,0x012136FE
82,2,2,1,-6865.3536071777,4411.5363616943,-363.7867279053,0xE52EA57A,0x113B894F,0xFE943699
83,3,2,1,-11014.6692504883,5054.6889953613,392.6013793945,0xD4F954AC,0x13BEB062,0x018899F4
84,4,2,1,-17892.0909881592,-31801.1732788086,370.9324798584,0xBA1BE8B5,0x83C6D3A4,0x0172EEB7
85,5,2,1,9346.7854309082,3256.2100982666,131.4651184082,0x2482C912,0x0CB835C9,0x00837712
86,6,2,1,21135.2993164062,-18337.3271331787,3.0921173096,0x528F4CA0,0xB85EAC41,0x00031795
87,7,2,1,22304.4855194092,7542.5898742676,-907.9007415771,0x57207C4B,0x1D769702,0xFC741969
88,0,3,1,-1467.1967010498,-13450.8913269043,565.1152954102,0xFA44CDA5,0xCB751BD2,0x02351D84
89,1,3,1,-19093.4794769287,29896.0383148193,-466.0564727783,0xB56A8541,0x74C809CF,0xFE2DF18B
90,2,3,1,958.6938629150,3190.7978363037,-647.6614990234,0x03BEB1A1,0x0C76CC3F,0xFD7856A8
91,3,3,1,-15677.2537994385,-25230.9686431885,296.1483459473,0xC2C2BF07,0x9D710807,0x012825FA
92,4,3,1,-5338.9900360107,20507.4606323242,1014.9269714355,0xEB25028D,0x501B75EC,0x03F6ED4E
93,5,3,1,18649.1658325195,15129.0752410889,-1316.1900329590,0x48D92A74,0x3B191343,0xFADBCF5A
94,6,3,1,-4182.1308898926,-4415.7704162598,500.2951202393,0xEFA9DE7E,0xEEC03AC6,0x01F44B8D
95,7,3,1,-31706.7282562256,17248.6003417969,75.5989074707,0x84254591,0x436099B0,0x004B9952
96,0,4,1,-15631.9171447754,-28804.7353668213,363.8806762695,0xC2F01536,0x8F7B43BF,0x016BE174
97,1,4,1,18255.2863616943,219.8060913086,-156.7996215820,0x474F494F,0x00DBCE5C,0xFF63334C
98,2,4,1,29640.2098846436,-20863.7193145752,-584.3336944580,0x73C835BB,0xAE8047DB,0xFDB7AA93
99,3,4,1,5222.8603820801,-11274.0870361328,854.7733154297,0x1466DC42,0xD3F5E9B8,0x0356C5F8
100,4,4,1,29040.4360961914,-3754.8191680908,-632.3678741455,0x71706FA4,0xF1552E4B,0xFD87A1D3
101,5,4,1,-24502.9536590576,25915.3718414307,1007.7102813721,0xA0490BDD,0x653B5F31,0x03EFB5D5
102,6,4,1,-31322.1661529541,19227.9569702148,-386.7295837402,0x85A5D577,0x4B1BF4FC,0xFE7D453A
103,7,4,1,-25233.9907073975,12945.1670074463,550.5052642822,0x9D6E0261,0x32912AC1,0x02268159
104,0,5,1,-25557.8512878418,-653.2543792725,285.4774017334,0x9C2A2612,0xFD72BEE1,0x011D7A37
105,1,5,1,-16739.3973541260,24727.6090545654,-124.0108184814,0xBE9C9A47,0x60979BEB,0xFF83FD3B
106,2,5,1,3622.0347442627,11815.1651458740,621.7212066650,0x0E2608E5,0x2E272A47,0x026DB8A1
107,3,5,1,-22172.9237670898,25407.8004608154,-202.3091888428,0xA9631384,0x633FCCEB,0xFF35B0D9
108,4,5,1,-31784.0742034912,-19588.3409423828,455.1701660156,0x83D7ED01,0xB37BA8B8,0x01C72B90
109,5,5,1,17516.3248901367,-9662.1372985840,318.8297729492,0x446C532C,0xDA41DCDA,0x013ED46C
110,6,5,1,18064.4261322021,10398.8830261230,-345.6098937988,0x46906D17,0x289EE20E,0xFEA663DE
111,7,5,1,24551.1267852783,25435.4733734131,-151.0139923096,0x5FE72075,0x635B792F,0xFF68FC6B
112,0,6,1,595.8514556885,-20271.8041839600,163.7989349365,0x0253D9F9,0xB0D03221,0x00A3CC87
113,1,6,1,-16678.7113800049,2515.1175994873,308.5166473389,0xBED949E3,0x09D31E1B,0x01348443
114,2,6,1,-7692.7312164307,31684.8320465088,957.1035461426,0xE1F344CF,0x7BC4D501,0x03BD1A82
115,3,6,1,3341.2765197754,-21251.7662658691,528.2641601562,0x0D0D46CA,0xACFC3BD6,0x021043A0
116,4,6,1,-14113.3432312012,30478.6655426025,340.0431213379,0xC8DEA822,0x770EAA61,0x01540B0A
117,5,6,1,-3448.2205352783,18371.5555877686,-570.2536010742,0xF287C78B,0x47C38E3B,0xFDC5BF14
118,6,6,1,-9796.9012451172,-30103.3701477051,-653.7637176514,0xD9BB1948,0x8A68A13E,0xFD723C7D
119,7,6,1,9212.8403320312,-26653.3827667236,733.4896545410,0x23FCD720,0x97E29E03,0x02DD7D5A
120,0,7,1,-8581.8671417236,-23693.7827148438,593.3410797119,0xDE7A2203,0xA37237A0,0x02515751
121,1,7,1,-26336.0032958984,-25951.8561401367,-346.5136413574,0x991FFF28,0x9AA024D4,0xFEA57C82
122,2,7,1,24831.2453765869,20841.6738433838,-175.2354125977,0x60FF3ED1,0x5169AC81,0xFF50C3BC
123,3,7,1,27738.0934143066,16469.2076416016,644.8811798096,0x6C5A17EA,0x40553528,0x0284E195
124,4,7,1,12219.6102752686,-29446.9071655273,-420.7088623047,0x2FBB9C3B,0x8CF917C4,0xFE5B4A88
125,5,7,1,16398.5529785156,-15795.5994415283,-125.0361785889,0x400E8D90,0xC24C668B,0xFF82F6BD
126,6,7,1,-12442.8453674316,32099.1206665039,265.8036041260,0xCF652796,0x7D631EE4,0x0109CDB9
127,7,7,1,-1772.0909118652,32583.1923980713,-439.2225494385,0xF913E8BA,0x7F473141,0xFE48C707
128,0,0,2,-7043.4944915771,15202.0101165771,-657.5015563965,0xE47C8169,0x3B620297,0xFD6E7F9A
129,1,0,2,-30353.2184448242,-4994.2088165283,-527.9638671875,0x896EC814,0xEC7DCA8B,0xFDF00940
130,2,0,2,11075.4683074951,-14215.0500030518,-761.5940856934,0x2B4377E3,0xC878F333,0xFD0667EA
131,3,0,2,1503.7922058105,-31815.3426818848,286.2125091553,0x05DFCACE,0x83B8A846,0x011E3667
132,4,0,2,-17170.3994445801,21156.5455169678,580.4116058350,0xBCED99BE,0x52A48BA7,0x0244695F
133,5,0,2,-7048.7115478516,-27053.1597595215,-138.6568450928,0xE47749D8,0x9652D71A,0xFF7557D9
134,6,0,2,-8315.5072174072,-26705.8690795898,-496.4010467529,0xDF847E27,0x97AE2184,0xFE0F9955
135,7,0,2,15347.2722625732,-27533.8798675537,-461.6918182373,0x3BF345B3,0x94721EC1,0xFE324EE5
136,0,1,2,18041.0341186523,-24638.2954406738,-647.0873260498,0x467908BC,0x9FC1B45E,0xFD78E9A5
137,1,1,2,-829.2277526855,-20629.3782958984,410.1700897217,0xFCC2C5B2,0xAF6A9F28,0x019A2B8B
138,2,1,2,-17403.0596160889,20322.6136322021,48.7211456299,0xBC04F0BD,0x4F629D17,0x0030B89D
139,3,1,2,14735.1627349854,-30390.0158538818,48.4292755127,0x398F29A9,0x8949FBF1,0x00306DE5
140,4,1,2,25435.4836425781,31664.7635498047,-532.4652252197,0x635B7BD0,0x7BB0C378,0xFDEB88E7
141,5,1,2,3157.8988952637,16250.3998107910,-89.2691345215,0x0C55E61E,0x3F7A665A,0xFFA6BB1A
142,6,1,2,-16239.4299316406,27666.7351226807,226.4969940186,0xC09091F0,0x6C12BC31,0x00E27F3B
143,7,1,2,-24877.2574005127,6674.4826507568,-550.6207427979,0x9ED2BE1B,0x1A127B8F,0xFDD96117
144,0,2,2,8842.9346466064,-19775.3100433350,274.5267639160,0x228AEF45,0xB2C0B0A1,0x011286DA
145,1,2,2,6992.0475311279,19078.7087097168,628.8675842285,0x1B500C2B,0x4A86B56E,0x0274DE1A
146,2,2,2,15440.7023925781,19865.9836273193,165.2349700928,0x3C50B3D0,0x4D99FBCF,0x00A53C27
147,3,2,2,-31186.1293792725,-5094.9033813477,59.9911956787,0x862DDEE1,0xEC1918BC,0x003BFDBF
148,4,2,2,-24338.7059936523,-20802.1214599609,-7.4347839355,0xA0ED4B44,0xAEBDE0E8,0xFFF890B2
149,5,2,2,8997.9419555664,-1120.8285827637,36.1081848145,0x2325F124,0xFB9F2BE2,0x00241BB2
150,6,2,2,3469.2556915283,7758.8862304688,858.5866699219,0x0D8D4175,0x1E4EE2E0,0x035A9630
151,7,2,2,-16481.8758697510,-21772.1585083008,419.1365661621,0xBF9E1FC7,0xAAF3D76C,0x01A322F6
152,0,3,2,16868.1744689941,8229.0493469238,-101.7821044922,0x41E42CAA,0x20250CA2,0xFF9A37C8
153,1,3,2,-27395.1994934082,-5746.8876342773,48.2694854736,0x94FCCCEE,0xE98D1CC4,0x003044FD
154,2,3,2,15336.1450195312,12303.7401885986,-287.1105194092,0x3BE82520,0x300FBD7D,0xFEE0E3B5
155,3,3,2,-11916.7233734131,-11462.5650177002,267.9415893555,0xD17346D1,0xD3396F5B,0x010BF10C
156,4,3,2,-25696.7108001709,-10218.7083740234,-412.7493286133,0x9B9F4A09,0xD8154AA8,0xFE63402C
157,5,3,2,31793.9252624512,-17143.8296813965,853.8100433350,0x7C31ECDE,0xBD082B9A,0x0355CF5F
158,6,3,2,-26591.7874908447,-8656.7037200928,761.6513366699,0x98203667,0xDE2F4BD9,0x02F9A6BE
159,7,3,2,-26643.1156921387,-19049.3485717773,-6.7541046143,0x97ECE262,0xB596A6C4,0xFFF93EF3
160,0,4,2,-28963.0012664795,-18890.8119354248,230.3105316162,0x8EDCFFAD,0xB6353025,0x00E64F7F
161,1,4,2,-1218.4864044189,-9106.1260528564,-288.0498809814,0xFB3D837B,0xDC6DDFBB,0xFEDFF33B
162,2,4,2,-20915.8120727539,-6008.6437377930,-711.8686828613,0xAE4C301C,0xE8875B34,0xFD38219E
163,3,4,2,-16457.0199584961,19963.0311431885,-911.1081542969,0xBFB6FAE4,0x4DFB07F9,0xFC70E450
164,4,4,2,-20261.6719970703,10115.9674530029,84.6419372559,0xB0DA53F8,0x2783F7AB,0x0054A456
165,5,4,2,-241.1156616211,-7436.6928558350,51.3377838135,0xFF0EE264,0xE2F34EA1,0x00335679
166,6,4,2,24338.3507995605,7725.4601593018,253.6506042480,0x5F1259CE,0x1E2D75CD,0x00FDA68E
167,7,4,2,-23074.4136657715,28.5992736816,534.8083953857,0xA5DD961A,0x001C996A,0x0216CEF3
168,0,5,2,14352.7592773438,14594.0472717285,-112.0731506348,0x3810C260,0x39020C1A,0xFF8FED46
169,1,5,2,27633.3538055420,15639.6389160156,-398.0542907715,0x6BF15A93,0x3D17A390,0xFE71F21A
170,2,5,2,-3877.9004211426,17521.9313049316,184.0387115479,0xF0DA197E,0x4471EE6A,0x00B809E9
171,3,5,2,-14353.7568969727,16478.4864196777,164.7244415283,0xC7EE3E3C,0x405E7C86,0x00A4B975
172,4,5,2,18599.0860900879,25174.6085815430,102.3344116211,0x48A7160A,0x62569BCC,0x0066559C
173,5,5,2,20167.2926330566,103.2615203857,-1266.7699584961,0x4EC74AEA,0x006742F3,0xFB0D3AE4
174,6,5,2,20755.5971832275,-10833.3666381836,248.2982635498,0x511398E1,0xD5AEA224,0x00F84C5B
175,7,5,2,10815.9248199463,14560.8164672852,58.3600769043,0x2A3FECC1,0x38E0D104,0x003A5C2E
176,0,6,2,13340.7608184814,12511.5661773682,981.8947753906,0x341CC2C5,0x30DF90F1,0x03D5E510
177,1,6,2,1050.3166809082,-14675.3322448730,642.8197784424,0x041A5112,0xC6ACAAF2,0x0282D1DD
178,2,6,2,-3160.7882080078,10983.9991455078,124.1742095947,0xF3A73638,0x2AE7FFC8,0x007C2C99
179,3,6,2,-31684.6203765869,-8171.8343963623,-571.4065399170,0x843B612F,0xE0142A65,0xFDC497ED
180,4,6,2,20651.4013977051,28348.1044311523,-545.8042144775,0x50AB66C2,0x6EBC1ABC,0xFDDE321F
181,5,6,2,27990.3432312012,-29315.3774261475,-496.4671783447,0x6D5657DE,0x8D7C9F61,0xFE0F8867
182,6,6,2,-14148.8967895508,-2712.0244598389,-234.2813720703,0xC8BB1A6C,0xF567F9BD,0xFF15B7F8
183,7,6,2,-1274.9831390381,-9300.3749084473,80.1706542969,0xFB050451,0xDBABA006,0x00502BB0
184,0,7,2,15355.8448333740,-7808.4794158936,-784.4998321533,0x3BFBD847,0xE17F8545,0xFCEF800B
185,1,7,2,14536.3973083496,-7357.9847869873,-756.4181976318,0x38C865B6,0xE34203E5,0xFD0B94F1
186,2,7,2,7476.3453674316,-26311.0707397461,89.2236328125,0x1D34586A,0x9938EDE4,0x00593940
187,3,7,2,-29778.5850067139,-6575.8040618896,19.5847778320,0x8BAD6A3D,0xE6503229,0x001395B4
188,4,7,2,-32683.0459899902,-5101.4062957764,-284.2422180176,0x8054F43A,0xEC1297FD,0xFEE3C1FE
189,5,7,2,27960.5022888184,14134.0562286377,-55.3135070801,0x6D388096,0x37360E65,0xFFC8AFBE
190,6,7,2,14486.1056976318,9763.8311920166,-942.6211090088,0x38961B0F,0x2623D4C9,0xFC5160FF
191,7,7,2,-3638.0924835205,-11461.1678314209,-438.0331115723,0xF1C9E853,0xD33AD509,0xFE49F786
192,0,0,3,-28479.2271118164,25481.4547882080,335.1002807617,0x90C0C5DC,0x6389746D,0x014F19AC
193,1,0,3,11729.6687927246,-21591.8482971191,39.4293060303,0x2DD1AB36,0xABA826D6,0x00276DE7
194,2,0,3,21540.3812866211,-22893.8960113525,-115.5793457031,0x5424619C,0xA6921A9F,0xFF8C6BB0
195,3,0,3,-22097.5132446289,4325.3606719971,-9.3942718506,0xA9AE7C9C,0x10E55C55,0xFFF69B11
196,4,0,3,8387.9231567383,20378.4536132812,-371.1625518799,0x20C3EC54,0x4F9A7420,0xFE8CD663
197,5,0,3,-25425.9331359863,2290.8414459229,1126.4495391846,0x9CAE111E,0x08F2D769,0x04667315
198,6,0,3,27903.0021514893,27478.2459716797,277.6642761230,0x6CFF008D,0x6B563EF8,0x0115AA0E
199,7,0,3,-19850.1143341064,32472.6500244141,71.7154693604,0xB275E2BB,0x7ED8A668,0x0047B729
200,0,1,3,24392.6724243164,-9295.9276733398,923.9844207764,0x5F48AC24,0xDBB01284,0x039BFC03
201,1,1,3,-12057.0185546875,-146.4476776123,1017.2095489502,0xD0E6FB40,0xFF6D8D65,0x03F935A5
202,2,1,3,-10312.9424591064,-24627.0662231445,286.8265686035,0xD7B70EBB,0x9FCCEF0C,0x011ED39A
203,3,1,3,16997.1744232178,-28401.2290954590,118.4192047119,0x42652CA7,0x910EC55A,0x00766B51
204,4,1,3,19669.8903808594,-11238.4722290039,-749.0080718994,0x4CD5E3F0,0xD419871C,0xFD12FDEF
205,5,1,3,26749.9107360840,-15776.5749664307,-345.1476593018,0x687DE926,0xC25F6CCF,0xFEA6DA33
206,6,1,3,-11966.9089050293,14706.4389648438,96.1386108398,0xD1411752,0x39727060,0x0060237C
207,7,1,3,-14312.0904235840,-14570.0227813721,96.5048217773,0xC817E8DA,0xC715FA2B,0x0060813C
208,0,2,3,9536.4428863525,-15866.4574279785,-144.4406280518,0x25407161,0xC2058AE6,0xFF6F8F33
209,1,2,3,-13116.9400939941,17337.1060791016,405.7873992920,0xCCC30F56,0x43B91B28,0x0195C993
210,2,2,3,-32467.6577911377,-15041.7449340820,-443.0349731445,0x812C579B,0xC53E414C,0xFE44F70C
211,3,2,3,-13003.5432128906,-23012.1891632080,-638.3063964844,0xCD3474F0,0xA61BCF93,0xFD81B190
212,4,2,3,2452.2267303467,19333.5420989990,1130.6896820068,0x09943A0B,0x4B858AC7,0x046AB08F
213,5,2,3,14042.2895812988,4184.4308319092,-352.6609649658,0x36DA4A22,0x10586E4B,0xFE9F56CB
214,6,2,3,-29260.6427917480,-31225.8439178467,933.8112945557,0x8DB35B72,0x860627F5,0x03A5CFB1
215,7,2,3,10060.5927886963,10316.2725067139,481.7603149414,0x274C97C1,0x284C45C3,0x01E1C2A4
216,0,3,3,10667.4911804199,-392.4779663086,-238.9296569824,0x29AB7DBE,0xFE7785A4,0xFF111202
217,1,3,3,7277.2444763184,23193.6106262207,62.8492431641,0x1C6D3E96,0x5A999C52,0x003ED968
218,2,3,3,2683.1711578369,-30675.2686920166,361.3354949951,0x0A7B2BD1,0x882CBB37,0x016955E3
219,3,3,3,29821.7985534668,-13181.5353088379,67.1107940674,0x747DCC6E,0xCC8276F6,0x00431C5D
220,4,3,3,12078.0627288818,23993.2937469482,356.7526702881,0x2F2E100F,0x5DB94B33,0x0164C0AF
221,5,3,3,-2424.2686920166,-10713.2876586914,-1138.3490142822,0xF687BB37,0xD626B65C,0xFB8DA6A7
222,6,3,3,-19610.0792694092,-6343.0401916504,-253.6712799072,0xB365EBB5,0xE738F5B6,0xFF025427
223,7,3,3,17355.1599884033,11625.2239837646,-309.9389038086,0x43CB28F5,0x2D693957,0xFECA0FA4
224,0,4,3,-1729.7739715576,13891.2390289307,420.6748046875,0xF93E39DD,0x36433D31,0x01A4ACC0
225,1,4,3,31862.3591308594,-6188.6935272217,577.3941345215,0x7C765BF0,0xE7D34E75,0x024164E6
226,2,4,3,20946.4643859863,6694.7066192627,224.9856262207,0x51D276E2,0x1A26B4E5,0x00E0FC52
227,3,4,3,-14242.3143463135,-10227.3432617188,-67.6516723633,0xC85DAF87,0xD80CA820,0xFFBC592C
228,4,4,3,8407.8877563477,-15522.2614135742,672.6393890381,0x20D7E344,0xC35DBD14,0x02A0A3AF
229,5,4,3,26111.0209350586,-17366.9707794189,150.4153137207,0x65FF055C,0xBC29077B,0x00966A52
230,6,4,3,27195.2604675293,2742.8213195801,-305.8719940186,0x6A3B42AE,0x0AB6D242,0xFECE20C5
231,7,4,3,20723.0933227539,14392.8737030029,-268.2787170410,0x50F317E4,0x3838DFAB,0xFEF3B8A6
232,0,5,3,-25011.9810943604,14198.5640411377,312.2390441895,0x9E4C04D7,0x37769065,0x01383D32
233,1,5,3,4972.0211334229,-29989.5533142090,990.3648376465,0x136C0569,0x8ADA725A,0x03DE5D66
234,2,5,3,6647.9368286133,-28054.0543060303,-502.1223754883,0x19F7EFD4,0x9269F219,0xFE09E0AC
235,3,5,3,-559.5242919922,-10196.4559173584,608.6422119141,0xFDD079C8,0xD82B8B49,0x0260A468
236,4,5,3,18329.3592376709,-27182.0708160400,663.8023681641,0x47995BF7,0x95D1EDDF,0x0297CD68
