site,x,y,z,reference_psi,hardware_psi,reference_density,hardware_density,density_error
260,4,0,4,-25583.419723510742,-25583.419723510699,654511364.74931848,654511364.74931622,-2.2649765014648438e-06
261,5,0,4,18793.896743774414,18793.8967437744,353210554.81565452,353210554.81565398,-5.3644180297851562e-07
262,6,0,4,-20523.780029296875,-20523.7800292969,421225546.69096524,421225546.69096631,1.0728836059570312e-06
263,7,0,4,26113.072067260742,26113.072067260699,681892532.78995323,681892532.78995097,-2.2649765014648438e-06
264,0,1,4,-29358.097106933594,-29358.097106933601,861897865.7401427,861897865.74014306,3.5762786865234375e-07
265,1,1,4,32674.274368286133,32674.2743682861,1067608205.4940401,1067608205.494038,-2.1457672119140625e-06
266,2,1,4,17394.664703369141,17394.664703369101,302574360.14263624,302574360.14263487,-1.3709068298339844e-06
267,3,1,4,-3946.4251403808594,-3946.4251403808998,15574271.388630085,15574271.388630405,3.2037496566772461e-07
268,4,1,4,14500.347183227539,14500.347183227501,210260068.43413484,210260068.43413371,-1.1324882507324219e-06
269,5,1,4,-18707.906021118164,-18707.9060211182,349985747.69498926,349985747.69499063,1.3709068298339844e-06
270,6,1,4,6749.8800201416016,6749.8800201415997,45560880.286306791,45560880.286306761,-2.9802322387695312e-08
271,7,1,4,-25611.497756958008,-25611.497756958001,655948817.35466504,655948817.35466468,-3.5762786865234375e-07
272,0,2,4,-9693.4056396484375,-9693.4056396483993,93962112.894768134,93962112.894767389,-7.4505805969238281e-07
273,1,2,4,5561.7616424560547,5561.7616424561002,30933192.567495473,30933192.567495976,5.029141902923584e-07
274,2,2,4,4653.96435546875,4653.9643554688,21659384.221973658,21659384.221974123,4.6566128730773926e-07
275,3,2,4,6549.2005157470703,6549.2005157471003,42892027.395461693,42892027.395462088,3.9488077163696289e-07
276,4,2,4,-2468.1442108154297,-2468.1442108154001,6091735.84538172,6091735.8453815747,-1.4528632164001465e-07
277,5,2,4,13553.581924438477,13553.5819244385,183699582.98246539,183699582.98246604,6.5565109252929688e-07
278,6,2,4,-30808.490692138672,-30808.490692138701,949163098.72759521,949163098.727597,1.7881393432617188e-06
279,7,2,4,15373.927444458008,15373.927444458001,236357645.06745914,236357645.0674589,-2.384185791015625e-07
280,0,3,4,32230.545669555664,32230.5456695557,1038808074.1573133,1038808074.1573157,2.384185791015625e-06
281,1,3,4,5471.7897491455078,5471.7897491454996,29940483.058853861,29940483.058853772,-8.9406967163085938e-08
282,2,3,4,-458.18125915527344,-458.18125915529998,209930.06624111184,209930.06624113617,2.4330802261829376e-08
283,3,3,4,17384.913803100586,17384.9138031006,302235227.94123727,302235227.94123781,5.3644180297851562e-07
284,4,3,4,10444.864547729492,10444.864547729499,109095195.42041641,109095195.42041656,1.4901161193847656e-07
285,5,3,4,-31678.08723449707,-31678.087234497099,1003501210.8364062,1003501210.8364081,1.9073486328125e-06
286,6,3,4,30686.559371948242,30686.559371948199,941664926.08810449,941664926.08810186,-2.6226043701171875e-06
287,7,3,4,-28496.438171386719,-28496.438171386701,812046988.45566607,812046988.45566499,-1.0728836059570312e-06
288,0,4,4,-27096.006240844727,-27096.006240844701,734193554.2038964,734193554.20389497,-1.430511474609375e-06
289,1,4,4,7440.4880065917969,7440.4880065917996,55360861.77623637,55360861.776236415,4.4703483581542969e-08
290,2,4,4,11594.503479003906,11594.503479003901,134432510.92463368,134432510.92463356,-1.1920928955078125e-07
291,3,4,4,-32152.076370239258,-32152.076370239301,1033756014.9176977,1033756014.9177004,2.7418136596679688e-06
292,4,4,4,-30390.256774902344,-30390.2567749023,923567706.8444978,923567706.84449518,-2.6226043701171875e-06
293,5,4,4,6501.0619201660156,6501.0619201660002,42263806.089832641,42263806.08983244,-2.0116567611694336e-07
294,6,4,4,-21178.792373657227,-21178.792373657201,448541246.4064815,448541246.40648043,-1.0728836059570312e-06
295,7,4,4,-6269.4144439697266,-6269.4144439697002,39305557.470256239,39305557.470255904,-3.3527612686157227e-07
296,0,5,4,-20928.708953857422,-20928.7089538574,438010858.47527182,438010858.47527093,-8.9406967163085938e-07
297,1,5,4,-18859.877349853516,-18859.877349853501,355694973.65151769,355694973.65151709,-5.9604644775390625e-07
298,2,5,4,-6368.6764373779297,-6368.6764373778997,40560039.56401284,40560039.564012453,-3.8743019104003906e-07
299,3,5,4,-15848.060028076172,-15848.060028076199,251161006.65350571,251161006.65350658,8.6426734924316406e-07
300,4,5,4,-2900.0933532714844,-2900.0933532714998,8410541.4576894417,8410541.457689533,9.1269612312316895e-08
301,5,5,4,31358.714721679688,31358.714721679698,983368988.99569035,983368988.99569106,7.152557373046875e-07
302,6,5,4,23075.686462402344,23075.6864624023,532487305.71109879,532487305.71109676,-2.0265579223632812e-06
303,7,5,4,-15104.000686645508,-15104.000686645501,228130836.74218798,228130836.74218774,-2.384185791015625e-07
304,0,6,4,-21281.983367919922,-21281.9833679199,452922816.07242018,452922816.07241923,-9.5367431640625e-07
305,1,6,4,-3230.6507415771484,-3230.6507415770998,10437104.214052979,10437104.214052664,-3.1478703022003174e-07
306,2,6,4,-13501.776779174805,-13501.776779174799,182297976.19466397,182297976.19466382,-1.4901161193847656e-07
307,3,6,4,8713.5815734863281,8713.5815734863008,75926503.837800473,75926503.837799996,-4.76837158203125e-07
308,4,6,4,-13185.22477722168,-13185.2247772217,173850152.42586049,173850152.42586103,5.3644180297851562e-07
309,5,6,4,-2777.8034210205078,-2777.8034210205001,7716191.8458332364,7716191.8458331935,-4.2840838432312012e-08
310,6,6,4,-17163.325241088867,-17163.3252410889,294579733.33139825,294579733.33139932,1.0728836059570312e-06
311,7,6,4,20411.548233032227,20411.548233032201,416631301.26940101,416631301.26939994,-1.0728836059570312e-06
312,0,7,4,8685.0839538574219,8685.0839538574,75430683.285551667,75430683.285551295,-3.7252902984619141e-07
313,1,7,4,15640.408721923828,15640.408721923801,244622384.98883095,244622384.98883009,-8.6426734924316406e-07
314,2,7,4,-9455.0431976318359,-9455.0431976317996,89397841.86908406,89397841.86908336,-7.0035457611083984e-07
315,3,7,4,2715.5392761230469,2715.539276123,7374153.5601668814,7374153.5601666272,-2.5425106287002563e-07
316,4,7,4,28333.624282836914,28333.6242828369,802794265.0009656,802794265.00096476,-8.3446502685546875e-07
317,5,7,4,-12089.186172485352,-12089.186172485401,146148422.31301102,146148422.31301221,1.1920928955078125e-06
318,6,7,4,-9285.2712097167969,-9285.2712097168005,86216261.437995628,86216261.437995702,7.4505805969238281e-08
319,7,7,4,2899.3148040771484,2899.3148040770998,8406026.3331409134,8406026.3331406321,-2.8125941753387451e-07
320,0,0,5,-3351.4563903808594,-3351.4563903808998,11232259.936624698,11232259.93662497,2.7194619178771973e-07
321,1,0,5,26047.079681396484,26047.079681396499,678450359.92901754,678450359.92901838,8.3446502685546875e-07
322,2,0,5,21217.43424987793,21217.434249877901,450179516.14789301,450179516.14789182,-1.1920928955078125e-06
323,3,0,5,-22843.169784545898,-22843.169784545898,521810405.80559069,521810405.80559069,0
324,4,0,5,1916.4045867919922,1916.4045867919999,3672606.5402773861,3672606.5402774159,2.9802322387695312e-08
325,5,0,5,8551.6028900146484,8551.6028900145993,73129911.988506883,73129911.988506049,-8.3446502685546875e-07
326,6,0,5,-9301.0256042480469,-9301.0256042479996,86509077.290877745,86509077.290876865,-8.7916851043701172e-07
327,7,0,5,-29617.21110534668,-29617.211105346702,877179193.65867066,877179193.65867198,1.3113021850585938e-06
328,0,1,5,15065.166458129883,15065.166458129899,226959240.41116169,226959240.41116217,4.76837158203125e-07
329,1,1,5,-6132.0284423828125,-6132.0284423827998,37601772.818191782,37601772.818191625,-1.5646219253540039e-07
330,2,1,5,28270.147613525391,28270.147613525402,799201246.09051538,799201246.09051597,5.9604644775390625e-07
331,3,1,5,11802.527389526367,11802.5273895264,139299652.78052008,139299652.78052086,7.7486038208007812e-07
332,4,1,5,-6774.9946746826172,-6774.9946746825999,45900552.84197782,45900552.841977589,-2.3096799850463867e-07
333,5,1,5,-15354.573516845703,-15354.573516845699,235762927.88421944,235762927.88421932,-1.1920928955078125e-07
334,6,1,5,-29619.787689208984,-29619.787689208999,877331822.75381613,877331822.75381696,8.3446502685546875e-07
335,7,1,5,-22674.465805053711,-22674.4658050537,514131399.54455006,514131399.54454952,-5.3644180297851562e-07
336,0,2,5,7617.4767150878906,7617.4767150878997,58025951.5049062,58025951.504906341,1.4156103134155273e-07
337,1,2,5,-5949.1156005859375,-5949.1156005859002,35391976.42913498,35391976.429134533,-4.4703483581542969e-07
338,2,2,5,-8288.2377166748047,-8288.2377166747992,68694884.448110774,68694884.448110685,-8.9406967163085938e-08
339,3,2,5,-3219.6694030761719,-3219.6694030762001,10366271.065104872,10366271.065105055,1.8253922462463379e-07
340,4,2,5,13710.170562744141,13710.170562744101,187968776.85953599,187968776.85953489,-1.1026859283447266e-06
341,5,2,5,-14568.20556640625,-14568.205566406201,212232613.42507005,212232613.42506862,-1.430511474609375e-06
342,6,2,5,3023.7280578613281,3023.7280578612999,9142931.3678978384,9142931.3678976689,-1.6950070858001709e-07
343,7,2,5,-21518.85888671875,-21518.858886718801,463061287.78651452,463061287.78651673,2.2053718566894531e-06
344,0,3,5,-24621.146438598633,-24621.1464385986,606200851.9509182,606200851.95091653,-1.6689300537109375e-06
345,1,3,5,6526.6381225585938,6526.6381225586001,42597005.182835162,42597005.182835251,8.9406967163085938e-08
346,2,3,5,8086.2357788085938,8086.2357788086001,65387209.070484221,65387209.070484325,1.0430812835693359e-07
347,3,3,5,24879.350479125977,24879.350479125998,618982080.26318598,618982080.26318705,1.0728836059570312e-06
348,4,3,5,3196.2617950439453,3196.2617950438998,10216089.462457543,10216089.462457253,-2.905726432800293e-07
349,5,3,5,-25314.826248168945,-25314.826248168902,640840427.97498345,640840427.97498119,-2.2649765014648438e-06
350,6,3,5,21618.396347045898,21618.396347045898,467355060.61796743,467355060.61796743,0
351,7,3,5,-24742.771362304688,-24742.771362304698,612204734.68728495,612204734.68728554,5.9604644775390625e-07
352,0,4,5,-6013.6056060791016,-6013.6056060790997,36163452.385466002,36163452.38546598,-2.2351741790771484e-08
353,1,4,5,-23678.424499511719,-23678.424499511701,560667786.77907681,560667786.77907598,-8.3446502685546875e-07
354,2,4,5,-31775.373321533203,-31775.373321533199,1009674349.7228041,1009674349.7228038,-2.384185791015625e-07
355,3,4,5,26829.612045288086,26829.6120452881,719828082.50066757,719828082.50066829,7.152557373046875e-07
356,4,4,5,-31836.868118286133,-31836.8681182861,1013586171.581144,1013586171.5811419,-2.0265579223632812e-06
357,5,4,5,-27029.592254638672,-27029.592254638701,730598857.45202291,730598857.45202446,1.5497207641601562e-06
358,6,4,5,-30152.580657958984,-30152.580657958999,909178120.33472228,909178120.33472311,8.3446502685546875e-07
359,7,4,5,2180.8317413330078,2180.8317413330001,4756027.0840055589,4756027.0840055253,-3.3527612686157227e-08
360,0,5,5,-26600.723510742188,-26600.723510742198,707598491.29495215,707598491.29495275,5.9604644775390625e-07
361,1,5,5,7307.0915832519531,7307.0915832520004,53393587.406031534,53393587.406032227,6.9290399551391602e-07
362,2,5,5,25291.548950195312,25291.548950195302,639662448.3001256,639662448.300125,-5.9604644775390625e-07
363,3,5,5,4942.4014129638672,4942.4014129638999,24427331.726867232,24427331.726867553,3.2037496566772461e-07
364,4,5,5,-1467.7873229980469,-1467.787322998,2154399.6255537728,2154399.6255536354,-1.3737007975578308e-07
365,5,5,5,-13172.300216674805,-13172.300216674799,173509492.99821112,173509492.99821097,-1.4901161193847656e-07
366,6,5,5,21259.316436767578,21259.3164367676,451958535.35861611,451958535.35861707,9.5367431640625e-07
367,7,5,5,21734.27001953125,21734.270019531199,472378493.28189492,472378493.28189272,-2.2053718566894531e-06
368,0,6,5,12240.514526367188,12240.5145263672,149830195.87020612,149830195.87020645,3.2782554626464844e-07
369,1,6,5,31513.437881469727,31513.437881469701,993096767.10925114,993096767.10924959,-1.5497207641601562e-06
370,2,6,5,17124.299652099609,17124.299652099598,293241638.57489878,293241638.57489842,-3.5762786865234375e-07
371,3,6,5,15949.232543945312,15949.2325439453,254378018.74084425,254378018.74084386,-3.8743019104003906e-07
372,4,6,5,-5012.0244445800781,-5012.0244445801,25120389.03306824,25120389.033068459,2.1979212760925293e-07
373,5,6,5,-21176.133636474609,-21176.133636474598,448428635.78983134,448428635.78983092,-4.1723251342773438e-07
374,6,6,5,4501.0373229980469,4501.0373229979996,20259336.983021423,20259336.983020999,-4.246830940246582e-07
375,7,6,5,-17335.873046875,-17335.873046875,300532494.2973671,300532494.2973671,0
376,0,7,5,-20438.274017333984,-20438.274017333999,417723044.80762947,417723044.80763006,5.9604644775390625e-07
377,1,7,5,-13337.961227416992,-13337.961227416999,177901209.704079,177901209.70407918,1.7881393432617188e-07
378,2,7,5,21782.726959228516,21782.726959228501,474487193.7803008,474487193.78030014,-6.5565109252929688e-07
379,3,7,5,-5300.9900207519531,-5300.9900207520004,28100495.200111791,28100495.200112294,5.029141902923584e-07
380,4,7,5,-20205.199203491211,-20205.1992034912,408250074.85276186,408250074.85276145,-4.1723251342773438e-07
381,5,7,5,10462.280670166016,10462.280670165999,109459316.82132946,109459316.82132912,-3.4272670745849609e-07
382,6,7,5,18587.492599487305,18587.492599487301,345494881.13599533,345494881.13599521,-1.1920928955078125e-07
383,7,7,5,-6414.6478881835938,-6414.6478881836001,41147707.529378235,41147707.529378317,8.1956386566162109e-08
384,0,0,6,16634.904296875,16634.904296875,276720040.96619034,276720040.96619034,0
385,1,0,6,7654.3621673583984,7654.3621673584003,58589260.189087562,58589260.189087585,2.2351741790771484e-08
386,2,0,6,1208.0427703857422,1208.0427703856999,1459367.335081259,1459367.3350811568,-1.0221265256404877e-07
387,3,0,6,13203.061080932617,13203.061080932601,174320821.90683758,174320821.90683714,-4.4703483581542969e-07
388,4,0,6,7726.3442230224609,7726.3442230225,59696395.052632555,59696395.052633159,6.0349702835083008e-07
389,5,0,6,10117.273635864258,10117.2736358643,102359225.82295398,102359225.82295482,8.3446502685546875e-07
390,6,0,6,-15486.780502319336,-15486.7805023193,239840370.32701835,239840370.32701722,-1.1324882507324219e-06
391,7,0,6,6915.1725921630859,6915.1725921630996,47819611.979403533,47819611.979403719,1.862645149230957e-07
392,0,1,6,18147.043823242188,18147.043823242198,329315199.52267241,329315199.52267283,4.1723251342773438e-07
393,1,1,6,5690.0404510498047,5690.0404510498001,32376560.334583066,32376560.334583014,-5.2154064178466797e-08
394,2,1,6,-28151.447814941406,-28151.447814941399,792504014.07736933,792504014.07736886,-4.76837158203125e-07
395,3,1,6,22665.027786254883,22665.027786254901,513703484.5517059,513703484.55170673,8.3446502685546875e-07
396,4,1,6,-2620.8878784179688,-2620.8878784180001,6869053.2712382413,6869053.2712384062,1.648440957069397e-07
397,5,1,6,30079.540161132812,30079.540161132802,904778736.30520177,904778736.30520117,-5.9604644775390625e-07
398,6,1,6,-28387.561157226562,-28387.561157226599,805853628.45527828,805853628.4552803,2.0265579223632812e-06
399,7,1,6,27003.061584472656,27003.0615844727,729165334.93482292,729165334.9348253,2.384185791015625e-06
400,0,2,6,-16236.140884399414,-16236.1408843994,263612270.81806618,263612270.8180657,-4.76837158203125e-07
401,1,2,6,-3491.3199157714844,-3491.3199157714998,12189314.754262604,12189314.754262712,1.0803341865539551e-07
402,2,2,6,27370.965454101562,27370.965454101599,749169749.88962114,749169749.88962317,2.0265579223632812e-06
403,3,2,6,30649.955841064453,30649.9558410645,939419793.059201,939419793.05920386,2.86102294921875e-06
404,4,2,6,15960.8203125,15960.8203125,254747785.0479126,254747785.0479126,0
405,5,2,6,-14139.193420410156,-14139.1934204102,199916790.57976985,199916790.5797711,1.2516975402832031e-06
406,6,2,6,-5031.8141632080078,-5031.8141632079996,25319153.773060706,25319153.77306062,-8.5681676864624023e-08
407,7,2,6,29361.724884033203,29361.724884033199,862110888.16565466,862110888.16565442,-2.384185791015625e-07
408,0,3,6,27882.893402099609,27882.893402099598,777455744.47284997,777455744.47284937,-5.9604644775390625e-07
409,1,3,6,-11311.504928588867,-11311.5049285889,127950143.74949023,127950143.74949098,7.4505805969238281e-07
410,2,3,6,-11799.577590942383,-11799.577590942399,139230031.32466966,139230031.32467005,3.8743019104003906e-07
411,3,3,6,-6193.8306579589844,-6193.8306579589998,38363538.219472624,38363538.219472818,1.9371509552001953e-07
412,4,3,6,29081.866271972656,29081.8662719727,845754945.86090076,845754945.86090326,2.5033950805664062e-06
413,5,3,6,-11894.130599975586,-11894.1305999756,141470342.72927558,141470342.72927594,3.5762786865234375e-07
414,6,3,6,1699.8415069580078,1699.8415069580001,2889461.1487772707,2889461.1487772446,-2.6077032089233398e-08
415,7,3,6,-3881.4730529785156,-3881.4730529785002,15065833.060998358,15065833.060998239,-1.1920928955078125e-07
416,0,4,6,-664.35258483886719,-664.35258483890004,441364.35698208422,441364.35698212788,4.3655745685100555e-08
417,1,4,6,-10599.400817871094,-10599.400817871099,112347297.69788641,112347297.69788653,1.1920928955078125e-07
418,2,4,6,15358.008178710938,15358.008178710899,235868415.21735203,235868415.21735087,-1.1622905731201172e-06
419,3,4,6,24448.461318969727,24448.461318969701,597727260.86515892,597727260.86515772,-1.1920928955078125e-06
420,4,4,6,24426.714645385742,24426.714645385699,596664388.36710227,596664388.36710012,-2.1457672119140625e-06
421,5,4,6,352.2083740234375,352.20837402339998,124050.73873223364,124050.73873220722,-2.6426278054714203e-08
422,6,4,6,-16446.442306518555,-16446.442306518598,270485464.54164338,270485464.54164481,1.430511474609375e-06
423,7,4,6,-23006.656463623047,-23006.656463623,529306241.63516814,529306241.63516593,-2.2053718566894531e-06
424,0,5,6,32305.21794128418,32305.217941284202,1043627106.2338692,1043627106.2338706,1.430511474609375e-06
425,1,5,6,17478.173934936523,17478.173934936502,305486564.09989446,305486564.09989369,-7.7486038208007812e-07
426,2,5,6,-21126.539367675781,-21126.539367675799,446330665.65395463,446330665.65395534,7.152557373046875e-07
427,3,5,6,25244.103561401367,25244.1035614014,637264764.61875725,637264764.6187588,1.5497207641601562e-06
428,4,5,6,-23236.647857666016,-23236.647857666001,539941803.66117465,539941803.66117394,-7.152557373046875e-07
429,5,5,6,10724.852203369141,10724.852203369101,115022454.78411192,115022454.78411105,-8.6426734924316406e-07
430,6,5,6,2832.0745544433594,2832.0745544433998,8020646.2819255525,8020646.2819257816,2.2910535335540771e-07
431,7,5,6,-10582.923446655273,-10582.923446655301,111998268.67776594,111998268.67776652,5.8114528656005859e-07
432,0,6,6,21379.446746826172,21379.446746826201,457080743.20037621,457080743.2003774,1.1920928955078125e-06
433,1,6,6,13454.743927001953,13454.743927002,181030134.14119595,181030134.1411972,1.2516975402832031e-06
434,2,6,6,-20465.365280151367,-20465.3652801514,418831176.05002505,418831176.05002642,1.3709068298339844e-06
435,3,6,6,-26277.849746704102,-26277.849746704102,690525387.31035686,690525387.31035686,0
436,4,6,6,1399.5550537109375,1399.5550537109,1958754.3483678252,1958754.3483677201,-1.050066202878952e-07
437,5,6,6,26751.603530883789,26751.6035308838,715648291.47359407,715648291.47359455,4.76837158203125e-07
438,6,6,6,18572.184417724609,18572.184417724598,344926034.04597276,344926034.04597241,-3.5762786865234375e-07
439,7,6,6,-10014.902526855469,-10014.9025268555,100298272.62241605,100298272.62241668,6.2584877014160156e-07
440,0,7,6,23455.770629882812,23455.770629882802,550173175.84167314,550173175.84167266,-4.76837158203125e-07
441,1,7,6,-11382.582931518555,-11382.5829315186,129563194.19289753,129563194.19289857,1.0430812835693359e-06
442,2,7,6,-32151.385498046875,-32151.3854980469,1033711589.4440188,1033711589.4440205,1.6689300537109375e-06
443,3,7,6,2886.4667663574219,2886.4667663574,8331690.3932858715,8331690.3932857458,-1.257285475730896e-07
444,4,7,6,13304.634262084961,13304.634262084999,177013292.84784505,177013292.84784606,1.0132789611816406e-06
445,5,7,6,24302.303817749023,24302.303817749002,590601970.85017872,590601970.85017765,-1.0728836059570312e-06
446,6,7,6,28278.079467773438,28278.079467773401,799649778.38570964,799649778.38570762,-2.0265579223632812e-06
447,7,7,6,16475.286758422852,16475.286758422899,271435073.77226335,271435073.7722649,1.5497207641601562e-06
448,0,0,7,8345.4522094726562,8345.4522094726999,69646572.580592036,69646572.580592766,7.3015689849853516e-07
449,1,0,7,4284.8277130126953,4284.8277130126999,18359748.530201606,18359748.530201644,3.7252902984619141e-08
450,2,0,7,26313.925827026367,26313.9258270264,692422692.43024528,692422692.43024695,1.6689300537109375e-06
451,3,0,7,-24366.278137207031,-24366.278137206999,593715510.25973332,593715510.25973177,-1.5497207641601562e-06
452,4,0,7,-1765.7544708251953,-1765.7544708252001,3117888.8512391653,3117888.8512391825,1.7229467630386353e-08
453,5,0,7,-1193.5419006347656,-1193.5419006348,1424542.2685708487,1424542.2685709307,8.1956386566162109e-08
454,6,0,7,-14706.350341796875,-14706.3503417969,216276740.37566906,216276740.37566981,7.4505805969238281e-07
455,7,0,7,18143.141143798828,18143.141143798799,329173570.56380588,329173570.56380481,-1.0728836059570312e-06
456,0,1,7,31193.672515869141,31193.672515869101,973045205.02728975,973045205.02728736,-2.384185791015625e-06
457,1,1,7,-25526.565322875977,-25526.565322875998,651605537.18305433,651605537.1830554,1.0728836059570312e-06
458,2,1,7,-26579.636489868164,-26579.6364898682,706477075.93353117,706477075.93353319,2.0265579223632812e-06
459,3,1,7,9671.3868865966797,9671.3868865966997,93535724.310234219,93535724.310234606,3.8743019104003906e-07
460,4,1,7,-27668.851013183594,-27668.851013183601,765565316.38975084,765565316.3897512,3.5762786865234375e-07
461,5,1,7,-11858.847213745117,-11858.847213745101,140632257.23895034,140632257.23894995,-3.8743019104003906e-07
462,6,1,7,16540.397613525391,16540.397613525402,273584753.21351641,273584753.21351677,3.5762786865234375e-07
463,7,1,7,-24744.922775268555,-24744.922775268598,612311203.15400445,612311203.1540066,2.1457672119140625e-06
464,0,2,7,-1637.9568939208984,-1637.9568939209,2682902.7863429971,2682902.7863430027,5.5879354476928711e-09
465,1,2,7,-15441.881332397461,-15441.881332397499,238451699.0838452,238451699.08384636,1.1622905731201172e-06
466,2,2,7,-16331.357833862305,-16331.357833862299,266713248.69765568,266713248.6976555,-1.7881393432617188e-07
467,3,2,7,-139.93603515625,-139.93603515620001,19582.093935251236,19582.093935237244,-1.3991666492074728e-08
468,4,2,7,16596.718276977539,16596.718276977499,275451057.56536031,275451057.56535894,-1.3709068298339844e-06
469,5,2,7,7640.4392395019531,7640.4392395020004,58376311.772521183,58376311.772521906,7.2270631790161133e-07
470,6,2,7,-15462.632263183594,-15462.632263183599,239092996.50644618,239092996.50644636,1.7881393432617188e-07
471,7,2,7,-13344.233947753906,-13344.233947753901,178068579.6523878,178068579.65238765,-1.4901161193847656e-07
472,0,3,7,-7768.4317932128906,-7768.4317932128997,60348532.525800847,60348532.525800988,1.4156103134155273e-07
473,1,3,7,4916.1956481933594,4916.1956481934003,24168979.651315324,24168979.651315726,4.0233135223388672e-07
474,2,3,7,-20280.064880371094,-20280.064880371101,411281031.55206102,411281031.55206132,2.9802322387695312e-07
475,3,3,7,-1161.4639434814453,-1161.4639434814001,1348998.49200747,1348998.492007365,-1.050066202878952e-07
476,4,3,7,25796.025527954102,25796.025527954102,665434933.03885972,665434933.03885972,0
477,5,3,7,11493.819259643555,11493.8192596436,132107881.17335311,132107881.17335416,1.0579824447631836e-06
478,6,3,7,15424.41438293457,15424.414382934599,237912559.05647883,237912559.05647975,9.2387199401855469e-07
479,7,3,7,-5469.4891510009766,-5469.4891510010002,29915311.572917383,29915311.57291764,2.5704503059387207e-07
480,0,4,7,-31162.741394042969,-31162.741394043001,971116451.19199908,971116451.1920011,2.0265579223632812e-06
481,1,4,7,10587.805969238281,10587.805969238299,112101635.24223778,112101635.24223816,3.8743019104003906e-07
482,2,4,7,-10698.607192993164,-10698.6071929932,114460195.86996508,114460195.86996585,7.7486038208007812e-07
483,3,4,7,12720.40234375,12720.40234375,161808635.78688049,161808635.78688049,0
484,4,4,7,-3724.7819213867188,-3724.7819213867001,13874000.361889336,13874000.361889197,-1.3969838619232178e-07
485,5,4,7,-3132.5094757080078,-3132.5094757080001,9812615.6154004578,9812615.6154004093,-4.8428773880004883e-08
486,6,4,7,-24174.859283447266,-24174.859283447298,584423821.37447643,584423821.37447798,1.5497207641601562e-06
487,7,4,7,25625.600021362305,25625.600021362301,656671376.45484376,656671376.45484352,-2.384185791015625e-07
488,0,5,7,31687.304244995117,31687.304244995099,1004085250.3148856,1004085250.3148844,-1.1920928955078125e-06
489,1,5,7,-23891.09846496582,-23891.098464965798,570784585.86269212,570784585.86269116,-9.5367431640625e-07
490,2,5,7,-12886.439712524414,-12886.4397125244,166060328.4645263,166060328.46452594,-3.5762786865234375e-07
491,3,5,7,6317.4358825683594,6317.4358825684003,39909996.130362265,39909996.130362786,5.2154064178466797e-07
492,4,5,7,-25050.070465087891,-25050.070465087902,627506030.30586863,627506030.30586922,5.9604644775390625e-07
493,5,5,7,8490.2819213867188,8490.2819213867006,72084887.104626149,72084887.104625851,-2.9802322387695312e-07
494,6,5,7,-25680.5244140625,-25680.5244140625,659489334.18126011,659489334.18126011,0
495,7,5,7,11265.993377685547,11265.9933776855,126922606.7860546,126922606.78605354,-1.0579824447631836e-06
496,0,6,7,-21036.467849731445,-21036.467849731402,442532979.59278476,442532979.59278291,-1.8477439880371094e-06
497,1,6,7,-26677.488189697266,-26677.488189697298,711688376.11143708,711688376.11143887,1.7881393432617188e-06
498,2,6,7,6025.7235107421875,6025.7235107422002,36309343.827911153,36309343.82791131,1.5646219253540039e-07
499,3,6,7,0.3344573974609375,0.33445739749999998,0.11186175071634352,0.111861750742473,2.612947358482387e-11
500,4,6,7,-31348.522857666016,-31348.522857666001,982729885.35760868,982729885.35760772,-9.5367431640625e-07
501,5,6,7,27263.934051513672,27263.934051513701,743322099.96528673,743322099.96528828,1.5497207641601562e-06
502,6,6,7,21364.57177734375,21364.571777343801,456444927.22927308,456444927.22927529,2.2053718566894531e-06
503,7,6,7,1517.2841186523438,1517.2841186523001,2302151.0967146195,2302151.0967144873,-1.3224780559539795e-07
504,0,7,7,14516.72607421875,14516.726074218799,210735335.91390252,210735335.91390395,1.430511474609375e-06
505,1,7,7,20902.119888305664,20902.1198883057,436898615.82510316,436898615.82510471,1.5497207641601562e-06
506,2,7,7,18498.362640380859,18498.362640380899,342189420.37503833,342189420.37503982,1.4901161193847656e-06
507,3,7,7,30139.669555664062,30139.669555664099,908399680.92462313,908399680.9246254,2.2649765014648438e-06
508,4,7,7,-21067.423950195312,-21067.423950195302,443836351.89726305,443836351.89726263,-4.1723251342773438e-07
509,5,7,7,712.81495666503906,712.81495666499995,508105.16244538152,508105.16244532575,-5.5762939155101776e-08
510,6,7,7,6647.1175079345703,6647.1175079346003,44184171.164290294,44184171.164290689,3.9488077163696289e-07
511,7,7,7,3193.7981262207031,3193.7981262206999,10200346.471050873,10200346.471050855,-1.862645149230957e-08
