site,x,y,z,reference_psi,hardware_psi,reference_density,hardware_density,density_error
20,4,2,0,-12196.68212890625,-12196.682128906201,148759054.95358109,148759054.9535799,-1.1920928955078125e-06
21,5,2,0,-11607.374435424805,-11607.374435424799,134731141.28415331,134731141.28415316,-1.4901161193847656e-07
22,6,2,0,15338.690963745117,15338.690963745101,235275440.48127612,235275440.48127562,-5.0663948059082031e-07
23,7,2,0,15312.531677246094,15312.531677246099,234473626.36666507,234473626.36666524,1.7881393432617188e-07
24,0,3,0,20865.023620605469,20865.023620605501,435349210.68842417,435349210.68842548,1.3113021850585938e-06
25,1,3,0,21048.708938598633,21048.7089385986,443048147.98184198,443048147.98184061,-1.3709068298339844e-06
26,2,3,0,31052.209671020508,31052.209671020501,964239725.4530195,964239725.45301914,-3.5762786865234375e-07
27,3,3,0,-25254.90446472168,-25254.904464721702,637810199.52221906,637810199.52222013,1.0728836059570312e-06
28,4,3,0,13877.444976806641,13877.444976806601,192583479.08429587,192583479.08429477,-1.1026859283447266e-06
29,5,3,0,26237.57470703125,26237.574707031199,688410326.50704598,688410326.50704336,-2.6226043701171875e-06
30,6,3,0,3761.0666046142578,3761.0666046143001,14145622.004344622,14145622.00434494,3.1851232051849365e-07
31,7,3,0,31729.095230102539,31729.095230102499,1006735484.1209157,1006735484.1209131,-2.5033950805664062e-06
32,0,4,0,15895.130981445312,15895.1309814453,252655188.91730261,252655188.91730222,-3.8743019104003906e-07
33,1,4,0,5223.7082366943359,5223.7082366942996,27287127.742108248,27287127.742107868,-3.7997961044311523e-07
34,2,4,0,-14363.715270996094,-14363.715270996099,206316316.38624638,206316316.38624653,1.4901161193847656e-07
35,3,4,0,-27798.139511108398,-27798.139511108398,772736560.27904582,772736560.27904582,0
36,4,4,0,-26299.532577514648,-26299.532577514601,691665413.79575431,691665413.79575181,-2.5033950805664062e-06
37,5,4,0,24495.519378662109,24495.519378662098,600030469.63041091,600030469.63041043,-4.76837158203125e-07
38,6,4,0,18202.024551391602,18202.024551391602,331313697.76946265,331313697.76946265,0
39,7,4,0,-24837.806182861328,-24837.806182861299,616916615.97738445,616916615.97738302,-1.430511474609375e-06
40,0,5,0,-28732.122833251953,-28732.122833252,825534882.5050782,825534882.50508094,2.7418136596679688e-06
41,1,5,0,11888.731353759766,11888.7313537598,141341933.2018705,141341933.20187134,8.3446502685546875e-07
42,2,5,0,-16466.377838134766,-16466.377838134798,271141599.10821575,271141599.10821682,1.0728836059570312e-06
43,3,5,0,-52.58642578125,-52.586425781199999,2765.3321764469147,2765.332176441656,-5.2586983656510711e-09
44,4,5,0,-21230.432495117188,-21230.432495117198,450731263.92972779,450731263.92972827,4.76837158203125e-07
45,5,5,0,-14924.321395874023,-14924.321395874,222735369.12734315,222735369.12734246,-6.8545341491699219e-07
46,6,5,0,2919.3747253417969,2919.3747253418001,8522748.786964491,8522748.7869645096,1.862645149230957e-08
47,7,5,0,-23880.441909790039,-23880.441909789999,570275505.80685651,570275505.80685461,-1.9073486328125e-06
48,0,6,0,22376.211120605469,22376.211120605501,500694824.11390787,500694824.1139093,1.430511474609375e-06
49,1,6,0,-21445.422775268555,-21445.422775268598,459906158.01000726,459906158.01000911,1.8477439880371094e-06
50,2,6,0,4892.2300262451172,4892.2300262450999,23933914.629694302,23933914.62969413,-1.7136335372924805e-07
51,3,6,0,-19686.25700378418,-19686.257003784202,387548714.81904167,387548714.8190425,8.3446502685546875e-07
52,4,6,0,12380.661682128906,12380.661682128901,153280783.68733495,153280783.68733484,-1.1920928955078125e-07
53,5,6,0,9760.6059722900391,9760.6059722900009,95269428.946303979,95269428.946303234,-7.4505805969238281e-07
54,6,6,0,-2666.8853302001953,-2666.8853302001999,7112277.3644370046,7112277.3644370288,2.4214386940002441e-08
55,7,6,0,-27883.272827148438,-27883.272827148401,777476903.5531944,777476903.55319238,-2.0265579223632812e-06
56,0,7,0,-23574.542221069336,-23574.5422210693,555759040.93298078,555759040.93297899,-1.7881393432617188e-06
57,1,7,0,31435.262176513672,31435.262176513701,988175708.1061511,988175708.10615289,1.7881393432617188e-06
58,2,7,0,13708.758316040039,13708.758316040001,187930054.56759694,187930054.56759587,-1.0728836059570312e-06
59,3,7,0,-30197.912734985352,-30197.912734985399,911913933.5497905,911913933.54979336,2.86102294921875e-06
60,4,7,0,-9027.4430389404297,-9027.4430389404006,81494727.821314022,81494727.8213135,-5.2154064178466797e-07
61,5,7,0,21023.401550292969,21023.401550293001,441983412.74486083,441983412.7448622,1.3709068298339844e-06
62,6,7,0,19362.258224487305,19362.258224487301,374897043.55172628,374897043.5517261,-1.7881393432617188e-07
63,7,7,0,22390.774276733398,22390.774276733398,501346772.71162605,501346772.71162605,0
64,0,0,1,-23224.641662597656,-23224.6416625977,539383980.35606682,539383980.35606885,2.0265579223632812e-06
65,1,0,1,303.70767211914062,303.70767211909998,92238.350104027428,92238.350104002748,-2.4680048227310181e-08
66,2,0,1,14808.508285522461,14808.508285522499,219291917.64238739,219291917.64238849,1.1026859283447266e-06
67,3,0,1,-13368.699905395508,-13368.699905395501,178722137.16052186,178722137.16052166,-2.0861625671386719e-07
68,4,0,1,26102.855895996094,26102.855895996101,681359085.92713809,681359085.92713845,3.5762786865234375e-07
69,5,0,1,17201.630645751953,17201.630645752,295896096.87287277,295896096.87287438,1.6093254089355469e-06
70,6,0,1,-20526.041732788086,-20526.0417327881,421318389.21615815,421318389.21615875,5.9604644775390625e-07
71,7,0,1,2370.4180450439453,2370.4180450438998,5618881.7082699593,5618881.7082697442,-2.1513551473617554e-07
72,0,1,1,27752.871932983398,27752.871932983398,770221900.52857769,770221900.52857769,0
73,1,1,1,22588.317352294922,22588.3173522949,510232080.80798787,510232080.80798686,-1.0132789611816406e-06
74,2,1,1,17803.661926269531,17803.661926269499,316970377.98489934,316970377.98489815,-1.1920928955078125e-06
75,3,1,1,-29029.341384887695,-29029.341384887699,842702661.24035347,842702661.2403537,2.384185791015625e-07
76,4,1,1,14972.072555541992,14972.072555541999,224162956.60841373,224162956.60841393,2.0861625671386719e-07
77,5,1,1,2012.9758148193359,2012.9758148193,4052071.6310475692,4052071.6310474249,-1.4435499906539917e-07
78,6,1,1,12163.937530517578,12163.9375305176,147961376.24633408,147961376.24633461,5.3644180297851562e-07
79,7,1,1,31733.851623535156,31733.8516235352,1007037338.8645449,1007037338.8645476,2.7418136596679688e-06
80,0,2,1,-13046.846664428711,-13046.8466644287,170220207.88511458,170220207.88511428,-2.9802322387695312e-07
81,1,2,1,13347.225784301758,13347.2257843018,178148436.13712966,178148436.1371308,1.1324882507324219e-06
82,2,2,1,-6865.3536071777344,-6865.3536071776998,47133080.151588328,47133080.151587851,-4.76837158203125e-07
83,3,2,1,-11014.669250488281,-11014.669250488299,121322938.69765207,121322938.69765247,4.0233135223388672e-07
84,4,2,1,-17892.09098815918,-17892.090988159202,320126919.92856693,320126919.92856771,7.7486038208007812e-07
85,5,2,1,9346.7854309082031,9346.7854309081995,87362397.891437843,87362397.891437769,-7.4505805969238281e-08
86,6,2,1,21135.29931640625,21135.299316406199,446700877.1940825,446700877.19408035,-2.1457672119140625e-06
87,7,2,1,22304.48551940918,22304.485519409202,497490074.28553379,497490074.28553474,9.5367431640625e-07
88,0,3,1,-1467.1967010498047,-1467.1967010497999,2152666.1595714297,2152666.1595714157,-1.3969838619232178e-08
89,1,3,1,-19093.479476928711,-19093.4794769287,364560958.53589791,364560958.53589749,-4.1723251342773438e-07
90,2,3,1,958.69386291503906,958.69386291499995,919093.92279095971,919093.92279088474,-7.4971467256546021e-08
91,3,3,1,-15677.253799438477,-15677.2537994385,245776286.69200814,245776286.69200888,7.4505805969238281e-07
92,4,3,1,-5338.9900360107422,-5338.9900360107004,28504814.604621988,28504814.604621541,-4.4703483581542969e-07
93,5,3,1,18649.165832519531,18649.165832519499,347791386.24881393,347791386.24881268,-1.2516975402832031e-06
94,6,3,1,-4182.1308898925781,-4182.1308898926,17490218.780193686,17490218.780193869,1.8253922462463379e-07
95,7,3,1,-31706.728256225586,-31706.7282562256,1005316616.714134,1005316616.7141349,9.5367431640625e-07
96,0,4,1,-15631.917144775391,-15631.9171447754,244356833.62112281,244356833.62112308,2.6822090148925781e-07
97,1,4,1,18255.286361694336,18255.2863616943,333255480.1474632,333255480.14746189,-1.3113021850585938e-06
98,2,4,1,29640.209884643555,29640.209884643598,878542042.00572145,878542042.00572407,2.6226043701171875e-06
99,3,4,1,5222.8603820800781,5222.8603820801,27278270.570701659,27278270.570701886,2.2724270820617676e-07
100,4,4,1,29040.436096191406,29040.436096191399,843346928.65697682,843346928.65697634,-4.76837158203125e-07
101,5,4,1,-24502.953659057617,-24502.953659057599,600394738.01792502,600394738.01792419,-8.3446502685546875e-07
102,6,4,1,-31322.166152954102,-31322.166152954102,981078092.51326358,981078092.51326358,0
103,7,4,1,-25233.990707397461,-25233.990707397501,636754287.02102137,636754287.02102339,2.0265579223632812e-06
104,0,5,1,-25557.851287841797,-25557.851287841801,653203762.45143664,653203762.45143676,1.1920928955078125e-07
105,1,5,1,-16739.397354125977,-16739.397354125998,280207423.77931976,280207423.77932048,7.152557373046875e-07
106,2,5,1,3622.0347442626953,3622.0347442626999,13119135.688646128,13119135.688646162,3.3527612686157227e-08
107,3,5,1,-22172.923767089844,-22172.9237670898,491638548.38117766,491638548.38117576,-1.9073486328125e-06
108,4,5,1,-31784.074203491211,-31784.0742034912,1010227372.9730355,1010227372.9730347,-7.152557373046875e-07
109,5,5,1,17516.324890136719,17516.324890136701,306821637.65682316,306821637.6568225,-6.5565109252929688e-07
110,6,5,1,18064.426132202148,18064.426132202101,326323491.48578787,326323491.48578614,-1.7285346984863281e-06
111,7,5,1,24551.12678527832,24551.126785278298,602757826.42681062,602757826.42680955,-1.0728836059570312e-06
112,0,6,1,595.85145568847656,595.85145568849998,355038.95724607655,355038.95724610443,2.7881469577550888e-08
113,1,6,1,-16678.711380004883,-16678.711380004901,278179413.29750437,278179413.29750496,5.9604644775390625e-07
114,2,6,1,-7692.7312164306641,-7692.7312164307004,59178113.568246804,59178113.568247363,5.5879354476928711e-07
115,3,6,1,3341.2765197753906,3341.2765197754002,11164128.781602345,11164128.781602411,6.5192580223083496e-08
116,4,6,1,-14113.343231201172,-14113.343231201199,199186457.16169193,199186457.16169271,7.7486038208007812e-07
117,5,6,1,-3448.2205352783203,-3448.2205352782998,11890224.859915106,11890224.859914964,-1.4156103134155273e-07
118,6,6,1,-9796.9012451171875,-9796.9012451172002,95979274.006578699,95979274.006578952,2.5331974029541016e-07
119,7,6,1,9212.84033203125,9212.8403320312009,84876426.983501673,84876426.983500764,-9.0897083282470703e-07
120,0,7,1,-8581.8671417236328,-8581.8671417236001,73648443.638195753,73648443.638195187,-5.6624412536621094e-07
121,1,7,1,-26336.003295898438,-26336.003295898401,693585069.60157335,693585069.60157144,-1.9073486328125e-06
122,2,7,1,24831.245376586914,24831.2453765869,616590746.95226896,616590746.95226824,-7.152557373046875e-07
123,3,7,1,27738.093414306641,27738.093414306601,769401826.26080143,769401826.26079917,-2.2649765014648438e-06
124,4,7,1,12219.610275268555,12219.6102752686,149318875.27944884,149318875.27944994,1.1026859283447266e-06
125,5,7,1,16398.552978515625,16398.5529785156,268912539.78918368,268912539.78918284,-8.3446502685546875e-07
126,6,7,1,-12442.845367431641,-12442.845367431601,154824400.83781505,154824400.83781403,-1.0132789611816406e-06
127,7,7,1,-1772.0909118652344,-1772.0909118652,3140306.1999153579,3140306.1999152363,-1.2153759598731995e-07
128,0,0,2,-7043.4944915771484,-7043.4944915771002,49610814.652877636,49610814.652876951,-6.8545341491699219e-07
129,1,0,2,-30353.218444824219,-30353.218444824201,921317869.95921719,921317869.95921612,-1.0728836059570312e-06
130,2,0,2,11075.468307495117,11075.468307495101,122665998.23032875,122665998.2303284,-3.5762786865234375e-07
131,3,0,2,1503.7922058105469,1503.7922058105,2261390.9982565502,2261390.9982564091,-1.41095370054245e-07
132,4,0,2,-17170.399444580078,-17170.3994445801,294822617.08643585,294822617.08643663,7.7486038208007812e-07
133,5,0,2,-7048.7115478515625,-7048.7115478515998,49684334.48481597,49684334.484816499,5.289912223815918e-07
134,6,0,2,-8315.5072174072266,-8315.5072174071993,69147660.282751679,69147660.282751217,-4.6193599700927734e-07
135,7,0,2,15347.272262573242,15347.2722625732,235538765.90154999,235538765.90154871,-1.2814998626708984e-06
136,0,1,2,18041.034118652344,18041.0341186523,325478912.07037795,325478912.0703764,-1.5497207641601562e-06
137,1,1,2,-829.22775268554688,-829.22775268550004,687618.66582392249,687618.66582384484,-7.7649019658565521e-08
138,2,1,2,-17403.059616088867,-17403.0596160889,302866484.00114322,302866484.00114435,1.1324882507324219e-06
139,3,1,2,14735.162734985352,14735.162734985401,217125020.82650098,217125020.82650244,1.4603137969970703e-06
140,4,1,2,25435.483642578125,25435.4836425781,646963828.1318593,646963828.13185811,-1.1920928955078125e-06
141,5,1,2,3157.8988952636719,3157.8988952637001,9972325.4327075183,9972325.4327076972,1.7881393432617188e-07
142,6,1,2,-16239.429931640625,-16239.4299316406,263719084.50466543,263719084.5046646,-8.3446502685546875e-07
143,7,1,2,-24877.257400512695,-24877.257400512699,618877935.77136362,618877935.77136385,2.384185791015625e-07
144,0,2,2,8842.9346466064453,8842.9346466063998,78197493.164152652,78197493.164151847,-8.0466270446777344e-07
145,1,2,2,6992.0475311279297,6992.0475311278997,48888728.677552179,48888728.677551754,-4.246830940246582e-07
146,2,2,2,15440.702392578125,15440.7023925781,238415290.37616783,238415290.37616706,-7.7486038208007812e-07
147,3,2,2,-31186.129379272461,-31186.129379272501,972574665.66072094,972574665.66072345,2.5033950805664062e-06
148,4,2,2,-24338.705993652344,-24338.7059936523,592372609.44544852,592372609.44544637,-2.1457672119140625e-06
149,5,2,2,8997.9419555664062,8997.9419555664008,80962959.435742199,80962959.43574211,-8.9406967163085938e-08
150,6,2,2,3469.2556915283203,3469.2556915282998,12035735.053201644,12035735.053201502,-1.4156103134155273e-07
151,7,2,2,-16481.875869750977,-16481.875869750998,271652232.18587953,271652232.18588024,7.152557373046875e-07
152,0,3,2,16868.174468994141,16868.174468994101,284535309.91642576,284535309.91642439,-1.3709068298339844e-06
153,1,3,2,-27395.199493408203,-27395.199493408199,750496955.28363311,750496955.28363287,-2.384185791015625e-07
154,2,3,2,15336.14501953125,15336.145019531201,235197344.06009316,235197344.06009164,-1.5199184417724609e-06
155,3,3,2,-11916.723373413086,-11916.7233734131,142008295.95844975,142008295.95845011,3.5762786865234375e-07
156,4,3,2,-25696.710800170898,-25696.710800170898,660320945.94761968,660320945.94761968,0
157,5,3,2,31793.925262451172,31793.925262451201,1010853683.5943308,1010853683.5943327,1.9073486328125e-06
158,6,3,2,-26591.787490844727,-26591.787490844701,707123161.95824611,707123161.95824468,-1.430511474609375e-06
159,7,3,2,-26643.115692138672,-26643.115692138701,709855613.78468597,709855613.78468752,1.5497207641601562e-06
160,0,4,2,-28963.001266479492,-28963.001266479499,838855442.36209261,838855442.36209309,4.76837158203125e-07
161,1,4,2,-1218.4864044189453,-1218.4864044189001,1484709.1177538096,1484709.1177536992,-1.103617250919342e-07
162,2,4,2,-20915.812072753906,-20915.812072753899,437471194.66275805,437471194.66275775,-2.9802322387695312e-07
163,3,4,2,-16457.019958496094,-16457.019958496101,270833505.91433877,270833505.91433901,2.384185791015625e-07
164,4,4,2,-20261.671997070312,-20261.671997070302,410535352.11686325,410535352.11686283,-4.1723251342773438e-07
165,5,4,2,-241.11566162109375,-241.1156616211,58136.762278977782,58136.762278980794,3.0122464522719383e-09
166,6,4,2,24338.350799560547,24338.3507995605,592355319.64246953,592355319.64246726,-2.2649765014648438e-06
167,7,4,2,-23074.413665771484,-23074.413665771499,532428566.01914185,532428566.01914251,6.5565109252929688e-07
168,0,5,2,14352.75927734375,14352.759277343799,206001698.87337708,206001698.87337849,1.4007091522216797e-06
169,1,5,2,27633.353805541992,27633.353805541999,763602242.54226208,763602242.54226255,4.76837158203125e-07
170,2,5,2,-3877.9004211425781,-3877.9004211426,15038111.676297784,15038111.676297953,1.6950070858001709e-07
171,3,5,2,-14353.756896972656,-14353.7568969727,206030337.05739009,206030337.05739135,1.2516975402832031e-06
172,4,5,2,18599.086090087891,18599.086090087902,345926003.38650084,345926003.38650125,4.1723251342773438e-07
173,5,5,2,20167.292633056641,20167.292633056601,406719692.14734066,406719692.14733905,-1.6093254089355469e-06
174,6,5,2,20755.597183227539,20755.597183227499,430794814.43240297,430794814.4324013,-1.6689300537109375e-06
175,7,5,2,10815.924819946289,10815.9248199463,116984229.71073017,116984229.7107304,2.384185791015625e-07
176,0,6,2,13340.760818481445,13340.7608184814,177975899.21592972,177975899.21592849,-1.2218952178955078e-06
177,1,6,2,1050.3166809082031,1050.3166809081999,1103165.1301940242,1103165.1301940174,-6.7520886659622192e-09
178,2,6,2,-3160.7882080078125,-3160.7882080078002,9990582.0958812386,9990582.0958811603,-7.8231096267700195e-08
179,3,6,2,-31684.620376586914,-31684.6203765869,1003915168.4084266,1003915168.4084258,-8.3446502685546875e-07
180,4,6,2,20651.401397705078,20651.4013977051,426480379.68913525,426480379.68913615,8.9406967163085938e-07
181,5,6,2,27990.343231201172,27990.343231201201,783459314.20044923,783459314.2004509,1.6689300537109375e-06
182,6,6,2,-14148.896789550781,-14148.896789550799,200191280.3613604,200191280.36136091,5.0663948059082031e-07
183,7,6,2,-1274.9831390380859,-1274.9831390381,1625582.0048314112,1625582.004831447,3.5855919122695923e-08
184,0,7,2,15355.844833374023,15355.844833374,235801970.54665968,235801970.54665896,-7.152557373046875e-07
185,1,7,2,14536.397308349609,14536.3973083496,211306846.70619377,211306846.70619351,-2.6822090148925781e-07
186,2,7,2,7476.3453674316406,7476.3453674315997,55895740.053116553,55895740.053115942,-6.1094760894775391e-07
187,3,7,2,-29778.585006713867,-29778.5850067139,886764125.0020839,886764125.00208592,2.0265579223632812e-06
188,4,7,2,-32683.045989990234,-32683.045989990202,1068181495.1838168,1068181495.1838146,-2.1457672119140625e-06
189,5,7,2,27960.502288818359,27960.502288818399,781789688.24301672,781789688.24301898,2.2649765014648438e-06
190,6,7,2,14486.105697631836,14486.1056976318,209847258.28296155,209847258.28296047,-1.0728836059570312e-06
191,7,7,2,-3638.0924835205078,-3638.0924835205001,13235716.918648416,13235716.91864836,-5.5879354476928711e-08
192,0,0,3,-28479.227111816406,-28479.227111816399,811066376.8864187,811066376.88641822,-4.76837158203125e-07
193,1,0,3,11729.668792724609,11729.6687927246,137585129.9870176,137585129.98701739,-2.0861625671386719e-07
194,2,0,3,21540.381286621094,21540.381286621101,463988025.9730162,463988025.9730165,2.9802322387695312e-07
195,3,0,3,-22097.513244628906,-22097.513244628899,488300091.59654993,488300091.59654963,-2.9802322387695312e-07
196,4,0,3,8387.9231567382812,8387.9231567382994,70357254.883346289,70357254.883346602,3.1292438507080078e-07
197,5,0,3,-25425.933135986328,-25425.933135986299,646478075.83564758,646478075.83564603,-1.5497207641601562e-06
198,6,0,3,27903.002151489258,27903.002151489301,778577529.06601417,778577529.06601655,2.384185791015625e-06
199,7,0,3,-19850.114334106445,-19850.114334106402,394027039.07709819,394027039.07709646,-1.7285346984863281e-06
200,0,1,3,24392.672424316406,24392.672424316399,595002468.00000608,595002468.00000572,-3.5762786865234375e-07
201,1,1,3,-12057.0185546875,-12057.0185546875,145371696.42807865,145371696.42807865,0
202,2,1,3,-10312.942459106445,-10312.9424591064,106356782.16484049,106356782.16483955,-9.3877315521240234e-07
203,3,1,3,16997.174423217773,16997.174423217799,288903938.37328845,288903938.37328929,8.3446502685546875e-07
204,4,1,3,19669.890380859375,19669.8903808594,386904587.59502417,386904587.59502518,1.0132789611816406e-06
205,5,1,3,26749.910736083984,26749.910736083999,715557724.38846123,715557724.38846195,7.152557373046875e-07
206,6,1,3,-11966.908905029297,-11966.908905029301,143206908.7412695,143206908.74126956,5.9604644775390625e-08
207,7,1,3,-14312.090423583984,-14312.090423584001,204835932.29284438,204835932.29284486,4.76837158203125e-07
208,0,2,3,9536.4428863525391,9536.4428863525009,90943742.924663946,90943742.924663216,-7.3015689849853516e-07
209,1,2,3,-13116.940093994141,-13116.940093994101,172054117.42943102,172054117.42942998,-1.0430812835693359e-06
210,2,2,3,-32467.657791137695,-32467.657791137699,1054148802.4424243,1054148802.4424245,2.384185791015625e-07
211,3,2,3,-13003.543212890625,-13003.5432128906,169092136.08951384,169092136.08951318,-6.5565109252929688e-07
212,4,2,3,2452.2267303466797,2452.2267303467002,6013415.9370267671,6013415.9370268676,1.0058283805847168e-07
213,5,2,3,14042.289581298828,14042.289581298801,197185896.68505362,197185896.68505284,-7.7486038208007812e-07
214,6,2,3,-29260.642791748047,-29260.642791748,856185216.58627689,856185216.58627415,-2.7418136596679688e-06
215,7,2,3,10060.592788696289,10060.5927886963,101215527.25996777,101215527.259968,2.2351741790771484e-07
216,0,3,3,10667.491180419922,10667.4911804199,113795368.08433682,113795368.08433636,-4.6193599700927734e-07
217,1,3,3,7277.2444763183594,7277.2444763184003,52958287.168106072,52958287.168106668,5.9604644775390625e-07
218,2,3,3,2683.1711578369141,2683.1711578369,7199407.4622478858,7199407.4622478103,-7.543712854385376e-08
219,3,3,3,29821.798553466797,29821.798553466801,889339668.96355438,889339668.9635545,1.1920928955078125e-07
220,4,3,3,12078.062728881836,12078.0627288818,145879599.28280455,145879599.28280365,-8.9406967163085938e-07
221,5,3,3,-2424.2686920166016,-2424.2686920166002,5877078.6910918839,5877078.6910918774,-6.5192580223083496e-09
222,6,3,3,-19610.07926940918,-19610.079269409202,384555208.95251167,384555208.9525125,8.3446502685546875e-07
223,7,3,3,17355.15998840332,17355.159988403298,301201578.22307551,301201578.22307479,-7.152557373046875e-07
224,0,4,3,-1729.7739715576172,-1729.7739715575999,2992117.992678212,2992117.9926781524,-5.9604644775390625e-08
225,1,4,3,31862.359130859375,31862.3591308594,1015209929.3838577,1015209929.3838594,1.6689300537109375e-06
226,2,4,3,20946.464385986328,20946.464385986299,438754370.27339363,438754370.27339238,-1.2516975402832031e-06
227,3,4,3,-14242.314346313477,-14242.3143463135,202843517.93920666,202843517.93920735,6.8545341491699219e-07
228,4,4,3,8407.8877563476562,8407.8877563476999,70692576.523340821,70692576.523341566,7.4505805969238281e-07
229,5,4,3,26111.020935058594,26111.020935058601,681785414.27106822,681785414.27106857,3.5762786865234375e-07
230,6,4,3,27195.260467529297,27195.260467529301,739582191.89676178,739582191.89676201,2.384185791015625e-07
231,7,4,3,20723.093322753906,20723.093322753899,429446596.86356753,429446596.86356723,-2.9802322387695312e-07
232,0,5,3,-25011.981094360352,-25011.981094360399,625599198.26463962,625599198.264642,2.384185791015625e-06
233,1,5,3,4972.0211334228516,4972.0211334228998,24720994.151203457,24720994.151203938,4.8056244850158691e-07
234,2,5,3,6647.9368286132812,6647.9368286133003,44195064.077232808,44195064.077233069,2.6077032089233398e-07
235,3,5,3,-559.5242919921875,-559.52429199220001,313067.4333293587,313067.43332937267,1.3969838619232178e-08
236,4,5,3,18329.359237670898,18329.359237670898,335965410.06359148,335965410.06359148,0
237,5,5,3,4804.2173004150391,4804.217300415,23080503.869607165,23080503.869606789,-3.7625432014465332e-07
238,6,5,3,-5162.4655303955078,-5162.4655303954996,26651050.352521773,26651050.352521688,-8.5681676864624023e-08
239,7,5,3,-13280.061492919922,-13280.0614929199,176360033.2557345,176360033.25573394,-5.6624412536621094e-07
240,0,6,3,-7800.2783966064453,-7800.2783966063998,60844343.064565219,60844343.064564511,-7.0780515670776367e-07
241,1,6,3,-9160.4302673339844,-9160.4302673340007,83913482.682688579,83913482.682688877,2.9802322387695312e-07
242,2,6,3,27216.597595214844,27216.5975952148,740743184.65985441,740743184.65985203,-2.384185791015625e-06
243,3,6,3,26768.514602661133,26768.5146026611,716553374.03288233,716553374.03288054,-1.7881393432617188e-06
244,4,6,3,8242.6374816894531,8242.6374816895004,67941072.654551849,67941072.654552624,7.7486038208007812e-07
245,5,6,3,25701.561141967773,25701.561141967799,660570245.13430774,660570245.13430905,1.3113021850585938e-06
246,6,6,3,32466.525787353516,32466.525787353501,1054075296.7008908,1054075296.7008898,-9.5367431640625e-07
247,7,6,3,16087.655456542969,16087.655456543,258812658.08843675,258812658.08843777,1.0132789611816406e-06
248,0,7,3,23028.917526245117,23028.917526245099,530331042.43059951,530331042.43059868,-8.3446502685546875e-07
249,1,7,3,-30447.467651367188,-30447.467651367198,927048286.3810513,927048286.38105202,7.152557373046875e-07
250,2,7,3,-28138.39274597168,-28138.392745971702,791769146.32655168,791769146.32655287,1.1920928955078125e-06
251,3,7,3,28146.962585449219,28146.962585449201,792251502.78667819,792251502.78667712,-1.0728836059570312e-06
252,4,7,3,16512.390029907227,16512.390029907201,272659024.49977958,272659024.49977875,-8.3446502685546875e-07
253,5,7,3,-22425.539184570312,-22425.539184570302,502904807.7186985,502904807.71869802,-4.76837158203125e-07
254,6,7,3,32648.590835571289,32648.5908355713,1065930483.5485495,1065930483.5485502,7.152557373046875e-07
255,7,7,3,-8502.4630279541016,-8502.4630279540997,72291877.541726425,72291877.541726395,-2.9802322387695312e-08
256,0,0,4,-25060.968231201172,-25060.968231201201,628052128.68527436,628052128.68527579,1.430511474609375e-06
257,1,0,4,-19244.682006835938,-19244.682006835901,370357785.54423487,370357785.5442335,-1.3709068298339844e-06
258,2,0,4,-11610.185958862305,-11610.185958862299,134796417.99936342,134796417.99936327,-1.4901161193847656e-07
259,3,0,4,-29690.407196044922,-29690.4071960449,881520279.46695614,881520279.46695483,-1.3113021850585938e-06
