site,x,y,z,psi_q16,psi_hex,psi_float,psi_prev_q16,psi_prev_hex,psi_prev_float,m_prev_q16,m_prev_hex,m_prev_float
414,6,3,6,111400813,0x06A3D76D,1699.8415069580078,-1082129855,0xBF800241,-16511.99119567871,47637649,0x02D6E491,726.8928375244141
415,7,3,6,-254376218,0xF0D686E6,-3881.4730529785156,-1655644644,0x9D50DE1C,-25263.132385253906,6954342,0x006A1D66,106.11483764648438
416,0,4,6,-43539011,0xFD67A5BD,-664.3525848388672,2146896424,0x7FF70A28,32759.039672851562,-16355474,0xFF066F6E,-249.56472778320312
417,1,4,6,-694642332,0xD6989964,-10599.400817871094,1296903037,0x4D4D2B7D,19789.169876098633,-17907273,0xFEEEC1B7,-273.24330139160156
418,2,4,6,1006502424,0x3BFE0218,15358.008178710938,-1739877425,0x984B93CF,-26548.422622680664,-50850548,0xFCF8150C,-775.9177856445312
419,3,4,6,1602254361,0x5F807619,24448.461318969727,-1680322986,0x9BD84E56,-25639.69400024414,24362010,0x0173BC1A,371.7347717285156
420,4,4,6,1600829171,0x5F6AB6F3,24426.714645385742,-1592620626,0xA11289AE,-24301.462188720703,-32931563,0xFE098115,-502.4957733154297
421,5,4,6,23082328,0x01603558,352.2083740234375,1455025186,0x56B9EC22,22201.922393798828,45251666,0x02B27C52,690.4856262207031
422,6,4,6,-1077834043,0xBFC18EC5,-16446.442306518555,389923696,0x173DC370,5949.763427734375,-36567216,0xFDD20750,-557.971435546875
423,7,4,6,-1507764238,0xA62157F2,-23006.656463623047,-1542140278,0xA414CE8A,-23531.19320678711,-7819753,0xFF88AE17,-119.31996154785156
424,0,5,6,2117154763,0x7E3137CB,32305.21794128418,-1696458401,0x9AE2195F,-25885.90089416504,-36228751,0xFDD73171,-552.8068695068359
425,1,5,6,1145449607,0x44462C87,17478.173934936523,1974399436,0x75AEF1CC,30126.94451904297,-34093367,0xFDF7C6C9,-520.2234954833984
426,2,5,6,-1384548884,0xAD7975EC,-21126.53936767578,811159212,0x30594EAC,12377.307312011719,-66621370,0xFC077046,-1016.5614318847656
427,3,5,6,1654397571,0x629C1A83,25244.103561401367,1558547320,0x5CE58B78,23781.544799804688,-32614377,0xFE0E5817,-497.65589904785156
428,4,5,6,-1522836954,0xA53B5A26,-23236.647857666016,-422748291,0xE6CD5F7D,-6450.626998901367,11362972,0x00AD629C,173.38519287109375
429,5,5,6,702863914,0x29E4DA2A,10724.85220336914,-1956458875,0x8B62CE85,-29853.193283081055,-53007325,0xFCD72C23,-808.8275909423828
430,6,5,6,185602838,0x0B101316,2832.0745544433594,1312365564,0x4E391BFC,20025.109313964844,41738320,0x027CE050,636.876220703125
431,7,5,6,-693562471,0xD6A91399,-10582.923446655273,-246667738,0xF14C2626,-3763.8509826660156,20658116,0x013B37C4,315.21783447265625
432,0,6,6,1401123422,0x5383725E,21379.446746826172,687330167,0x28F7D377,10487.826034545898,-38544818,0xFDB3DA4E,-588.1472473144531
433,1,6,6,881770098,0x348EBE72,13454.743927001953,1975493850,0x75BFA4DA,30143.643951416016,-30862593,0xFE2912FF,-470.92579650878906
434,2,6,6,-1341218179,0xB00EA27D,-20465.365280151367,1402597934,0x5399F22E,21401.946014404297,3083093,0x002F0B55,47.04426574707031
435,3,6,6,-1722145161,0x995A2677,-26277.8497467041,1851402919,0x6E5A2AA7,28250.166610717773,-1804993,0xFFE4753F,-27.542007446289062
436,4,6,6,91721240,0x05778E18,1399.5550537109375,-808949042,0xCFC86ACE,-12343.582794189453,-9093432,0xFF753EC8,-138.7547607421875
437,5,6,6,1753193089,0x687F9A81,26751.60353088379,1501846527,0x59845BFF,22916.35935974121,23977513,0x016DDE29,365.86781311035156
438,6,6,6,1217146678,0x488C2F36,18572.18441772461,1833633736,0x6D4B07C8,27979.030395507812,-30788143,0xFE2A35D1,-469.78977966308594
439,7,6,6,-656336652,0xD8E118F4,-10014.902526855469,-1399934841,0xAC8EB087,-21361.310440063477,-57058353,0xFC995BCF,-870.6413726806641
440,0,7,6,1537197384,0x5B9FC548,23455.770629882812,-455478791,0xE4D9F1F9,-6950.054794311523,72494292,0x04522CD4,1106.1751098632812
441,1,7,6,-745968955,0xD3896AC5,-11382.582931518555,-1731039709,0x98D26E23,-26413.569778442383,15535255,0x00ED0C97,237.04917907714844
442,2,7,6,-2107073200,0x82689D50,-32151.385498046875,-1436177439,0xAA65ABE1,-21914.32859802246,-24881992,0xFE8454B8,-379.6690673828125
443,3,7,6,189167486,0x0B46777E,2886.466766357422,-633159230,0xDA42C1C2,-9661.243133544922,-69994918,0xFBD3F65A,-1068.0376892089844
444,4,7,6,871932511,0x33F8A25F,13304.634262084961,-2074180362,0x845E84F6,-31649.48062133789,24419580,0x01749CFC,372.61322021484375
445,5,7,6,1592675783,0x5EEE4DC7,24302.303817749023,2103602693,0x7D626E05,32098.429763793945,32619621,0x01F1BC65,497.7359161376953
446,6,7,6,1853232216,0x6E761458,28278.079467773438,-786492292,0xD11F147C,-12000.919982910156,3045799,0x002E79A7,46.47520446777344
447,7,7,6,1079724393,0x405B4969,16475.28675842285,-1037713653,0xC225BF0B,-15834.25373840332,7699524,0x00757C44,117.48541259765625
448,0,0,7,546927556,0x209973C4,8345.452209472656,-976889777,0xC5C5D84F,-14906.155044555664,-31632567,0xFE1D5349,-482.67466735839844
449,1,0,7,280810469,0x10BCD3E5,4284.827713012695,867641483,0x33B7288B,13239.15837097168,4122616,0x003EE7F8,62.9061279296875
450,2,0,7,1724509443,0x66C9ED03,26313.925827026367,1285006483,0x4C97A493,19607.642868041992,-16192478,0xFF08EC22,-247.07760620117188
451,3,0,7,-1596868404,0xA0D1B8CC,-24366.27813720703,1585103263,0x5E7AC19F,24186.75633239746,-29507987,0xFE3DBE6D,-450.2561492919922
452,4,0,7,-115720485,0xF91A3EDB,-1765.7544708251953,-666156833,0xD84B40DF,-10164.746597290039,-17857358,0xFEEF84B2,-272.4816589355469
453,5,0,7,-78219962,0xFB567546,-1193.5419006347656,-1497402035,0xA6BF754D,-22848.541793823242,2087736,0x001FDB38,31.8563232421875
454,6,0,7,-963795376,0xC68DA650,-14706.350341796875,-1572281668,0xA248E2BC,-23991.114318847656,-13381419,0xFF33D0D5,-204.1842498779297
455,7,0,7,1189028898,0x46DF2422,18143.141143798828,-725606492,0xD4C01FA4,-11071.876403808594,-21204578,0xFEBC719E,-323.5561828613281
456,0,1,7,2044308522,0x79D9AC2A,31193.67251586914,1599833998,0x5F5B878E,24411.529510498047,-21510124,0xFEB7C814,-328.21844482421875
457,1,1,7,-1672908985,0x9C496F47,-25526.565322875977,2036404136,0x79610FA8,31073.061157226562,-74323138,0xFB91EB3E,-1134.0810852050781
458,2,1,7,-1741923057,0x982C5D0F,-26579.636489868164,-675226919,0xD7C0DAD9,-10303.145126342773,17144036,0x010598E4,261.59722900390625
459,3,1,7,633824011,0x25C7630B,9671.38688659668,-1534044316,0xA4905764,-23407.658630371094,38499560,0x024B74E8,587.4566650390625
460,4,1,7,-1813305820,0x93EB2624,-27668.851013183594,-535093183,0xE01B2041,-8164.874008178711,-46337997,0xFD3CF033,-707.0617218017578
461,5,1,7,-777181411,0xD1AD271D,-11858.847213745117,441501836,0x1A50C88C,6736.783386230469,55482981,0x034E9A65,846.6031036376953
462,6,1,7,1083991498,0x409C65CA,16540.39761352539,-1520843683,0xA559C45D,-23206.232955932617,10451853,0x009F7B8D,159.4826202392578
463,7,1,7,-1621683259,0x9F5713C5,-24744.922775268555,808502586,0x3030C53A,12336.770416259766,-79775056,0xFB3EBAB0,-1217.270751953125
464,0,2,7,-107345143,0xF99A0B09,-1637.9568939208984,1685466474,0x64762D6A,25718.17739868164,30330434,0x01CECE42,462.8056945800781
465,1,2,7,-1011999135,0xC3AE1E61,-15441.881332397461,739790500,0x2C184EA4,11288.307189941406,-33484295,0xFE0111F9,-510.92979431152344
466,2,2,7,-1070291867,0xC034A465,-16331.357833862305,-886496723,0xCB29222D,-13526.866500854492,-24094842,0xFE905786,-367.6581115722656
467,3,2,7,-9170848,0xFF741060,-139.93603515625,1386834646,0x52A96AD6,21161.41732788086,16297618,0x00F8AE92,248.68191528320312
468,4,2,7,1087682529,0x40D4B7E1,16596.71827697754,328850369,0x1399DBC1,5017.858413696289,-18321206,0xFEE870CA,-279.5594177246094
469,5,2,7,500723826,0x1DD87072,7640.439239501953,-1024904848,0xC2E93170,-15638.806884765625,-9163708,0xFF742C44,-139.82708740234375
470,6,2,7,-1013359068,0xC3995E24,-15462.632263183594,-731086745,0xD46C8067,-11155.498428344727,25866325,0x018AB055,394.6887969970703
471,7,2,7,-874527716,0xCBDFC41C,-13344.233947753906,-1361360201,0xAEDB4AB7,-20772.7081451416,-617536,0xFFF693C0,-9.4228515625
472,0,3,7,-509111946,0xE1A79176,-7768.431793212891,-290230467,0xEEB36F3D,-4428.565475463867,26070471,0x018DCDC7,397.80381774902344
473,1,3,7,322187798,0x13343216,4916.195648193359,986624996,0x3ACEB3E4,15054.702697753906,43943667,0x029E86F3,670.5271453857422
474,2,3,7,-1329074332,0xB0C7EF64,-20280.064880371094,-791275855,0xD0D616B1,-12073.911361694336,68438810,0x04144B1A,1044.2933654785156
475,3,3,7,-76117701,0xFB76893B,-1161.4639434814453,1940620206,0x73AB83AE,29611.514373779297,-16884629,0xFEFE5C6B,-257.6389923095703
476,4,3,7,1690568329,0x64C40689,25796.0255279541,-714051942,0xD5706E9A,-10895.567962646484,-17466362,0xFEF57C06,-266.5155334472656
477,5,3,7,753258939,0x2CE5D1BB,11493.819259643555,-1130415881,0xBC9F38F7,-17248.7774810791,-78212850,0xFB56910E,-1193.4333801269531
478,6,3,7,1010854421,0x3C406A15,15424.41438293457,1173520526,0x45F2808E,17906.502166748047,44497779,0x02A6FB73,678.9822235107422
479,7,3,7,-358448441,0xEAA282C7,-5469.489151000977,1430138445,0x553E2E4D,21822.180862426758,-10210015,0xFF643521,-155.79246520996094
480,0,4,7,-2042281420,0x86454234,-31162.74139404297,-521043099,0xE0F18365,-7950.486740112305,4899615,0x004AC31F,74.76219177246094
481,1,4,7,693882452,0x295BCE54,10587.805969238281,1296875257,0x4D4CBEF9,19788.745986938477,25666286,0x0187A2EE,391.6364440917969
482,2,4,7,-701143921,0xD635648F,-10698.607192993164,923623551,0x370D607F,14093.376937866211,-20151484,0xFECC8344,-307.48724365234375
483,3,4,7,833644288,0x31B06700,12720.40234375,-1231484219,0xB6990AC5,-18790.957931518555,57506052,0x036D7904,877.4727172851562
484,4,4,7,-244107308,0xF17337D4,-3724.7819213867188,854973538,0x32F5DC62,13045.860870361328,-29897805,0xFE37CBB3,-456.2042999267578
485,5,4,7,-205292141,0xF3C37D93,-3132.509475708008,1524649278,0x5AE04D3E,23264.301727294922,30444237,0x01D08ACD,464.5421905517578
486,6,4,7,-1584323578,0xA1912406,-24174.859283447266,-119621545,0xF8DEB857,-1825.2799224853516,44320432,0x02A446B0,676.276123046875
487,7,4,7,1679399323,0x6419999B,25625.600021362305,25026462,0x017DDF9E,381.8735046386719,45354127,0x02B40C8F,692.0490570068359
488,0,5,7,2076659171,0x7BC74DE3,31687.304244995117,1202968562,0x47B3D7F2,18355.843536376953,-30637703,0xFE2C8179,-467.49424743652344
489,1,5,7,-1565727029,0xA2ACE6CB,-23891.09846496582,1585911252,0x5E8715D4,24199.08526611328,54174293,0x033AA255,826.6341094970703
490,2,5,7,-844525713,0xCDA98F6F,-12886.439712524414,2053243455,0x7A62023F,31330.00877380371,55264293,0x034B4425,843.2661895751953
491,3,5,7,414019478,0x18AD6F96,6317.435882568359,-492349585,0xE2A7576F,-7512.658462524414,-38506559,0xFDB46FC1,-587.5634613037109
492,4,5,7,-1641681418,0x9E25EDF6,-25050.07046508789,-985966149,0xC53B59BB,-15044.649490356445,4549793,0x00456CA1,69.42433166503906
493,5,5,7,556419116,0x212A482C,8490.281921386719,1240187700,0x49EBC334,18923.76251220703,5948530,0x005AC472,90.76736450195312
494,6,5,7,-1682998848,0x9BAF79C0,-25680.5244140625,-1075156494,0xBFEA69F2,-16405.586151123047,-15814657,0xFF0EAFFF,-241.31251525878906
495,7,5,7,738328142,0x2C01FE4E,11265.993377685547,1467347240,0x5775F128,22389.942016601562,18089201,0x011404F1,276.01930236816406
496,0,6,7,-1378645957,0xADD3883B,-21036.467849731445,562029292,0x217FE2EC,8575.886413574219,-433808,0xFFF96170,-6.619384765625
497,1,6,7,-1748335866,0x97CA8306,-26677.488189697266,1012079156,0x3C531A34,15443.102355957031,-51459866,0xFCEEC8E6,-785.2152404785156
498,2,6,7,394901816,0x1789B938,6025.7235107421875,-728692702,0xD4910822,-11118.968231201172,-41188006,0xFD8B855A,-628.4790954589844
499,3,6,7,21919,0x0000559F,0.3344573974609375,1166974821,0x458E9F65,17806.622634887695,7491520,0x00724FC0,114.3115234375
500,4,6,7,-2054456794,0x858B7A26,-31348.522857666016,2104008325,0x7D689E85,32104.619216918945,47118481,0x02CEF891,718.9709625244141
501,5,6,7,1786769182,0x6A7FEF1E,27263.934051513672,1425193491,0x54F2BA13,21746.726852416992,35191441,0x0218FA91,536.9787750244141
502,6,6,7,1400148576,0x53749260,21364.57177734375,595675904,0x23814B00,9089.29296875,-7955541,0xFF869BAB,-121.39192199707031
503,7,6,7,99436732,0x05ED48BC,1517.2841186523438,-822608898,0xCEF7FBFE,-12552.015655517578,-66438704,0xFC0A39D0,-1013.774169921875
504,0,7,7,951368160,0x38B4B9E0,14516.72607421875,980697374,0x3A74411E,14964.254364013672,58396847,0x037B10AF,891.0651702880859
505,1,7,7,1369841329,0x51A61EB1,20902.119888305664,1700233337,0x65578079,25943.501846313477,-52494682,0xFCDEFEA6,-801.0052795410156
506,2,7,7,1212308694,0x48425CD6,18498.36264038086,2124290422,0x7E9E1976,32414.09945678711,-21244260,0xFEBBD69C,-324.16168212890625
507,3,7,7,1975233384,0x75BBAB68,30139.669555664062,439326062,0x1A2F956E,6703.583709716797,3847089,0x003AB3B1,58.70191955566406
508,4,7,7,-1380674696,0xADB49378,-21067.423950195312,1984718029,0x764C64CD,30284.393753051758,60631495,0x039D29C7,925.1631927490234
509,5,7,7,46715041,0x02C8D0A1,712.8149566650391,1879401035,0x7005624B,28677.38395690918,34279661,0x020B10ED,523.0661163330078
510,6,7,7,435625493,0x19F71E15,6647.11750793457,-1244681000,0xB5CFACD8,-18992.324829101562,24144595,0x01706AD3,368.4172821044922
511,7,7,7,209308754,0x0C79CC52,3193.798126220703,-1606858231,0xA0394A09,-24518.7108001709,1176193,0x0011F281,17.947280883789062
