site,x,y,z,psi_float,psi_prev_float,m_prev_float,psi_hex,psi_prev_hex,m_prev_hex
81,1,2,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
82,2,2,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
83,3,2,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
84,4,2,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
85,5,2,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
86,6,2,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
87,7,2,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
88,0,3,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
89,1,3,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
90,2,3,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
91,3,3,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
92,4,3,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
93,5,3,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
94,6,3,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
95,7,3,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
96,0,4,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
97,1,4,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
98,2,4,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
99,3,4,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
100,4,4,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
101,5,4,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
102,6,4,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
103,7,4,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
104,0,5,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
105,1,5,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
106,2,5,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
107,3,5,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
108,4,5,1,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
109,5,5,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
110,6,5,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
111,7,5,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
112,0,6,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
113,1,6,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
114,2,6,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
115,3,6,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
116,4,6,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
117,5,6,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
118,6,6,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
119,7,6,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
120,0,7,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
121,1,7,1,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
122,2,7,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
123,3,7,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
124,4,7,1,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
125,5,7,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
126,6,7,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
127,7,7,1,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
128,0,0,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
129,1,0,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
130,2,0,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
131,3,0,2,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
132,4,0,2,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
133,5,0,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
134,6,0,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
135,7,0,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
136,0,1,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
137,1,1,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
138,2,1,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
139,3,1,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
140,4,1,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
141,5,1,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
142,6,1,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
143,7,1,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
144,0,2,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
145,1,2,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
146,2,2,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
147,3,2,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
148,4,2,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
149,5,2,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
150,6,2,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
151,7,2,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
152,0,3,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
153,1,3,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
154,2,3,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
155,3,3,2,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
156,4,3,2,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
157,5,3,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
158,6,3,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
159,7,3,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
160,0,4,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
161,1,4,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
162,2,4,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
163,3,4,2,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
164,4,4,2,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
165,5,4,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
166,6,4,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
167,7,4,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
168,0,5,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
169,1,5,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
170,2,5,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
171,3,5,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
172,4,5,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
173,5,5,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
174,6,5,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
175,7,5,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
176,0,6,2,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
177,1,6,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
178,2,6,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
179,3,6,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
180,4,6,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
181,5,6,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
182,6,6,2,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
183,7,6,2,0.0000610352,0.0000610352,0.0000000000,0x00000004,0x00000004,0x00000000
184,0,7,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
185,1,7,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
186,2,7,2,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
187,3,7,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
188,4,7,2,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
189,5,7,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
190,6,7,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
191,7,7,2,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
192,0,0,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
193,1,0,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
194,2,0,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
195,3,0,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
196,4,0,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
197,5,0,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
198,6,0,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
199,7,0,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
200,0,1,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
201,1,1,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
202,2,1,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
203,3,1,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
204,4,1,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
205,5,1,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
206,6,1,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
207,7,1,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
208,0,2,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
209,1,2,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
210,2,2,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
211,3,2,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
212,4,2,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
213,5,2,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
214,6,2,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
215,7,2,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
216,0,3,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
217,1,3,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
218,2,3,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
219,3,3,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
220,4,3,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
221,5,3,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
222,6,3,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
223,7,3,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
224,0,4,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
225,1,4,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
226,2,4,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
227,3,4,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
228,4,4,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
229,5,4,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
230,6,4,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
231,7,4,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
232,0,5,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
233,1,5,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
234,2,5,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
235,3,5,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
236,4,5,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
237,5,5,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
238,6,5,3,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
239,7,5,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
240,0,6,3,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
241,1,6,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
242,2,6,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
243,3,6,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
244,4,6,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
245,5,6,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
246,6,6,3,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
247,7,6,3,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
248,0,7,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
249,1,7,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
250,2,7,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
251,3,7,3,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
252,4,7,3,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
253,5,7,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
254,6,7,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
255,7,7,3,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
256,0,0,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
257,1,0,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
258,2,0,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
259,3,0,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
260,4,0,4,0.0001220703,0.0001220703,0.0000000000,0x00000008,0x00000008,0x00000000
261,5,0,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
262,6,0,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
263,7,0,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
264,0,1,4,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
265,1,1,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
266,2,1,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
267,3,1,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
268,4,1,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
269,5,1,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
270,6,1,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
271,7,1,4,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
272,0,2,4,0.0000762939,0.0000762939,0.0000000000,0x00000005,0x00000005,0x00000000
273,1,2,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
274,2,2,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
275,3,2,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
276,4,2,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
277,5,2,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
278,6,2,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
279,7,2,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
280,0,3,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
281,1,3,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
282,2,3,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
283,3,3,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
284,4,3,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
285,5,3,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
286,6,3,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
287,7,3,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
288,0,4,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
289,1,4,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
290,2,4,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
291,3,4,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
292,4,4,4,0.0001068115,0.0001068115,0.0000000000,0x00000007,0x00000007,0x00000000
293,5,4,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
294,6,4,4,0.0000915527,0.0000915527,0.0000000000,0x00000006,0x00000006,0x00000000
