logical_i,logical_j,logical_k,x,y,z,real_acc_q16,imag_acc_q16,real,imag,density
4,5,7,44.444444444444443,55.555555555555557,77.777777777777771,0,0,0,0,0
5,5,7,55.555555555555557,55.555555555555557,77.777777777777771,0,0,0,0,0
6,5,7,66.666666666666671,55.555555555555557,77.777777777777771,0,0,0,0,0
7,5,7,77.777777777777771,55.555555555555557,77.777777777777771,0,0,0,0,0
8,5,7,88.888888888888886,55.555555555555557,77.777777777777771,0,0,0,0,0
9,5,7,100,55.555555555555557,77.777777777777771,0,0,0,0,0
0,6,7,0,66.666666666666671,77.777777777777771,0,0,0,0,0
1,6,7,11.111111111111111,66.666666666666671,77.777777777777771,0,0,0,0,0
2,6,7,22.222222222222221,66.666666666666671,77.777777777777771,0,0,0,0,0
3,6,7,33.333333333333336,66.666666666666671,77.777777777777771,0,0,0,0,0
4,6,7,44.444444444444443,66.666666666666671,77.777777777777771,0,0,0,0,0
5,6,7,55.555555555555557,66.666666666666671,77.777777777777771,0,0,0,0,0
6,6,7,66.666666666666671,66.666666666666671,77.777777777777771,0,0,0,0,0
7,6,7,77.777777777777771,66.666666666666671,77.777777777777771,0,0,0,0,0
8,6,7,88.888888888888886,66.666666666666671,77.777777777777771,0,0,0,0,0
9,6,7,100,66.666666666666671,77.777777777777771,0,0,0,0,0
0,7,7,0,77.777777777777771,77.777777777777771,0,0,0,0,0
1,7,7,11.111111111111111,77.777777777777771,77.777777777777771,0,0,0,0,0
2,7,7,22.222222222222221,77.777777777777771,77.777777777777771,0,0,0,0,0
3,7,7,33.333333333333336,77.777777777777771,77.777777777777771,0,0,0,0,0
4,7,7,44.444444444444443,77.777777777777771,77.777777777777771,0,0,0,0,0
5,7,7,55.555555555555557,77.777777777777771,77.777777777777771,0,0,0,0,0
6,7,7,66.666666666666671,77.777777777777771,77.777777777777771,0,0,0,0,0
7,7,7,77.777777777777771,77.777777777777771,77.777777777777771,0,0,0,0,0
8,7,7,88.888888888888886,77.777777777777771,77.777777777777771,0,0,0,0,0
9,7,7,100,77.777777777777771,77.777777777777771,0,0,0,0,0
0,8,7,0,88.888888888888886,77.777777777777771,0,0,0,0,0
1,8,7,11.111111111111111,88.888888888888886,77.777777777777771,0,0,0,0,0
2,8,7,22.222222222222221,88.888888888888886,77.777777777777771,0,0,0,0,0
3,8,7,33.333333333333336,88.888888888888886,77.777777777777771,0,0,0,0,0
4,8,7,44.444444444444443,88.888888888888886,77.777777777777771,0,0,0,0,0
5,8,7,55.555555555555557,88.888888888888886,77.777777777777771,0,0,0,0,0
6,8,7,66.666666666666671,88.888888888888886,77.777777777777771,0,0,0,0,0
7,8,7,77.777777777777771,88.888888888888886,77.777777777777771,0,0,0,0,0
8,8,7,88.888888888888886,88.888888888888886,77.777777777777771,0,0,0,0,0
9,8,7,100,88.888888888888886,77.777777777777771,0,0,0,0,0
0,9,7,0,100,77.777777777777771,0,0,0,0,0
1,9,7,11.111111111111111,100,77.777777777777771,0,0,0,0,0
2,9,7,22.222222222222221,100,77.777777777777771,0,0,0,0,0
3,9,7,33.333333333333336,100,77.777777777777771,0,0,0,0,0
4,9,7,44.444444444444443,100,77.777777777777771,0,0,0,0,0
5,9,7,55.555555555555557,100,77.777777777777771,0,0,0,0,0
6,9,7,66.666666666666671,100,77.777777777777771,0,0,0,0,0
7,9,7,77.777777777777771,100,77.777777777777771,0,0,0,0,0
8,9,7,88.888888888888886,100,77.777777777777771,0,0,0,0,0
9,9,7,100,100,77.777777777777771,0,0,0,0,0
0,0,8,0,0,88.888888888888886,0,0,0,0,0
1,0,8,11.111111111111111,0,88.888888888888886,0,0,0,0,0
2,0,8,22.222222222222221,0,88.888888888888886,0,0,0,0,0
3,0,8,33.333333333333336,0,88.888888888888886,0,0,0,0,0
4,0,8,44.444444444444443,0,88.888888888888886,0,0,0,0,0
5,0,8,55.555555555555557,0,88.888888888888886,0,0,0,0,0
6,0,8,66.666666666666671,0,88.888888888888886,0,0,0,0,0
7,0,8,77.777777777777771,0,88.888888888888886,0,0,0,0,0
8,0,8,88.888888888888886,0,88.888888888888886,0,0,0,0,0
9,0,8,100,0,88.888888888888886,0,0,0,0,0
0,1,8,0,11.111111111111111,88.888888888888886,0,0,0,0,0
1,1,8,11.111111111111111,11.111111111111111,88.888888888888886,0,0,0,0,0
2,1,8,22.222222222222221,11.111111111111111,88.888888888888886,0,0,0,0,0
3,1,8,33.333333333333336,11.111111111111111,88.888888888888886,0,0,0,0,0
4,1,8,44.444444444444443,11.111111111111111,88.888888888888886,0,0,0,0,0
5,1,8,55.555555555555557,11.111111111111111,88.888888888888886,0,0,0,0,0
6,1,8,66.666666666666671,11.111111111111111,88.888888888888886,0,0,0,0,0
7,1,8,77.777777777777771,11.111111111111111,88.888888888888886,0,0,0,0,0
8,1,8,88.888888888888886,11.111111111111111,88.888888888888886,0,0,0,0,0
9,1,8,100,11.111111111111111,88.888888888888886,0,0,0,0,0
0,2,8,0,22.222222222222221,88.888888888888886,0,0,0,0,0
1,2,8,11.111111111111111,22.222222222222221,88.888888888888886,0,0,0,0,0
2,2,8,22.222222222222221,22.222222222222221,88.888888888888886,0,0,0,0,0
3,2,8,33.333333333333336,22.222222222222221,88.888888888888886,0,0,0,0,0
4,2,8,44.444444444444443,22.222222222222221,88.888888888888886,0,0,0,0,0
5,2,8,55.555555555555557,22.222222222222221,88.888888888888886,0,0,0,0,0
6,2,8,66.666666666666671,22.222222222222221,88.888888888888886,0,0,0,0,0
7,2,8,77.777777777777771,22.222222222222221,88.888888888888886,0,0,0,0,0
8,2,8,88.888888888888886,22.222222222222221,88.888888888888886,0,0,0,0,0
9,2,8,100,22.222222222222221,88.888888888888886,0,0,0,0,0
0,3,8,0,33.333333333333336,88.888888888888886,0,0,0,0,0
1,3,8,11.111111111111111,33.333333333333336,88.888888888888886,0,0,0,0,0
2,3,8,22.222222222222221,33.333333333333336,88.888888888888886,0,0,0,0,0
3,3,8,33.333333333333336,33.333333333333336,88.888888888888886,0,0,0,0,0
4,3,8,44.444444444444443,33.333333333333336,88.888888888888886,0,0,0,0,0
5,3,8,55.555555555555557,33.333333333333336,88.888888888888886,0,0,0,0,0
6,3,8,66.666666666666671,33.333333333333336,88.888888888888886,0,0,0,0,0
7,3,8,77.777777777777771,33.333333333333336,88.888888888888886,0,0,0,0,0
8,3,8,88.888888888888886,33.333333333333336,88.888888888888886,0,0,0,0,0
9,3,8,100,33.333333333333336,88.888888888888886,0,0,0,0,0
0,4,8,0,44.444444444444443,88.888888888888886,0,0,0,0,0
1,4,8,11.111111111111111,44.444444444444443,88.888888888888886,0,0,0,0,0
2,4,8,22.222222222222221,44.444444444444443,88.888888888888886,0,0,0,0,0
3,4,8,33.333333333333336,44.444444444444443,88.888888888888886,0,0,0,0,0
4,4,8,44.444444444444443,44.444444444444443,88.888888888888886,0,0,0,0,0
5,4,8,55.555555555555557,44.444444444444443,88.888888888888886,0,0,0,0,0
6,4,8,66.666666666666671,44.444444444444443,88.888888888888886,0,0,0,0,0
7,4,8,77.777777777777771,44.444444444444443,88.888888888888886,0,0,0,0,0
8,4,8,88.888888888888886,44.444444444444443,88.888888888888886,0,0,0,0,0
9,4,8,100,44.444444444444443,88.888888888888886,0,0,0,0,0
0,5,8,0,55.555555555555557,88.888888888888886,0,0,0,0,0
1,5,8,11.111111111111111,55.555555555555557,88.888888888888886,0,0,0,0,0
2,5,8,22.222222222222221,55.555555555555557,88.888888888888886,0,0,0,0,0
3,5,8,33.333333333333336,55.555555555555557,88.888888888888886,0,0,0,0,0
4,5,8,44.444444444444443,55.555555555555557,88.888888888888886,0,0,0,0,0
5,5,8,55.555555555555557,55.555555555555557,88.888888888888886,0,0,0,0,0
6,5,8,66.666666666666671,55.555555555555557,88.888888888888886,0,0,0,0,0
7,5,8,77.777777777777771,55.555555555555557,88.888888888888886,0,0,0,0,0
8,5,8,88.888888888888886,55.555555555555557,88.888888888888886,0,0,0,0,0
9,5,8,100,55.555555555555557,88.888888888888886,0,0,0,0,0
0,6,8,0,66.666666666666671,88.888888888888886,0,0,0,0,0
1,6,8,11.111111111111111,66.666666666666671,88.888888888888886,0,0,0,0,0
2,6,8,22.222222222222221,66.666666666666671,88.888888888888886,0,0,0,0,0
3,6,8,33.333333333333336,66.666666666666671,88.888888888888886,0,0,0,0,0
4,6,8,44.444444444444443,66.666666666666671,88.888888888888886,0,0,0,0,0
5,6,8,55.555555555555557,66.666666666666671,88.888888888888886,0,0,0,0,0
6,6,8,66.666666666666671,66.666666666666671,88.888888888888886,0,0,0,0,0
7,6,8,77.777777777777771,66.666666666666671,88.888888888888886,0,0,0,0,0
8,6,8,88.888888888888886,66.666666666666671,88.888888888888886,0,0,0,0,0
9,6,8,100,66.666666666666671,88.888888888888886,0,0,0,0,0
0,7,8,0,77.777777777777771,88.888888888888886,0,0,0,0,0
1,7,8,11.111111111111111,77.777777777777771,88.888888888888886,0,0,0,0,0
2,7,8,22.222222222222221,77.777777777777771,88.888888888888886,0,0,0,0,0
3,7,8,33.333333333333336,77.777777777777771,88.888888888888886,0,0,0,0,0
4,7,8,44.444444444444443,77.777777777777771,88.888888888888886,0,0,0,0,0
5,7,8,55.555555555555557,77.777777777777771,88.888888888888886,0,0,0,0,0
6,7,8,66.666666666666671,77.777777777777771,88.888888888888886,0,0,0,0,0
7,7,8,77.777777777777771,77.777777777777771,88.888888888888886,0,0,0,0,0
8,7,8,88.888888888888886,77.777777777777771,88.888888888888886,0,0,0,0,0
9,7,8,100,77.777777777777771,88.888888888888886,0,0,0,0,0
0,8,8,0,88.888888888888886,88.888888888888886,0,0,0,0,0
1,8,8,11.111111111111111,88.888888888888886,88.888888888888886,0,0,0,0,0
2,8,8,22.222222222222221,88.888888888888886,88.888888888888886,0,0,0,0,0
3,8,8,33.333333333333336,88.888888888888886,88.888888888888886,0,0,0,0,0
4,8,8,44.444444444444443,88.888888888888886,88.888888888888886,0,0,0,0,0
5,8,8,55.555555555555557,88.888888888888886,88.888888888888886,0,0,0,0,0
6,8,8,66.666666666666671,88.888888888888886,88.888888888888886,0,0,0,0,0
7,8,8,77.777777777777771,88.888888888888886,88.888888888888886,0,0,0,0,0
8,8,8,88.888888888888886,88.888888888888886,88.888888888888886,0,0,0,0,0
9,8,8,100,88.888888888888886,88.888888888888886,0,0,0,0,0
0,9,8,0,100,88.888888888888886,0,0,0,0,0
1,9,8,11.111111111111111,100,88.888888888888886,0,0,0,0,0
2,9,8,22.222222222222221,100,88.888888888888886,0,0,0,0,0
3,9,8,33.333333333333336,100,88.888888888888886,0,0,0,0,0
4,9,8,44.444444444444443,100,88.888888888888886,0,0,0,0,0
5,9,8,55.555555555555557,100,88.888888888888886,0,0,0,0,0
6,9,8,66.666666666666671,100,88.888888888888886,0,0,0,0,0
7,9,8,77.777777777777771,100,88.888888888888886,0,0,0,0,0
8,9,8,88.888888888888886,100,88.888888888888886,0,0,0,0,0
9,9,8,100,100,88.888888888888886,0,0,0,0,0
0,0,9,0,0,100,0,0,0,0,0
1,0,9,11.111111111111111,0,100,0,0,0,0,0
2,0,9,22.222222222222221,0,100,0,0,0,0,0
3,0,9,33.333333333333336,0,100,0,0,0,0,0
4,0,9,44.444444444444443,0,100,0,0,0,0,0
5,0,9,55.555555555555557,0,100,0,0,0,0,0
6,0,9,66.666666666666671,0,100,0,0,0,0,0
7,0,9,77.777777777777771,0,100,0,0,0,0,0
8,0,9,88.888888888888886,0,100,0,0,0,0,0
9,0,9,100,0,100,0,0,0,0,0
0,1,9,0,11.111111111111111,100,0,0,0,0,0
1,1,9,11.111111111111111,11.111111111111111,100,0,0,0,0,0
2,1,9,22.222222222222221,11.111111111111111,100,0,0,0,0,0
3,1,9,33.333333333333336,11.111111111111111,100,0,0,0,0,0
4,1,9,44.444444444444443,11.111111111111111,100,0,0,0,0,0
5,1,9,55.555555555555557,11.111111111111111,100,0,0,0,0,0
6,1,9,66.666666666666671,11.111111111111111,100,0,0,0,0,0
7,1,9,77.777777777777771,11.111111111111111,100,0,0,0,0,0
8,1,9,88.888888888888886,11.111111111111111,100,0,0,0,0,0
9,1,9,100,11.111111111111111,100,0,0,0,0,0
0,2,9,0,22.222222222222221,100,0,0,0,0,0
1,2,9,11.111111111111111,22.222222222222221,100,0,0,0,0,0
2,2,9,22.222222222222221,22.222222222222221,100,0,0,0,0,0
3,2,9,33.333333333333336,22.222222222222221,100,0,0,0,0,0
4,2,9,44.444444444444443,22.222222222222221,100,0,0,0,0,0
5,2,9,55.555555555555557,22.222222222222221,100,0,0,0,0,0
6,2,9,66.666666666666671,22.222222222222221,100,0,0,0,0,0
7,2,9,77.777777777777771,22.222222222222221,100,0,0,0,0,0
8,2,9,88.888888888888886,22.222222222222221,100,0,0,0,0,0
9,2,9,100,22.222222222222221,100,0,0,0,0,0
0,3,9,0,33.333333333333336,100,0,0,0,0,0
1,3,9,11.111111111111111,33.333333333333336,100,0,0,0,0,0
2,3,9,22.222222222222221,33.333333333333336,100,0,0,0,0,0
3,3,9,33.333333333333336,33.333333333333336,100,0,0,0,0,0
4,3,9,44.444444444444443,33.333333333333336,100,0,0,0,0,0
5,3,9,55.555555555555557,33.333333333333336,100,0,0,0,0,0
6,3,9,66.666666666666671,33.333333333333336,100,0,0,0,0,0
7,3,9,77.777777777777771,33.333333333333336,100,0,0,0,0,0
8,3,9,88.888888888888886,33.333333333333336,100,0,0,0,0,0
9,3,9,100,33.333333333333336,100,0,0,0,0,0
0,4,9,0,44.444444444444443,100,0,0,0,0,0
1,4,9,11.111111111111111,44.444444444444443,100,0,0,0,0,0
2,4,9,22.222222222222221,44.444444444444443,100,0,0,0,0,0
3,4,9,33.333333333333336,44.444444444444443,100,0,0,0,0,0
4,4,9,44.444444444444443,44.444444444444443,100,0,0,0,0,0
5,4,9,55.555555555555557,44.444444444444443,100,0,0,0,0,0
6,4,9,66.666666666666671,44.444444444444443,100,0,0,0,0,0
7,4,9,77.777777777777771,44.444444444444443,100,0,0,0,0,0
8,4,9,88.888888888888886,44.444444444444443,100,0,0,0,0,0
9,4,9,100,44.444444444444443,100,0,0,0,0,0
0,5,9,0,55.555555555555557,100,0,0,0,0,0
1,5,9,11.111111111111111,55.555555555555557,100,0,0,0,0,0
2,5,9,22.222222222222221,55.555555555555557,100,0,0,0,0,0
3,5,9,33.333333333333336,55.555555555555557,100,0,0,0,0,0
4,5,9,44.444444444444443,55.555555555555557,100,0,0,0,0,0
5,5,9,55.555555555555557,55.555555555555557,100,0,0,0,0,0
6,5,9,66.666666666666671,55.555555555555557,100,0,0,0,0,0
7,5,9,77.777777777777771,55.555555555555557,100,0,0,0,0,0
8,5,9,88.888888888888886,55.555555555555557,100,0,0,0,0,0
9,5,9,100,55.555555555555557,100,0,0,0,0,0
0,6,9,0,66.666666666666671,100,0,0,0,0,0
1,6,9,11.111111111111111,66.666666666666671,100,0,0,0,0,0
2,6,9,22.222222222222221,66.666666666666671,100,0,0,0,0,0
3,6,9,33.333333333333336,66.666666666666671,100,0,0,0,0,0
4,6,9,44.444444444444443,66.666666666666671,100,0,0,0,0,0
5,6,9,55.555555555555557,66.666666666666671,100,0,0,0,0,0
6,6,9,66.666666666666671,66.666666666666671,100,0,0,0,0,0
7,6,9,77.777777777777771,66.666666666666671,100,0,0,0,0,0
8,6,9,88.888888888888886,66.666666666666671,100,0,0,0,0,0
9,6,9,100,66.666666666666671,100,0,0,0,0,0
0,7,9,0,77.777777777777771,100,0,0,0,0,0
1,7,9,11.111111111111111,77.777777777777771,100,0,0,0,0,0
2,7,9,22.222222222222221,77.777777777777771,100,0,0,0,0,0
3,7,9,33.333333333333336,77.777777777777771,100,0,0,0,0,0
4,7,9,44.444444444444443,77.777777777777771,100,0,0,0,0,0
5,7,9,55.555555555555557,77.777777777777771,100,0,0,0,0,0
6,7,9,66.666666666666671,77.777777777777771,100,0,0,0,0,0
7,7,9,77.777777777777771,77.777777777777771,100,0,0,0,0,0
8,7,9,88.888888888888886,77.777777777777771,100,0,0,0,0,0
9,7,9,100,77.777777777777771,100,0,0,0,0,0
0,8,9,0,88.888888888888886,100,0,0,0,0,0
1,8,9,11.111111111111111,88.888888888888886,100,0,0,0,0,0
2,8,9,22.222222222222221,88.888888888888886,100,0,0,0,0,0
3,8,9,33.333333333333336,88.888888888888886,100,0,0,0,0,0
4,8,9,44.444444444444443,88.888888888888886,100,0,0,0,0,0
5,8,9,55.555555555555557,88.888888888888886,100,0,0,0,0,0
6,8,9,66.666666666666671,88.888888888888886,100,0,0,0,0,0
7,8,9,77.777777777777771,88.888888888888886,100,0,0,0,0,0
8,8,9,88.888888888888886,88.888888888888886,100,0,0,0,0,0
9,8,9,100,88.888888888888886,100,0,0,0,0,0
0,9,9,0,100,100,0,0,0,0,0
1,9,9,11.111111111111111,100,100,0,0,0,0,0
2,9,9,22.222222222222221,100,100,0,0,0,0,0
3,9,9,33.333333333333336,100,100,0,0,0,0,0
4,9,9,44.444444444444443,100,100,0,0,0,0,0
5,9,9,55.555555555555557,100,100,0,0,0,0,0
6,9,9,66.666666666666671,100,100,0,0,0,0,0
7,9,9,77.777777777777771,100,100,0,0,0,0,0
8,9,9,88.888888888888886,100,100,0,0,0,0,0
9,9,9,100,100,100,0,0,0,0,0
