logical_index,r,real_acc_q16,imag_acc_q16,real,imag,density
236,23.069403714565006,0,0,0,0,0
237,23.167155425219942,0,0,0,0,0
238,23.264907135874878,0,0,0,0,0
239,23.362658846529815,0,0,0,0,0
240,23.460410557184751,0,0,0,0,0
241,23.558162267839688,0,0,0,0,0
242,23.655913978494624,0,0,0,0,0
243,23.75366568914956,0,0,0,0,0
244,23.851417399804497,0,0,0,0,0
245,23.949169110459433,0,0,0,0,0
246,24.046920821114369,0,0,0,0,0
247,24.144672531769306,0,0,0,0,0
248,24.242424242424242,0,0,0,0,0
249,24.340175953079179,0,0,0,0,0
250,24.437927663734115,0,0,0,0,0
251,24.535679374389051,0,0,0,0,0
252,24.633431085043988,0,0,0,0,0
253,24.731182795698924,0,0,0,0,0
254,24.82893450635386,0,0,0,0,0
255,24.926686217008797,0,0,0,0,0
256,25.024437927663733,0,0,0,0,0
257,25.12218963831867,0,0,0,0,0
258,25.219941348973606,0,0,0,0,0
259,25.317693059628542,0,0,0,0,0
260,25.415444770283479,0,0,0,0,0
261,25.513196480938415,0,0,0,0,0
262,25.610948191593351,0,0,0,0,0
263,25.708699902248288,0,0,0,0,0
264,25.806451612903224,0,0,0,0,0
265,25.904203323558161,0,0,0,0,0
266,26.001955034213101,0,0,0,0,0
267,26.099706744868037,0,0,0,0,0
268,26.197458455522973,0,0,0,0,0
269,26.29521016617791,0,0,0,0,0
270,26.392961876832846,0,0,0,0,0
271,26.490713587487782,0,0,0,0,0
272,26.588465298142719,0,0,0,0,0
273,26.686217008797655,0,0,0,0,0
274,26.783968719452592,0,0,0,0,0
275,26.881720430107528,0,0,0,0,0
276,26.979472140762464,0,0,0,0,0
277,27.077223851417401,0,0,0,0,0
278,27.174975562072337,0,0,0,0,0
279,27.272727272727273,0,0,0,0,0
280,27.37047898338221,0,0,0,0,0
281,27.468230694037146,0,0,0,0,0
282,27.565982404692082,0,0,0,0,0
283,27.663734115347019,0,0,0,0,0
284,27.761485826001955,0,0,0,0,0
285,27.859237536656892,0,0,0,0,0
286,27.956989247311828,0,0,0,0,0
287,28.054740957966764,0,0,0,0,0
288,28.152492668621701,0,0,0,0,0
289,28.250244379276637,0,0,0,0,0
290,28.347996089931573,0,0,0,0,0
291,28.44574780058651,0,0,0,0,0
292,28.543499511241446,0,0,0,0,0
293,28.641251221896383,0,0,0,0,0
294,28.739002932551319,0,0,0,0,0
295,28.836754643206255,0,0,0,0,0
296,28.934506353861192,0,0,0,0,0
297,29.032258064516128,0,0,0,0,0
298,29.130009775171064,0,0,0,0,0
299,29.227761485826001,0,0,0,0,0
300,29.325513196480937,0,0,0,0,0
301,29.423264907135874,0,0,0,0,0
302,29.52101661779081,0,0,0,0,0
303,29.618768328445746,0,0,0,0,0
304,29.716520039100683,0,0,0,0,0
305,29.814271749755619,0,0,0,0,0
306,29.912023460410555,0,0,0,0,0
307,30.009775171065495,0,0,0,0,0
308,30.107526881720432,0,0,0,0,0
309,30.205278592375368,0,0,0,0,0
310,30.303030303030305,0,0,0,0,0
311,30.400782013685241,0,0,0,0,0
312,30.498533724340177,0,0,0,0,0
313,30.596285434995114,0,0,0,0,0
314,30.69403714565005,0,0,0,0,0
315,30.791788856304986,0,0,0,0,0
316,30.889540566959923,0,0,0,0,0
317,30.987292277614859,0,0,0,0,0
318,31.085043988269796,0,0,0,0,0
319,31.182795698924732,0,0,0,0,0
320,31.280547409579668,0,0,0,0,0
321,31.378299120234605,0,0,0,0,0
322,31.476050830889541,0,0,0,0,0
323,31.573802541544477,0,0,0,0,0
324,31.671554252199414,0,0,0,0,0
325,31.76930596285435,0,0,0,0,0
326,31.867057673509287,0,0,0,0,0
327,31.964809384164223,0,0,0,0,0
328,32.062561094819159,0,0,0,0,0
329,32.160312805474099,0,0,0,0,0
330,32.258064516129032,0,0,0,0,0
331,32.355816226783972,0,0,0,0,0
332,32.453567937438905,0,0,0,0,0
333,32.551319648093845,0,0,0,0,0
334,32.649071358748778,0,0,0,0,0
335,32.746823069403717,0,0,0,0,0
336,32.84457478005865,0,0,0,0,0
337,32.94232649071359,0,0,0,0,0
338,33.040078201368523,0,0,0,0,0
339,33.137829912023463,0,0,0,0,0
340,33.235581622678396,0,0,0,0,0
341,33.333333333333336,0,0,0,0,0
342,33.431085043988269,0,0,0,0,0
343,33.528836754643208,0,0,0,0,0
344,33.626588465298141,0,0,0,0,0
345,33.724340175953081,0,0,0,0,0
346,33.822091886608014,0,0,0,0,0
347,33.919843597262954,0,0,0,0,0
348,34.017595307917887,0,0,0,0,0
349,34.115347018572827,0,0,0,0,0
350,34.21309872922776,0,0,0,0,0
351,34.310850439882699,0,0,0,0,0
352,34.408602150537632,0,0,0,0,0
353,34.506353861192572,0,0,0,0,0
354,34.604105571847505,0,0,0,0,0
355,34.701857282502445,0,0,0,0,0
356,34.799608993157378,0,0,0,0,0
357,34.897360703812318,0,0,0,0,0
358,34.995112414467251,0,0,0,0,0
359,35.09286412512219,0,0,0,0,0
360,35.190615835777123,0,0,0,0,0
361,35.288367546432063,0,0,0,0,0
362,35.386119257086996,0,0,0,0,0
363,35.483870967741936,0,0,0,0,0
364,35.581622678396869,0,0,0,0,0
365,35.679374389051809,0,0,0,0,0
366,35.777126099706742,0,0,0,0,0
367,35.874877810361681,0,0,0,0,0
368,35.972629521016614,0,0,0,0,0
369,36.070381231671554,0,0,0,0,0
370,36.168132942326494,0,0,0,0,0
371,36.265884652981427,0,0,0,0,0
372,36.363636363636367,0,0,0,0,0
373,36.4613880742913,0,0,0,0,0
374,36.55913978494624,0,0,0,0,0
375,36.656891495601172,0,0,0,0,0
376,36.754643206256112,0,0,0,0,0
377,36.852394916911045,0,0,0,0,0
378,36.950146627565985,0,0,0,0,0
379,37.047898338220918,0,0,0,0,0
380,37.145650048875858,0,0,0,0,0
381,37.243401759530791,0,0,0,0,0
382,37.341153470185731,0,0,0,0,0
383,37.438905180840663,0,0,0,0,0
384,37.536656891495603,0,0,0,0,0
385,37.634408602150536,0,0,0,0,0
386,37.732160312805476,0,0,0,0,0
387,37.829912023460409,0,0,0,0,0
388,37.927663734115349,0,0,0,0,0
389,38.025415444770282,0,0,0,0,0
390,38.123167155425222,0,0,0,0,0
391,38.220918866080154,0,0,0,0,0
392,38.318670576735094,0,0,0,0,0
393,38.416422287390027,0,0,0,0,0
394,38.514173998044967,0,0,0,0,0
395,38.6119257086999,0,0,0,0,0
396,38.70967741935484,0,0,0,0,0
397,38.807429130009773,0,0,0,0,0
398,38.905180840664713,0,0,0,0,0
399,39.002932551319645,0,0,0,0,0
400,39.100684261974585,0,0,0,0,0
401,39.198435972629518,0,0,0,0,0
402,39.296187683284458,0,0,0,0,0
403,39.393939393939391,0,0,0,0,0
404,39.491691104594331,0,0,0,0,0
405,39.589442815249264,0,0,0,0,0
406,39.687194525904204,0,0,0,0,0
407,39.784946236559136,0,0,0,0,0
408,39.882697947214076,0,0,0,0,0
409,39.980449657869009,0,0,0,0,0
410,40.078201368523949,0,0,0,0,0
411,40.175953079178889,0,0,0,0,0
412,40.273704789833822,0,0,0,0,0
413,40.371456500488762,0,0,0,0,0
414,40.469208211143695,0,0,0,0,0
415,40.566959921798635,0,0,0,0,0
416,40.664711632453567,0,0,0,0,0
417,40.762463343108507,0,0,0,0,0
418,40.86021505376344,0,0,0,0,0
419,40.95796676441838,0,0,0,0,0
420,41.055718475073313,0,0,0,0,0
421,41.153470185728253,0,0,0,0,0
422,41.251221896383186,0,0,0,0,0
423,41.348973607038126,0,0,0,0,0
424,41.446725317693058,0,0,0,0,0
425,41.544477028347998,0,0,0,0,0
426,41.642228739002931,0,0,0,0,0
427,41.739980449657871,0,0,0,0,0
428,41.837732160312804,0,0,0,0,0
429,41.935483870967744,0,0,0,0,0
430,42.033235581622677,0,0,0,0,0
431,42.130987292277617,0,0,0,0,0
432,42.228739002932549,0,0,0,0,0
433,42.326490713587489,0,0,0,0,0
434,42.424242424242422,0,0,0,0,0
435,42.521994134897362,0,0,0,0,0
436,42.619745845552295,0,0,0,0,0
437,42.717497556207235,0,0,0,0,0
438,42.815249266862168,0,0,0,0,0
439,42.913000977517108,0,0,0,0,0
440,43.01075268817204,0,0,0,0,0
441,43.10850439882698,0,0,0,0,0
442,43.206256109481913,0,0,0,0,0
443,43.304007820136853,0,0,0,0,0
444,43.401759530791786,0,0,0,0,0
445,43.499511241446726,0,0,0,0,0
446,43.597262952101659,0,0,0,0,0
447,43.695014662756599,0,0,0,0,0
448,43.792766373411531,0,0,0,0,0
449,43.890518084066471,0,0,0,0,0
450,43.988269794721404,0,0,0,0,0
451,44.086021505376344,0,0,0,0,0
452,44.183773216031284,0,0,0,0,0
453,44.281524926686217,0,0,0,0,0
454,44.379276637341157,0,0,0,0,0
455,44.47702834799609,0,0,0,0,0
456,44.574780058651029,0,0,0,0,0
457,44.672531769305962,0,0,0,0,0
458,44.770283479960902,0,0,0,0,0
459,44.868035190615835,0,0,0,0,0
460,44.965786901270775,0,0,0,0,0
461,45.063538611925708,0,0,0,0,0
462,45.161290322580648,0,0,0,0,0
463,45.259042033235581,0,0,0,0,0
464,45.35679374389052,0,0,0,0,0
465,45.454545454545453,0,0,0,0,0
466,45.552297165200393,0,0,0,0,0
467,45.650048875855326,0,0,0,0,0
468,45.747800586510266,0,0,0,0,0
469,45.845552297165199,0,0,0,0,0
470,45.943304007820139,0,0,0,0,0
471,46.041055718475072,0,0,0,0,0
472,46.138807429130011,0,0,0,0,0
473,46.236559139784944,0,0,0,0,0
474,46.334310850439884,0,0,0,0,0
475,46.432062561094817,0,0,0,0,0
476,46.529814271749757,0,0,0,0,0
477,46.62756598240469,0,0,0,0,0
478,46.72531769305963,0,0,0,0,0
479,46.823069403714562,0,0,0,0,0
480,46.920821114369502,0,0,0,0,0
481,47.018572825024435,0,0,0,0,0
482,47.116324535679375,0,0,0,0,0
483,47.214076246334308,0,0,0,0,0
484,47.311827956989248,0,0,0,0,0
485,47.409579667644181,0,0,0,0,0
486,47.507331378299121,0,0,0,0,0
487,47.605083088954053,0,0,0,0,0
488,47.702834799608993,0,0,0,0,0
489,47.800586510263926,0,0,0,0,0
490,47.898338220918866,0,0,0,0,0
491,47.996089931573799,0,0,0,0,0
492,48.093841642228739,0,0,0,0,0
493,48.191593352883679,0,0,0,0,0
494,48.289345063538612,0,0,0,0,0
495,48.387096774193552,0,0,0,0,0
496,48.484848484848484,0,0,0,0,0
497,48.582600195503424,0,0,0,0,0
498,48.680351906158357,0,0,0,0,0
499,48.778103616813297,0,0,0,0,0
500,48.87585532746823,0,0,0,0,0
501,48.97360703812317,0,0,0,0,0
502,49.071358748778103,0,0,0,0,0
503,49.169110459433043,0,0,0,0,0
504,49.266862170087975,0,0,0,0,0
505,49.364613880742915,0,0,0,0,0
506,49.462365591397848,0,0,0,0,0
507,49.560117302052788,0,0,0,0,0
508,49.657869012707721,0,0,0,0,0
509,49.755620723362661,0,0,0,0,0
510,49.853372434017594,0,0,0,0,0
511,49.951124144672534,0,0,0,0,0
512,50.048875855327466,0,0,0,0,0
513,50.146627565982406,0,0,0,0,0
514,50.244379276637339,0,0,0,0,0
515,50.342130987292279,0,0,0,0,0
516,50.439882697947212,0,0,0,0,0
517,50.537634408602152,0,0,0,0,0
518,50.635386119257085,0,0,0,0,0
519,50.733137829912025,0,0,0,0,0
520,50.830889540566957,0,0,0,0,0
521,50.928641251221897,0,0,0,0,0
522,51.02639296187683,0,0,0,0,0
523,51.12414467253177,0,0,0,0,0
524,51.221896383186703,0,0,0,0,0
525,51.319648093841643,0,0,0,0,0
526,51.417399804496576,0,0,0,0,0
527,51.515151515151516,0,0,0,0,0
528,51.612903225806448,0,0,0,0,0
529,51.710654936461388,0,0,0,0,0
530,51.808406647116321,0,0,0,0,0
531,51.906158357771261,0,0,0,0,0
532,52.003910068426201,0,0,0,0,0
533,52.101661779081134,0,0,0,0,0
534,52.199413489736074,0,0,0,0,0
535,52.297165200391007,0,0,0,0,0
536,52.394916911045947,0,0,0,0,0
537,52.492668621700879,0,0,0,0,0
538,52.590420332355819,0,0,0,0,0
539,52.688172043010752,0,0,0,0,0
540,52.785923753665692,0,0,0,0,0
541,52.883675464320625,0,0,0,0,0
542,52.981427174975565,0,0,0,0,0
543,53.079178885630498,0,0,0,0,0
544,53.176930596285438,0,0,0,0,0
545,53.27468230694037,0,0,0,0,0
546,53.37243401759531,0,0,0,0,0
547,53.470185728250243,0,0,0,0,0
548,53.567937438905183,0,0,0,0,0
549,53.665689149560116,0,0,0,0,0
550,53.763440860215056,0,0,0,0,0
551,53.861192570869989,0,0,0,0,0
552,53.958944281524928,0,0,0,0,0
553,54.056695992179861,0,0,0,0,0
554,54.154447702834801,0,0,0,0,0
555,54.252199413489734,0,0,0,0,0
556,54.349951124144674,0,0,0,0,0
557,54.447702834799607,0,0,0,0,0
558,54.545454545454547,0,0,0,0,0
559,54.64320625610948,0,0,0,0,0
560,54.740957966764419,0,0,0,0,0
561,54.838709677419352,0,0,0,0,0
562,54.936461388074292,0,0,0,0,0
563,55.034213098729225,0,0,0,0,0
564,55.131964809384165,0,0,0,0,0
565,55.229716520039098,0,0,0,0,0
566,55.327468230694038,0,0,0,0,0
567,55.425219941348971,0,0,0,0,0
568,55.52297165200391,0,0,0,0,0
569,55.620723362658843,0,0,0,0,0
570,55.718475073313783,0,0,0,0,0
571,55.816226783968716,0,0,0,0,0
572,55.913978494623656,0,0,0,0,0
573,56.011730205278596,0,0,0,0,0
574,56.109481915933529,0,0,0,0,0
575,56.207233626588469,0,0,0,0,0
576,56.304985337243401,0,0,0,0,0
577,56.402737047898341,0,0,0,0,0
578,56.500488758553274,0,0,0,0,0
579,56.598240469208214,0,0,0,0,0
580,56.695992179863147,0,0,0,0,0
581,56.793743890518087,0,0,0,0,0
582,56.89149560117302,0,0,0,0,0
583,56.98924731182796,0,0,0,0,0
584,57.086999022482892,0,0,0,0,0
585,57.184750733137832,0,0,0,0,0
586,57.282502443792765,0,0,0,0,0
587,57.380254154447705,0,0,0,0,0
588,57.478005865102638,0,0,0,0,0
589,57.575757575757578,0,0,0,0,0
590,57.673509286412511,0,0,0,0,0
591,57.771260997067451,0,0,0,0,0
592,57.869012707722383,0,0,0,0,0
593,57.966764418377323,0,0,0,0,0
594,58.064516129032256,0,0,0,0,0
595,58.162267839687196,0,0,0,0,0
596,58.260019550342129,0,0,0,0,0
597,58.357771260997069,0,0,0,0,0
598,58.455522971652002,0,0,0,0,0
599,58.553274682306942,0,0,0,0,0
600,58.651026392961874,0,0,0,0,0
601,58.748778103616814,0,0,0,0,0
602,58.846529814271747,0,0,0,0,0
603,58.944281524926687,0,0,0,0,0
604,59.04203323558162,0,0,0,0,0
605,59.13978494623656,0,0,0,0,0
606,59.237536656891493,0,0,0,0,0
607,59.335288367546433,0,0,0,0,0
608,59.433040078201365,0,0,0,0,0
609,59.530791788856305,0,0,0,0,0
610,59.628543499511238,0,0,0,0,0
611,59.726295210166178,0,0,0,0,0
612,59.824046920821111,0,0,0,0,0
613,59.921798631476051,0,0,0,0,0
614,60.019550342130991,0,0,0,0,0
615,60.117302052785924,0,0,0,0,0
616,60.215053763440864,0,0,0,0,0
617,60.312805474095796,0,0,0,0,0
618,60.410557184750736,0,0,0,0,0
619,60.508308895405669,0,0,0,0,0
620,60.606060606060609,0,0,0,0,0
621,60.703812316715542,0,0,0,0,0
622,60.801564027370482,0,0,0,0,0
623,60.899315738025415,0,0,0,0,0
624,60.997067448680355,0,0,0,0,0
625,61.094819159335287,0,0,0,0,0
626,61.192570869990227,0,0,0,0,0
627,61.29032258064516,0,0,0,0,0
628,61.3880742913001,0,0,0,0,0
629,61.485826001955033,0,0,0,0,0
630,61.583577712609973,0,0,0,0,0
631,61.681329423264906,0,0,0,0,0
632,61.779081133919846,0,0,0,0,0
633,61.876832844574778,0,0,0,0,0
634,61.974584555229718,0,0,0,0,0
635,62.072336265884651,0,0,0,0,0
636,62.170087976539591,0,0,0,0,0
637,62.267839687194524,0,0,0,0,0
638,62.365591397849464,0,0,0,0,0
639,62.463343108504397,0,0,0,0,0
640,62.561094819159337,0,0,0,0,0
641,62.658846529814269,0,0,0,0,0
642,62.756598240469209,0,0,0,0,0
643,62.854349951124142,0,0,0,0,0
644,62.952101661779082,0,0,0,0,0
645,63.049853372434015,0,0,0,0,0
646,63.147605083088955,0,0,0,0,0
647,63.245356793743888,0,0,0,0,0
648,63.343108504398828,0,0,0,0,0
649,63.44086021505376,0,0,0,0,0
650,63.5386119257087,0,0,0,0,0
651,63.636363636363633,0,0,0,0,0
652,63.734115347018573,0,0,0,0,0
653,63.831867057673506,0,0,0,0,0
654,63.929618768328446,0,0,0,0,0
655,64.027370478983386,0,0,0,0,0
656,64.125122189638319,0,0,0,0,0
657,64.222873900293251,0,0,0,0,0
658,64.320625610948198,0,0,0,0,0
659,64.418377321603131,0,0,0,0,0
660,64.516129032258064,0,0,0,0,0
661,64.613880742912997,0,0,0,0,0
662,64.711632453567944,0,0,0,0,0
663,64.809384164222877,0,0,0,0,0
664,64.90713587487781,0,0,0,0,0
665,65.004887585532742,0,0,0,0,0
666,65.102639296187689,0,0,0,0,0
667,65.200391006842622,0,0,0,0,0
668,65.298142717497555,0,0,0,0,0
669,65.395894428152488,0,0,0,0,0
670,65.493646138807435,0,0,0,0,0
671,65.591397849462368,0,0,0,0,0
672,65.689149560117301,0,0,0,0,0
673,65.786901270772233,0,0,0,0,0
674,65.88465298142718,0,0,0,0,0
675,65.982404692082113,0,0,0,0,0
676,66.080156402737046,0,0,0,0,0
677,66.177908113391979,0,0,0,0,0
678,66.275659824046926,0,0,0,0,0
679,66.373411534701859,0,0,0,0,0
680,66.471163245356792,0,0,0,0,0
681,66.568914956011724,0,0,0,0,0
682,66.666666666666671,0,0,0,0,0
683,66.764418377321604,0,0,0,0,0
684,66.862170087976537,0,0,0,0,0
685,66.95992179863147,0,0,0,0,0
686,67.057673509286417,0,0,0,0,0
687,67.15542521994135,0,0,0,0,0
688,67.253176930596283,0,0,0,0,0
689,67.350928641251215,0,0,0,0,0
