logical_i,logical_j,x,y,real_acc_q16,imag_acc_q16,real,imag,density
3,3,20,20,0,0,0,0,0
4,3,26.666666666666668,20,0,0,0,0,0
5,3,33.333333333333336,20,0,0,0,0,0
6,3,40,20,0,0,0,0,0
7,3,46.666666666666664,20,0,0,0,0,0
8,3,53.333333333333336,20,0,0,0,0,0
9,3,60,20,0,0,0,0,0
10,3,66.666666666666671,20,0,0,0,0,0
11,3,73.333333333333329,20,0,0,0,0,0
12,3,80,20,0,0,0,0,0
13,3,86.666666666666671,20,0,0,0,0,0
14,3,93.333333333333329,20,0,0,0,0,0
15,3,100,20,0,0,0,0,0
0,4,0,26.666666666666668,0,0,0,0,0
1,4,6.666666666666667,26.666666666666668,0,0,0,0,0
2,4,13.333333333333334,26.666666666666668,0,0,0,0,0
3,4,20,26.666666666666668,0,0,0,0,0
4,4,26.666666666666668,26.666666666666668,0,0,0,0,0
5,4,33.333333333333336,26.666666666666668,0,0,0,0,0
6,4,40,26.666666666666668,0,0,0,0,0
7,4,46.666666666666664,26.666666666666668,0,0,0,0,0
8,4,53.333333333333336,26.666666666666668,0,0,0,0,0
9,4,60,26.666666666666668,0,0,0,0,0
10,4,66.666666666666671,26.666666666666668,0,0,0,0,0
11,4,73.333333333333329,26.666666666666668,0,0,0,0,0
12,4,80,26.666666666666668,0,0,0,0,0
13,4,86.666666666666671,26.666666666666668,0,0,0,0,0
14,4,93.333333333333329,26.666666666666668,0,0,0,0,0
15,4,100,26.666666666666668,0,0,0,0,0
0,5,0,33.333333333333336,0,0,0,0,0
1,5,6.666666666666667,33.333333333333336,0,0,0,0,0
2,5,13.333333333333334,33.333333333333336,0,0,0,0,0
3,5,20,33.333333333333336,0,0,0,0,0
4,5,26.666666666666668,33.333333333333336,0,0,0,0,0
5,5,33.333333333333336,33.333333333333336,0,0,0,0,0
6,5,40,33.333333333333336,0,0,0,0,0
7,5,46.666666666666664,33.333333333333336,0,0,0,0,0
8,5,53.333333333333336,33.333333333333336,0,0,0,0,0
9,5,60,33.333333333333336,0,0,0,0,0
10,5,66.666666666666671,33.333333333333336,0,0,0,0,0
11,5,73.333333333333329,33.333333333333336,0,0,0,0,0
12,5,80,33.333333333333336,0,0,0,0,0
13,5,86.666666666666671,33.333333333333336,0,0,0,0,0
14,5,93.333333333333329,33.333333333333336,0,0,0,0,0
15,5,100,33.333333333333336,0,0,0,0,0
0,6,0,40,0,0,0,0,0
1,6,6.666666666666667,40,0,0,0,0,0
2,6,13.333333333333334,40,0,0,0,0,0
3,6,20,40,0,0,0,0,0
4,6,26.666666666666668,40,0,0,0,0,0
5,6,33.333333333333336,40,0,0,0,0,0
6,6,40,40,0,0,0,0,0
7,6,46.666666666666664,40,0,0,0,0,0
8,6,53.333333333333336,40,0,0,0,0,0
9,6,60,40,0,0,0,0,0
10,6,66.666666666666671,40,0,0,0,0,0
11,6,73.333333333333329,40,0,0,0,0,0
12,6,80,40,0,0,0,0,0
13,6,86.666666666666671,40,0,0,0,0,0
14,6,93.333333333333329,40,0,0,0,0,0
15,6,100,40,0,0,0,0,0
0,7,0,46.666666666666664,0,0,0,0,0
1,7,6.666666666666667,46.666666666666664,0,0,0,0,0
2,7,13.333333333333334,46.666666666666664,0,0,0,0,0
3,7,20,46.666666666666664,0,0,0,0,0
4,7,26.666666666666668,46.666666666666664,0,0,0,0,0
5,7,33.333333333333336,46.666666666666664,0,0,0,0,0
6,7,40,46.666666666666664,0,0,0,0,0
7,7,46.666666666666664,46.666666666666664,0,0,0,0,0
8,7,53.333333333333336,46.666666666666664,0,0,0,0,0
9,7,60,46.666666666666664,0,0,0,0,0
10,7,66.666666666666671,46.666666666666664,0,0,0,0,0
11,7,73.333333333333329,46.666666666666664,0,0,0,0,0
12,7,80,46.666666666666664,0,0,0,0,0
13,7,86.666666666666671,46.666666666666664,0,0,0,0,0
14,7,93.333333333333329,46.666666666666664,0,0,0,0,0
15,7,100,46.666666666666664,0,0,0,0,0
0,8,0,53.333333333333336,0,0,0,0,0
1,8,6.666666666666667,53.333333333333336,0,0,0,0,0
2,8,13.333333333333334,53.333333333333336,0,0,0,0,0
3,8,20,53.333333333333336,0,0,0,0,0
4,8,26.666666666666668,53.333333333333336,0,0,0,0,0
5,8,33.333333333333336,53.333333333333336,0,0,0,0,0
6,8,40,53.333333333333336,0,0,0,0,0
7,8,46.666666666666664,53.333333333333336,0,0,0,0,0
8,8,53.333333333333336,53.333333333333336,0,0,0,0,0
9,8,60,53.333333333333336,0,0,0,0,0
10,8,66.666666666666671,53.333333333333336,0,0,0,0,0
11,8,73.333333333333329,53.333333333333336,0,0,0,0,0
12,8,80,53.333333333333336,0,0,0,0,0
13,8,86.666666666666671,53.333333333333336,0,0,0,0,0
14,8,93.333333333333329,53.333333333333336,0,0,0,0,0
15,8,100,53.333333333333336,0,0,0,0,0
0,9,0,60,0,0,0,0,0
1,9,6.666666666666667,60,0,0,0,0,0
2,9,13.333333333333334,60,0,0,0,0,0
3,9,20,60,0,0,0,0,0
4,9,26.666666666666668,60,0,0,0,0,0
5,9,33.333333333333336,60,0,0,0,0,0
6,9,40,60,0,0,0,0,0
7,9,46.666666666666664,60,0,0,0,0,0
8,9,53.333333333333336,60,0,0,0,0,0
9,9,60,60,0,0,0,0,0
10,9,66.666666666666671,60,0,0,0,0,0
11,9,73.333333333333329,60,0,0,0,0,0
12,9,80,60,0,0,0,0,0
13,9,86.666666666666671,60,0,0,0,0,0
14,9,93.333333333333329,60,0,0,0,0,0
15,9,100,60,0,0,0,0,0
0,10,0,66.666666666666671,0,0,0,0,0
1,10,6.666666666666667,66.666666666666671,0,0,0,0,0
2,10,13.333333333333334,66.666666666666671,0,0,0,0,0
3,10,20,66.666666666666671,0,0,0,0,0
4,10,26.666666666666668,66.666666666666671,0,0,0,0,0
5,10,33.333333333333336,66.666666666666671,0,0,0,0,0
6,10,40,66.666666666666671,0,0,0,0,0
7,10,46.666666666666664,66.666666666666671,0,0,0,0,0
8,10,53.333333333333336,66.666666666666671,0,0,0,0,0
9,10,60,66.666666666666671,0,0,0,0,0
10,10,66.666666666666671,66.666666666666671,0,0,0,0,0
11,10,73.333333333333329,66.666666666666671,0,0,0,0,0
12,10,80,66.666666666666671,0,0,0,0,0
13,10,86.666666666666671,66.666666666666671,0,0,0,0,0
14,10,93.333333333333329,66.666666666666671,0,0,0,0,0
15,10,100,66.666666666666671,0,0,0,0,0
0,11,0,73.333333333333329,0,0,0,0,0
1,11,6.666666666666667,73.333333333333329,0,0,0,0,0
2,11,13.333333333333334,73.333333333333329,0,0,0,0,0
3,11,20,73.333333333333329,0,0,0,0,0
4,11,26.666666666666668,73.333333333333329,0,0,0,0,0
5,11,33.333333333333336,73.333333333333329,0,0,0,0,0
6,11,40,73.333333333333329,0,0,0,0,0
7,11,46.666666666666664,73.333333333333329,0,0,0,0,0
8,11,53.333333333333336,73.333333333333329,0,0,0,0,0
9,11,60,73.333333333333329,0,0,0,0,0
10,11,66.666666666666671,73.333333333333329,0,0,0,0,0
11,11,73.333333333333329,73.333333333333329,0,0,0,0,0
12,11,80,73.333333333333329,0,0,0,0,0
13,11,86.666666666666671,73.333333333333329,0,0,0,0,0
14,11,93.333333333333329,73.333333333333329,0,0,0,0,0
15,11,100,73.333333333333329,0,0,0,0,0
0,12,0,80,0,0,0,0,0
1,12,6.666666666666667,80,0,0,0,0,0
2,12,13.333333333333334,80,0,0,0,0,0
3,12,20,80,0,0,0,0,0
4,12,26.666666666666668,80,0,0,0,0,0
5,12,33.333333333333336,80,0,0,0,0,0
6,12,40,80,0,0,0,0,0
7,12,46.666666666666664,80,0,0,0,0,0
8,12,53.333333333333336,80,0,0,0,0,0
9,12,60,80,0,0,0,0,0
10,12,66.666666666666671,80,0,0,0,0,0
11,12,73.333333333333329,80,0,0,0,0,0
12,12,80,80,0,0,0,0,0
13,12,86.666666666666671,80,0,0,0,0,0
14,12,93.333333333333329,80,0,0,0,0,0
15,12,100,80,0,0,0,0,0
0,13,0,86.666666666666671,0,0,0,0,0
1,13,6.666666666666667,86.666666666666671,0,0,0,0,0
2,13,13.333333333333334,86.666666666666671,0,0,0,0,0
3,13,20,86.666666666666671,0,0,0,0,0
4,13,26.666666666666668,86.666666666666671,0,0,0,0,0
5,13,33.333333333333336,86.666666666666671,0,0,0,0,0
6,13,40,86.666666666666671,0,0,0,0,0
7,13,46.666666666666664,86.666666666666671,0,0,0,0,0
8,13,53.333333333333336,86.666666666666671,0,0,0,0,0
9,13,60,86.666666666666671,0,0,0,0,0
10,13,66.666666666666671,86.666666666666671,0,0,0,0,0
11,13,73.333333333333329,86.666666666666671,0,0,0,0,0
12,13,80,86.666666666666671,0,0,0,0,0
13,13,86.666666666666671,86.666666666666671,0,0,0,0,0
14,13,93.333333333333329,86.666666666666671,0,0,0,0,0
15,13,100,86.666666666666671,0,0,0,0,0
0,14,0,93.333333333333329,0,0,0,0,0
1,14,6.666666666666667,93.333333333333329,0,0,0,0,0
2,14,13.333333333333334,93.333333333333329,0,0,0,0,0
3,14,20,93.333333333333329,0,0,0,0,0
4,14,26.666666666666668,93.333333333333329,0,0,0,0,0
5,14,33.333333333333336,93.333333333333329,0,0,0,0,0
6,14,40,93.333333333333329,0,0,0,0,0
7,14,46.666666666666664,93.333333333333329,0,0,0,0,0
8,14,53.333333333333336,93.333333333333329,0,0,0,0,0
9,14,60,93.333333333333329,0,0,0,0,0
10,14,66.666666666666671,93.333333333333329,0,0,0,0,0
11,14,73.333333333333329,93.333333333333329,0,0,0,0,0
12,14,80,93.333333333333329,0,0,0,0,0
13,14,86.666666666666671,93.333333333333329,0,0,0,0,0
14,14,93.333333333333329,93.333333333333329,0,0,0,0,0
15,14,100,93.333333333333329,0,0,0,0,0
0,15,0,100,0,0,0,0,0
1,15,6.666666666666667,100,0,0,0,0,0
2,15,13.333333333333334,100,0,0,0,0,0
3,15,20,100,0,0,0,0,0
4,15,26.666666666666668,100,0,0,0,0,0
5,15,33.333333333333336,100,0,0,0,0,0
6,15,40,100,0,0,0,0,0
7,15,46.666666666666664,100,0,0,0,0,0
8,15,53.333333333333336,100,0,0,0,0,0
9,15,60,100,0,0,0,0,0
10,15,66.666666666666671,100,0,0,0,0,0
11,15,73.333333333333329,100,0,0,0,0,0
12,15,80,100,0,0,0,0,0
13,15,86.666666666666671,100,0,0,0,0,0
14,15,93.333333333333329,100,0,0,0,0,0
15,15,100,100,0,0,0,0,0
