site,x,y,z,reference_psi,hardware_psi,reference_density,hardware_density,density_error
42,2,5,0,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
43,3,5,0,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
44,4,5,0,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
45,5,5,0,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
46,6,5,0,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
47,7,5,0,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
48,0,6,0,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
49,1,6,0,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
50,2,6,0,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
51,3,6,0,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
52,4,6,0,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
53,5,6,0,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
54,6,6,0,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
55,7,6,0,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
56,0,7,0,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
57,1,7,0,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
58,2,7,0,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
59,3,7,0,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
60,4,7,0,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
61,5,7,0,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
62,6,7,0,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
63,7,7,0,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
64,0,0,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
65,1,0,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
66,2,0,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
67,3,0,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
68,4,0,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
69,5,0,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
70,6,0,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
71,7,0,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
72,0,1,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
73,1,1,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
74,2,1,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
75,3,1,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
76,4,1,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
77,5,1,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
78,6,1,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
79,7,1,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
80,0,2,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
81,1,2,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
82,2,2,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
83,3,2,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
84,4,2,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
85,5,2,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
86,6,2,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
87,7,2,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
88,0,3,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
89,1,3,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
90,2,3,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
91,3,3,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
92,4,3,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
93,5,3,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
94,6,3,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
95,7,3,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
96,0,4,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
97,1,4,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
98,2,4,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
99,3,4,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
100,4,4,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
101,5,4,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
102,6,4,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
103,7,4,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
104,0,5,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
105,1,5,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
106,2,5,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
107,3,5,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
108,4,5,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
109,5,5,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
110,6,5,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
111,7,5,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
112,0,6,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
113,1,6,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
114,2,6,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
115,3,6,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
116,4,6,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
117,5,6,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
118,6,6,1,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
119,7,6,1,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
120,0,7,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
121,1,7,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
122,2,7,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
123,3,7,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
124,4,7,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
125,5,7,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
126,6,7,1,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
127,7,7,1,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
128,0,0,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
129,1,0,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
130,2,0,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
131,3,0,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
132,4,0,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
133,5,0,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
134,6,0,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
135,7,0,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
136,0,1,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
137,1,1,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
138,2,1,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
139,3,1,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
140,4,1,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
141,5,1,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
142,6,1,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
143,7,1,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
144,0,2,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
145,1,2,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
146,2,2,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
147,3,2,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
148,4,2,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
149,5,2,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
150,6,2,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
151,7,2,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
152,0,3,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
153,1,3,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
154,2,3,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
155,3,3,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
156,4,3,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
157,5,3,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
158,6,3,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
159,7,3,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
160,0,4,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
161,1,4,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
162,2,4,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
163,3,4,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
164,4,4,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
165,5,4,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
166,6,4,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
167,7,4,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
168,0,5,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
169,1,5,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
170,2,5,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
171,3,5,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
172,4,5,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
173,5,5,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
174,6,5,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
175,7,5,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
176,0,6,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
177,1,6,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
178,2,6,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
179,3,6,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
180,4,6,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
181,5,6,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
182,6,6,2,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
183,7,6,2,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
184,0,7,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
185,1,7,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
186,2,7,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
187,3,7,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
188,4,7,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
189,5,7,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
190,6,7,2,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
191,7,7,2,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
192,0,0,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
193,1,0,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
194,2,0,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
195,3,0,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
196,4,0,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
197,5,0,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
198,6,0,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
199,7,0,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
200,0,1,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
201,1,1,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
202,2,1,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
203,3,1,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
204,4,1,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
205,5,1,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
206,6,1,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
207,7,1,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
208,0,2,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
209,1,2,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
210,2,2,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
211,3,2,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
212,4,2,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
213,5,2,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
214,6,2,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
215,7,2,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
216,0,3,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
217,1,3,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
218,2,3,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
219,3,3,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
220,4,3,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
221,5,3,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
222,6,3,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
223,7,3,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
224,0,4,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
225,1,4,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
226,2,4,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
227,3,4,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
228,4,4,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
229,5,4,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
230,6,4,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
231,7,4,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
232,0,5,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
233,1,5,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
234,2,5,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
235,3,5,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
236,4,5,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
237,5,5,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
238,6,5,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
239,7,5,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
240,0,6,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
241,1,6,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
242,2,6,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
243,3,6,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
244,4,6,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
245,5,6,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
246,6,6,3,-2769.880859375,-2769.880859375,7672239.9751319885,7672239.9751319885,0
247,7,6,3,-1463.0921630859375,-1463.0921630859,2140638.6776834875,2140638.6776833776,-1.0989606380462646e-07
248,0,7,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
249,1,7,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
250,2,7,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
251,3,7,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
252,4,7,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
253,5,7,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
254,6,7,3,-20247.830215454102,-20247.830215454102,409974628.43385607,409974628.43385607,0
255,7,7,3,-13786.406585693359,-13786.406585693399,190065006.54604924,190065006.54605034,1.1026859283447266e-06
256,0,0,4,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
257,1,0,4,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
258,2,0,4,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
259,3,0,4,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
260,4,0,4,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
261,5,0,4,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
262,6,0,4,4815.9754943847656,4815.9754943848002,23193619.962514587,23193619.962514922,3.3527612686157227e-07
263,7,0,4,-31200.534973144531,-31200.534973144499,973473382.61041498,973473382.61041296,-2.0265579223632812e-06
264,0,1,4,7779.2180480957031,7779.2180480957004,60516233.43981792,60516233.439817876,-4.4703483581542969e-08
265,1,1,4,18682.799102783203,18682.799102783199,349046982.31495684,349046982.31495672,-1.1920928955078125e-07
