site,x,y,z,psi_q16,psi_hex,psi_float,psi_prev_q16,psi_prev_hex,psi_prev_float,m_prev_q16,m_prev_hex,m_prev_float
63,7,7,0,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
64,0,0,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
65,1,0,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
66,2,0,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
67,3,0,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
68,4,0,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
69,5,0,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
70,6,0,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
71,7,0,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
72,0,1,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
73,1,1,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
74,2,1,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
75,3,1,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
76,4,1,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
77,5,1,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
78,6,1,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
79,7,1,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
80,0,2,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
81,1,2,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
82,2,2,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
83,3,2,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
84,4,2,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
85,5,2,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
86,6,2,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
87,7,2,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
88,0,3,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
89,1,3,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
90,2,3,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
91,3,3,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
92,4,3,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
93,5,3,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
94,6,3,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
95,7,3,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
96,0,4,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
97,1,4,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
98,2,4,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
99,3,4,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
100,4,4,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
101,5,4,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
102,6,4,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
103,7,4,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
104,0,5,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
105,1,5,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
106,2,5,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
107,3,5,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
108,4,5,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
109,5,5,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
110,6,5,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
111,7,5,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
112,0,6,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
113,1,6,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
114,2,6,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
115,3,6,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
116,4,6,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
117,5,6,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
118,6,6,1,-181526912,0xF52E1E80,-2769.880859375,915598134,0x3692EB36,13970.91879272461,-18895997,0xFEDFAB83,-288.3300323486328
119,7,6,1,-95885208,0xFA48E868,-1463.0921630859375,1025711497,0x3D231D89,15651.115371704102,-267881,0xFFFBE997,-4.0875396728515625
120,0,7,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
121,1,7,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
122,2,7,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
123,3,7,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
124,4,7,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
125,5,7,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
126,6,7,1,-1326961801,0xB0E82B77,-20247.8302154541,712707779,0x2A7B0EC3,10875.057662963867,19779394,0x012DCF42,301.8096008300781
127,7,7,1,-903505942,0xCA2597EA,-13786.40658569336,-128430213,0xF8584F7B,-1959.6895294189453,66910812,0x03FCFA5C,1020.9779663085938
128,0,0,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
129,1,0,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
130,2,0,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
131,3,0,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
132,4,0,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
133,5,0,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
134,6,0,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
135,7,0,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
136,0,1,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
137,1,1,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
138,2,1,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
139,3,1,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
140,4,1,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
141,5,1,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
142,6,1,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
143,7,1,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
144,0,2,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
145,1,2,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
146,2,2,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
147,3,2,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
148,4,2,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
149,5,2,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
150,6,2,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
151,7,2,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
152,0,3,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
153,1,3,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
154,2,3,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
155,3,3,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
156,4,3,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
157,5,3,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
158,6,3,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
159,7,3,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
160,0,4,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
161,1,4,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
162,2,4,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
163,3,4,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
164,4,4,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
165,5,4,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
166,6,4,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
167,7,4,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
168,0,5,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
169,1,5,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
170,2,5,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
171,3,5,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
172,4,5,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
173,5,5,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
174,6,5,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
175,7,5,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
176,0,6,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
177,1,6,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
178,2,6,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
179,3,6,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
180,4,6,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
181,5,6,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
182,6,6,2,315619770,0x12CFF9BA,4815.975494384766,1262973500,0x4B47723C,19271.446228027344,-27983208,0xFE550298,-426.9898681640625
183,7,6,2,-2044758260,0x861F770C,-31200.53497314453,299761538,0x11DDFF82,4573.998077392578,21934208,0x014EB080,334.689453125
184,0,7,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
185,1,7,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
186,2,7,2,509818834,0x1E6337D2,7779.218048095703,-1640805347,0x9E334C1D,-25036.702682495117,-44196983,0xFD5D9B89,-674.3924407958984
187,3,7,2,1224395922,0x48FACC92,18682.799102783203,-1297259975,0xB2AD6239,-19794.616317749023,58503480,0x037CB138,892.6922607421875
