site,x,y,z,psi_float,psi_prev_float,m_prev_float,psi_hex,psi_prev_hex,m_prev_hex
61,5,7,0,18682.7991027832,-19794.6163177490,892.6922607422,0x48FACC92,0xB2AD6239,0x037CB138
62,6,7,0,7779.2180480957,-25036.7026824951,-674.3924407959,0x1E6337D2,0x9E334C1D,0xFD5D9B89
63,7,7,0,18682.7991027832,-19794.6163177490,892.6922607422,0x48FACC92,0xB2AD6239,0x037CB138
64,0,0,1,-2769.8808593750,13970.9187927246,-288.3300323486,0xF52E1E80,0x3692EB36,0xFEDFAB83
65,1,0,1,-1463.0921630859,15651.1153717041,-4.0875396729,0xFA48E868,0x3D231D89,0xFFFBE997
66,2,0,1,-2769.8808593750,13970.9187927246,-288.3300323486,0xF52E1E80,0x3692EB36,0xFEDFAB83
67,3,0,1,-1463.0921630859,15651.1153717041,-4.0875396729,0xFA48E868,0x3D231D89,0xFFFBE997
68,4,0,1,-2769.8808593750,13970.9187927246,-288.3300323486,0xF52E1E80,0x3692EB36,0xFEDFAB83
69,5,0,1,-1463.0921630859,15651.1153717041,-4.0875396729,0xFA48E868,0x3D231D89,0xFFFBE997
70,6,0,1,-2769.8808593750,13970.9187927246,-288.3300323486,0xF52E1E80,0x3692EB36,0xFEDFAB83
71,7,0,1,-1463.0921630859,15651.1153717041,-4.0875396729,0xFA48E868,0x3D231D89,0xFFFBE997
72,0,1,1,-20247.8302154541,10875.0576629639,301.8096008301,0xB0E82B77,0x2A7B0EC3,0x012DCF42
73,1,1,1,-13786.4065856934,-1959.6895294189,1020.9779663086,0xCA2597EA,0xF8584F7B,0x03FCFA5C
74,2,1,1,-20247.8302154541,10875.0576629639,301.8096008301,0xB0E82B77,0x2A7B0EC3,0x012DCF42
75,3,1,1,-13786.4065856934,-1959.6895294189,1020.9779663086,0xCA2597EA,0xF8584F7B,0x03FCFA5C
76,4,1,1,-20247.8302154541,10875.0576629639,301.8096008301,0xB0E82B77,0x2A7B0EC3,0x012DCF42
77,5,1,1,-13786.4065856934,-1959.6895294189,1020.9779663086,0xCA2597EA,0xF8584F7B,0x03FCFA5C
78,6,1,1,-20247.8302154541,10875.0576629639,301.8096008301,0xB0E82B77,0x2A7B0EC3,0x012DCF42
79,7,1,1,-13786.4065856934,-1959.6895294189,1020.9779663086,0xCA2597EA,0xF8584F7B,0x03FCFA5C
80,0,2,1,-2769.8808593750,13970.9187927246,-288.3300323486,0xF52E1E80,0x3692EB36,0xFEDFAB83
81,1,2,1,-1463.0921630859,15651.1153717041,-4.0875396729,0xFA48E868,0x3D231D89,0xFFFBE997
82,2,2,1,-2769.8808593750,13970.9187927246,-288.3300323486,0xF52E1E80,0x3692EB36,0xFEDFAB83
83,3,2,1,-1463.0921630859,15651.1153717041,-4.0875396729,0xFA48E868,0x3D231D89,0xFFFBE997
84,4,2,1,-2769.8808593750,13970.9187927246,-288.3300323486,0xF52E1E80,0x3692EB36,0xFEDFAB83
85,5,2,1,-1463.0921630859,15651.1153717041,-4.0875396729,0xFA48E868,0x3D231D89,0xFFFBE997
86,6,2,1,-2769.8808593750,13970.9187927246,-288.3300323486,0xF52E1E80,0x3692EB36,0xFEDFAB83
87,7,2,1,-1463.0921630859,15651.1153717041,-4.0875396729,0xFA48E868,0x3D231D89,0xFFFBE997
88,0,3,1,-20247.8302154541,10875.0576629639,301.8096008301,0xB0E82B77,0x2A7B0EC3,0x012DCF42
89,1,3,1,-13786.4065856934,-1959.6895294189,1020.9779663086,0xCA2597EA,0xF8584F7B,0x03FCFA5C
90,2,3,1,-20247.8302154541,10875.0576629639,301.8096008301,0xB0E82B77,0x2A7B0EC3,0x012DCF42
91,3,3,1,-13786.4065856934,-1959.6895294189,1020.9779663086,0xCA2597EA,0xF8584F7B,0x03FCFA5C
92,4,3,1,-20247.8302154541,10875.0576629639,301.8096008301,0xB0E82B77,0x2A7B0EC3,0x012DCF42
93,5,3,1,-13786.4065856934,-1959.6895294189,1020.9779663086,0xCA2597EA,0xF8584F7B,0x03FCFA5C
