logical_idx,local_idx,x,y,z,board_id
475,319,3,3,7,0
260,320,4,0,4,0
261,321,5,0,4,0
268,322,4,1,4,0
269,323,5,1,4,0
324,324,4,0,5,0
325,325,5,0,5,0
332,326,4,1,5,0
333,327,5,1,5,0
262,328,6,0,4,0
263,329,7,0,4,0
270,330,6,1,4,0
271,331,7,1,4,0
326,332,6,0,5,0
327,333,7,0,5,0
334,334,6,1,5,0
335,335,7,1,5,0
276,336,4,2,4,0
277,337,5,2,4,0
284,338,4,3,4,0
285,339,5,3,4,0
340,340,4,2,5,0
341,341,5,2,5,0
348,342,4,3,5,0
349,343,5,3,5,0
278,344,6,2,4,0
279,345,7,2,4,0
286,346,6,3,4,0
287,347,7,3,4,0
342,348,6,2,5,0
343,349,7,2,5,0
350,350,6,3,5,0
351,351,7,3,5,0
388,352,4,0,6,0
389,353,5,0,6,0
396,354,4,1,6,0
397,355,5,1,6,0
452,356,4,0,7,0
453,357,5,0,7,0
460,358,4,1,7,0
461,359,5,1,7,0
390,360,6,0,6,0
391,361,7,0,6,0
398,362,6,1,6,0
399,363,7,1,6,0
454,364,6,0,7,0
455,365,7,0,7,0
462,366,6,1,7,0
463,367,7,1,7,0
404,368,4,2,6,0
405,369,5,2,6,0
412,370,4,3,6,0
413,371,5,3,6,0
468,372,4,2,7,0
469,373,5,2,7,0
476,374,4,3,7,0
477,375,5,3,7,0
406,376,6,2,6,0
407,377,7,2,6,0
414,378,6,3,6,0
415,379,7,3,6,0
470,380,6,2,7,0
471,381,7,2,7,0
478,382,6,3,7,0
479,383,7,3,7,0
288,384,0,4,4,0
289,385,1,4,4,0
296,386,0,5,4,0
297,387,1,5,4,0
352,388,0,4,5,0
353,389,1,4,5,0
360,390,0,5,5,0
361,391,1,5,5,0
290,392,2,4,4,0
291,393,3,4,4,0
298,394,2,5,4,0
299,395,3,5,4,0
354,396,2,4,5,0
355,397,3,4,5,0
362,398,2,5,5,0
363,399,3,5,5,0
304,400,0,6,4,0
305,401,1,6,4,0
312,402,0,7,4,0
313,403,1,7,4,0
368,404,0,6,5,0
369,405,1,6,5,0
376,406,0,7,5,0
377,407,1,7,5,0
306,408,2,6,4,0
307,409,3,6,4,0
314,410,2,7,4,0
315,411,3,7,4,0
370,412,2,6,5,0
371,413,3,6,5,0
378,414,2,7,5,0
379,415,3,7,5,0
416,416,0,4,6,0
417,417,1,4,6,0
424,418,0,5,6,0
425,419,1,5,6,0
480,420,0,4,7,0
481,421,1,4,7,0
488,422,0,5,7,0
489,423,1,5,7,0
418,424,2,4,6,0
419,425,3,4,6,0
426,426,2,5,6,0
427,427,3,5,6,0
482,428,2,4,7,0
483,429,3,4,7,0
490,430,2,5,7,0
491,431,3,5,7,0
432,432,0,6,6,0
433,433,1,6,6,0
440,434,0,7,6,0
441,435,1,7,6,0
496,436,0,6,7,0
497,437,1,6,7,0
504,438,0,7,7,0
505,439,1,7,7,0
434,440,2,6,6,0
435,441,3,6,6,0
442,442,2,7,6,0
443,443,3,7,6,0
498,444,2,6,7,0
499,445,3,6,7,0
506,446,2,7,7,0
507,447,3,7,7,0
292,448,4,4,4,0
293,449,5,4,4,0
300,450,4,5,4,0
301,451,5,5,4,0
356,452,4,4,5,0
357,453,5,4,5,0
364,454,4,5,5,0
365,455,5,5,5,0
294,456,6,4,4,0
295,457,7,4,4,0
302,458,6,5,4,0
303,459,7,5,4,0
358,460,6,4,5,0
359,461,7,4,5,0
366,462,6,5,5,0
367,463,7,5,5,0
308,464,4,6,4,0
309,465,5,6,4,0
316,466,4,7,4,0
317,467,5,7,4,0
372,468,4,6,5,0
373,469,5,6,5,0
380,470,4,7,5,0
381,471,5,7,5,0
310,472,6,6,4,0
311,473,7,6,4,0
318,474,6,7,4,0
319,475,7,7,4,0
374,476,6,6,5,0
375,477,7,6,5,0
382,478,6,7,5,0
383,479,7,7,5,0
420,480,4,4,6,0
421,481,5,4,6,0
428,482,4,5,6,0
429,483,5,5,6,0
484,484,4,4,7,0
485,485,5,4,7,0
492,486,4,5,7,0
493,487,5,5,7,0
422,488,6,4,6,0
423,489,7,4,6,0
430,490,6,5,6,0
431,491,7,5,6,0
486,492,6,4,7,0
487,493,7,4,7,0
494,494,6,5,7,0
495,495,7,5,7,0
436,496,4,6,6,0
437,497,5,6,6,0
444,498,4,7,6,0
445,499,5,7,6,0
500,500,4,6,7,0
501,501,5,6,7,0
508,502,4,7,7,0
509,503,5,7,7,0
438,504,6,6,6,0
439,505,7,6,6,0
446,506,6,7,6,0
447,507,7,7,6,0
502,508,6,6,7,0
503,509,7,6,7,0
510,510,6,7,7,0
511,511,7,7,7,0
